player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Orlando Brown Jr.,46227,T,BLT,4,0,3,61.0,100.0,84,62.7,84,60.8,1,100.0,134,134,60.3,100.0,40,29.9,40
Bradley Bozeman,27934,G,BLT,4,0,3,68.9,100.0,84,62.7,84,68.8,0,100.0,134,134,65.3,100.0,40,29.9,40
Matt Skura,11102,C,BLT,4,0,3,73.6,100.0,84,62.7,84,75.0,0,100.0,134,134,71.1,100.0,40,29.9,40
Ronnie Stanley,10640,T,BLT,4,0,3,63.1,100.0,80,64.5,80,68.0,1,100.0,124,124,67.6,100.0,35,28.2,35
La'el Collins,9719,T,DAL,4,0,9,72.7,100.0,38,31.4,38,90.0,1,100.0,121,121,93.5,100.0,75,62.0,75
Connor Williams,46216,G,DAL,4,0,9,60.2,100.0,38,31.4,38,61.1,1,100.0,121,121,58.4,100.0,75,62.0,75
Rick Wagner,7950,T,DET,4,0,11,57.7,100.0,51,42.9,51,63.4,0,100.0,119,119,67.4,100.0,60,50.4,60
Frank Ragnow,39137,C,DET,4,0,11,81.0,100.0,51,42.9,51,81.6,1,100.0,119,119,74.9,100.0,60,50.4,60
Travis Frederick,7812,C,DAL,4,0,9,62.7,100.0,37,31.4,37,59.3,0,100.0,118,118,57.4,100.0,73,61.9,73
Tyron Smith,6161,T,DAL,4,0,9,70.3,100.0,37,31.4,37,70.9,1,100.0,118,118,68.9,100.0,73,61.9,73
Garrett Bradbury,46013,C,MIN,4,0,18,60.7,100.0,25,21.2,25,53.3,2,100.0,118,118,54.0,100.0,80,67.8,80
Brian O'Neill,46854,T,MIN,4,0,18,50.7,100.0,25,21.2,25,70.5,0,100.0,118,118,77.5,100.0,80,67.8,80
Marshal Yanda,3702,G,BLT,4,0,3,60.3,100.0,77,65.8,77,74.9,0,100.0,117,117,91.2,100.0,31,26.5,31
Laken Tomlinson,9461,G,SF,3,1,28,56.8,100.0,38,32.5,38,60.8,2,100.0,117,117,57.7,100.0,68,58.1,68
Weston Richburg,8678,C,SF,3,0,28,58.6,100.0,38,32.5,38,58.9,0,100.0,117,117,55.9,100.0,68,58.1,68
Riley Reiff,7029,T,MIN,4,0,18,60.6,100.0,25,21.6,25,51.4,2,100.0,116,116,54.4,100.0,80,69.0,80
Ted Karras,10855,C,NE,4,0,19,71.7,100.0,64,55.2,64,66.9,1,100.0,116,116,69.7,100.0,26,22.4,26
Ali Marpet,9494,G,TB,4,0,30,60.6,100.0,66,57.4,66,75.4,0,100.0,115,115,77.9,100.0,39,33.9,39
Isaac Seumalo,10713,G,PHI,4,0,24,42.9,100.0,40,34.8,40,53.8,2,100.0,115,115,61.7,100.0,59,51.3,59
Mike McGlinchey,46275,T,SF,3,0,28,45.8,100.0,36,31.3,36,45.7,0,100.0,115,115,61.0,100.0,68,59.1,68
Lane Johnson,7786,T,PHI,4,1,24,59.1,100.0,40,34.8,40,76.2,1,100.0,115,115,87.2,100.0,59,51.3,59
Alex Cappa,66578,G,TB,4,0,30,51.3,100.0,66,57.4,66,54.7,0,100.0,115,115,60.7,100.0,39,33.9,39
Demar Dotson,5410,T,TB,4,0,30,63.7,100.0,66,57.4,66,66.5,0,100.0,115,115,77.6,100.0,39,33.9,39
Donovan Smith,9467,T,TB,4,1,30,66.5,100.0,66,57.4,66,66.3,1,100.0,115,115,59.5,100.0,39,33.9,39
Ryan Jensen,7985,C,TB,4,0,30,62.8,100.0,66,57.4,66,73.2,0,100.0,115,115,64.7,100.0,39,33.9,39
Jason Kelce,6343,C,PHI,4,0,24,73.2,100.0,40,34.8,40,75.3,0,100.0,115,115,74.9,100.0,59,51.3,59
Kyle Rudolph,6195,TE,MIN,4,0,18,59.1,100.0,25,21.9,25,54.2,1,100.0,114,114,53.7,100.0,78,68.4,78
Matthew Stafford,4924,QB,DET,4,0,11,60.0,100.0,51,44.7,51,60.0,0,95.8,114,119,60.0,96.7,58,50.9,60
Zack Martin,8651,G,DAL,4,0,9,63.8,100.0,35,30.7,35,71.6,1,100.0,114,114,70.2,100.0,72,63.2,72
Joe Thuney,10712,G,NE,4,0,19,67.3,100.0,62,54.9,62,53.6,0,100.0,113,113,39.4,100.0,25,22.1,25
Ryan Kelly,10652,C,IND,4,1,14,71.0,100.0,52,46.4,52,71.7,1,100.0,112,112,65.9,100.0,50,44.6,50
Quenton Nelson,12954,G,IND,4,0,14,77.5,100.0,52,46.4,52,79.6,0,100.0,112,112,73.3,100.0,50,44.6,50
Braden Smith,46794,T,IND,4,0,14,56.8,100.0,52,46.4,52,65.1,0,100.0,112,112,75.1,100.0,50,44.6,50
Mark Glowinski,9567,G,IND,4,0,14,55.4,100.0,52,46.4,52,65.4,1,100.0,112,112,66.4,100.0,50,44.6,50
Anthony Castonzo,6174,T,IND,4,0,14,64.7,100.0,52,46.4,52,73.0,0,100.0,112,112,76.4,100.0,50,44.6,50
Shaq Mason,9564,G,NE,4,0,19,62.7,100.0,63,56.8,63,59.5,1,100.0,111,111,43.7,100.0,24,21.6,24
Dak Prescott,10769,QB,DAL,4,0,9,60.0,100.0,37,33.6,37,60.0,0,93.2,110,118,60.0,94.5,69,62.7,73
O.J. Howard,11774,TE,TB,4,0,30,43.1,100.0,63,57.3,63,44.9,1,100.0,110,110,53.6,100.0,38,34.5,38
Mike Person,6391,G,SF,3,0,28,56.7,100.0,37,33.9,37,62.7,2,100.0,109,109,63.2,100.0,66,60.6,66
Tom Brady,698,QB,NE,4,0,19,60.0,100.0,64,58.7,64,60.0,0,94.0,109,116,60.0,100.0,26,23.9,26
