player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,7,33,33,4.24,42.79,48.21,6.3,1,1,3,4,1,55.2,11,64,4,1,57.6,119,19,34,139.95,1412,3,1591
Dustin Colquitt,2316,P,KC,9,30,30,4.49,42.37,45.7,4.6,0,0,4,10,16,68.4,14,68,1,0,43.3,60,13,30,134.72,1271,2,1371
Sam Koch,3148,P,BLT,8,20,20,4.3,42.2,46.9,5.7,0,0,2,7,3,67.7,11,57,2,0,30.0,34,6,20,86.09,844,3,938
Brett Kern,4580,P,TEN,9,50,50,4.27,42.76,47.14,9.9,0,0,4,11,31,92.2,28,70,15,0,36.0,179,18,50,213.73,2138,2,2357
Kevin Huber,5066,P,CIN,8,39,39,4.35,41.08,43.51,5.0,0,0,7,18,7,65.9,16,63,1,0,28.2,55,11,39,169.58,1602,2,1697
Thomas Morstead,5088,P,NO,8,32,32,4.35,42.78,45.34,7.5,0,0,3,15,20,72.7,22,64,3,0,34.4,82,11,32,139.12,1369,0,1451
Britton Colquitt,5192,P,MIN,8,32,32,4.44,42.5,46.0,7.5,0,0,3,9,18,75.1,9,59,5,0,46.9,112,15,32,142.1,1360,0,1472
Matt Bosher,6344,P,ATL,3,9,9,4.61,40.78,41.89,5.0,1,0,0,7,2,61.5,2,52,0,0,22.2,10,2,10,41.45,367,0,377
Chris Jones,6798,P,DAL,8,24,24,4.56,38.29,42.67,8.5,0,0,1,10,9,73.6,11,58,2,0,41.7,85,10,24,109.51,919,1,1024
Bryan Anger,7072,P,HST,6,19,19,4.45,44.95,47.58,1.4,0,0,6,4,13,69.5,10,71,0,0,36.8,10,7,19,84.59,854,2,904
Johnny Hekker,7252,P,LA,8,26,26,4.29,42.42,46.0,8.5,1,0,5,5,26,64.3,8,68,5,0,42.3,93,11,27,111.6,1103,0,1196
Sam Martin,7947,P,DET,8,31,31,4.28,40.52,43.77,3.4,0,0,6,6,11,57.5,12,62,4,0,38.7,41,12,31,132.64,1256,3,1357
Tress Way,8358,P,WAS,9,44,44,4.48,43.8,48.39,9.1,0,0,5,14,32,76.4,18,66,4,0,45.5,182,20,44,197.11,1927,1,2129
Pat O'Donnell,8826,P,CHI,8,43,43,4.26,42.23,46.05,6.2,1,0,6,13,6,62.2,13,75,2,1,46.5,124,20,44,183.02,1816,2,1980
Kasey Redfern,9155,P,ATL,3,9,9,4.41,36.89,41.22,7.8,0,0,0,3,2,60.2,3,54,1,0,55.6,39,5,9,39.68,332,0,371
Michael Palardy,9277,P,CAR,8,39,39,4.33,41.49,46.28,7.0,0,0,2,9,5,61.6,17,58,3,0,61.5,167,24,39,168.79,1618,1,1805
Bradley Pinion,9598,P,TB,8,33,33,4.47,39.36,43.15,7.7,0,0,8,12,30,67.5,11,63,0,0,33.3,85,11,33,147.65,1299,2,1424
Ty Long,9728,K,LAC,8,26,26,4.07,42.19,48.19,7.8,0,0,1,5,27,55.9,13,60,0,0,76.9,156,20,26,105.88,1097,0,1253
Matt Wile,9972,P,ATL,2,6,6,4.53,44.67,48.33,5.5,0,0,0,0,2,63.7,3,60,2,0,66.7,22,4,6,27.16,268,0,290
Jordan Berry,10236,P,PIT,8,30,30,4.38,41.03,47.1,10.1,0,0,4,10,25,70.5,12,62,0,0,46.7,142,14,30,131.4,1231,2,1413
Riley Dixon,10862,P,NYG,9,34,34,4.34,42.32,45.18,5.5,1,0,7,7,21,66.8,18,58,5,0,41.2,77,14,35,147.58,1439,1,1536
Lachlan Edwards,10869,P,NYJ,8,50,50,4.23,42.5,46.76,7.1,0,0,9,6,22,57.7,17,63,5,0,60.0,213,30,50,211.36,2125,0,2338
Zane Gonzalez,11979,K,ARZ,1,2,2,4.25,42.0,42.0,,0,0,1,1,1,59.7,0,44,0,0,0.0,0,0,2,8.49,84,0,84
Rigoberto Sanchez,12130,P,IND,8,28,28,4.36,41.89,44.96,5.1,0,0,3,7,14,76.1,11,60,4,0,46.4,66,13,28,122.03,1173,1,1259
Matt Haack,12212,P,MIA,8,37,37,4.4,43.16,46.14,6.9,0,0,7,14,17,62.6,17,62,2,0,35.1,90,13,37,162.62,1597,1,1707
Cameron Johnston,12255,P,PHI,9,34,34,4.21,43.15,47.65,7.5,0,0,1,13,24,60.1,17,60,3,0,44.1,113,15,34,143.17,1467,2,1620
Corey Bojorquez,27626,P,BUF,8,38,38,4.57,36.37,42.42,11.0,1,0,6,8,4,66.8,17,64,8,0,26.3,110,10,39,173.65,1382,6,1612
Logan Cooke,29214,P,JAX,9,42,42,4.44,43.57,45.36,3.9,0,0,5,18,15,63.9,15,61,8,0,21.4,35,9,42,186.34,1830,2,1905
Ryan Winslow,30026,P,ARZ,2,6,6,4.15,44.17,48.5,1.5,0,0,1,0,1,53.8,2,55,0,0,66.7,6,4,6,24.88,265,1,291
Jake Bailey,33963,P,NE,9,48,48,4.44,42.0,44.6,5.3,0,0,6,13,19,75.5,23,63,11,0,33.3,85,16,48,213.05,2016,2,2141
Michael Dickson,35381,P,SEA,9,38,38,4.4,40.87,46.89,8.0,0,0,3,7,29,71.7,17,63,4,0,55.3,169,21,38,167.14,1553,3,1782
A.J. Cole III,36038,P,OAK,8,32,32,4.32,40.13,47.88,11.6,0,0,2,8,23,62.6,15,60,2,0,56.3,208,18,32,138.36,1284,2,1532
Colby Wadman,38062,P,DEN,9,47,47,4.45,38.53,44.09,11.3,0,0,5,13,10,71.9,21,60,9,0,34.0,181,16,47,209.04,1811,4,2072
J.K. Scott,38809,P,GB,9,43,43,4.6,42.51,46.88,8.7,0,0,4,13,12,81.4,17,66,7,0,39.5,148,17,43,197.66,1828,2,2016
Trevor Daniel,38843,P,HST,2,11,11,4.12,40.91,43.55,4.1,0,0,1,3,13,58.8,2,54,0,0,63.6,29,7,11,45.33,450,0,479
Mitch Wishnowsky,44663,P,SF,8,25,25,4.26,42.32,43.88,2.1,0,0,6,5,28,61.8,13,60,4,0,36.0,19,9,25,106.61,1058,1,1097
Jamie Gillan,63303,P,CLV,8,35,35,4.57,43.09,46.49,11.3,1,0,10,12,8,72.2,18,71,4,0,20.0,79,7,36,160.1,1508,2,1627
