player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,11,50,50,4.3,42.36,48.54,8.8,1,1,5,11,1,61.8,17,64,4,1,52.0,229,26,51,215.04,2118,4,2427
Dustin Colquitt,2316,P,KC,13,42,42,4.47,41.62,44.07,3.9,1,0,9,14,16,68.1,20,68,1,0,38.1,63,16,43,187.73,1748,2,1851
Sam Koch,3148,P,BLT,12,31,31,4.23,41.68,46.19,6.7,0,0,4,10,3,66.2,16,62,4,0,29.0,60,9,31,131.07,1292,4,1432
Brett Kern,4580,P,TEN,13,64,64,4.29,43.38,47.48,9.3,0,0,6,16,31,92.6,35,70,16,0,37.5,223,24,64,274.37,2776,2,3039
Kevin Huber,5066,P,CIN,13,61,61,4.31,41.54,44.49,5.3,0,0,9,26,7,66.3,28,63,3,0,31.1,100,19,61,262.91,2534,4,2714
Thomas Morstead,5088,P,NO,13,47,47,4.35,42.79,45.87,6.6,0,0,5,16,20,74.2,27,64,6,0,40.4,125,19,47,204.43,2011,1,2156
Britton Colquitt,5192,P,MIN,12,51,51,4.48,41.92,44.51,6.9,0,0,7,20,18,72.8,20,59,5,0,37.3,132,19,51,228.36,2138,0,2270
Matt Bosher,6344,P,ATL,3,9,9,4.61,40.78,41.89,5.0,1,0,0,7,2,61.5,2,52,0,0,22.2,10,2,10,41.45,367,0,377
Chris Jones,6798,P,DAL,13,40,40,4.5,37.8,42.13,9.6,1,0,7,14,9,71.7,16,58,2,0,40.0,153,16,41,180.08,1512,1,1685
Bryan Anger,7072,P,HST,10,31,31,4.41,43.81,45.81,2.0,0,0,8,10,13,66.1,17,71,0,0,35.5,22,11,31,136.62,1358,2,1420
Johnny Hekker,7252,P,LA,13,51,51,4.31,42.63,47.47,8.0,1,0,8,9,26,66.2,16,68,9,0,41.2,167,21,52,219.94,2174,4,2421
Sam Martin,7947,P,DET,13,59,59,4.28,41.34,44.22,3.8,0,0,12,15,11,59.8,27,62,4,0,40.7,90,24,59,252.27,2439,4,2609
Ryan Allen,8242,P,ATL,5,18,18,3.84,35.22,40.5,7.9,0,0,3,3,2,63.5,8,54,3,0,38.9,55,7,18,69.06,634,2,729
Tress Way,8358,P,WAS,13,66,66,4.39,43.61,49.39,10.1,0,0,9,17,32,71.1,25,79,4,0,51.5,342,34,66,289.98,2878,2,3260
Pat O'Donnell,8826,P,CHI,13,71,71,4.25,41.18,44.8,7.0,1,0,10,25,6,58.5,23,75,3,1,43.7,217,31,72,301.55,2924,2,3181
Kasey Redfern,9155,P,ATL,3,9,9,4.41,36.89,41.22,7.8,0,0,0,3,2,60.2,3,54,1,0,55.6,39,5,9,39.68,332,0,371
Michael Palardy,9277,P,CAR,13,61,61,4.29,40.16,45.3,7.8,0,0,7,11,5,55.6,21,58,6,0,57.4,273,35,61,261.89,2450,2,2763
Bradley Pinion,9598,P,TB,13,49,49,4.49,38.47,43.96,9.5,0,0,8,15,30,72.1,18,63,1,0,44.9,209,22,49,220.16,1885,3,2154
Ty Long,9728,K,LAC,12,38,38,4.13,41.61,47.66,7.3,0,0,2,6,27,52.9,16,60,2,0,68.4,190,26,38,156.81,1581,2,1811
Matt Wile,9972,P,ATL,2,6,6,4.53,44.67,48.33,5.5,0,0,0,0,2,63.7,3,60,2,0,66.7,22,4,6,27.16,268,0,290
Jordan Berry,10236,P,PIT,13,57,57,4.44,41.04,46.14,9.2,0,0,10,17,25,69.4,22,69,2,0,43.9,231,25,57,253.34,2339,3,2630
