player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Thomas,10681,WR,NO,13,7.9,12,84.6,80.0,16,20,1,4.7,6,71,20,1,82.9,62.4,87.1,,88.6,0.0,0,0,49,0.0,0,530,7,121,94.3,500,30.0,159,124.5,143,7,70.0,371,1424,509,4.2,11.8,2.85
Julian Edelman,5156,WR,NE,13,9.3,6,69.2,61.1,11,18,0,10.0,10,49,19,2,57.7,33.0,72.3,71.4,73.7,0.4,2,2,44,0.4,2,566,5,90,93.5,529,67.0,379,101.1,130,6,32.5,184,1010,312,3.5,11.2,1.91
DeAndre Hopkins,7808,WR,HST,13,10.8,7,71.5,46.2,12,26,1,6.1,6,62,13,0,74.4,83.5,87.5,,88.1,0.0,0,1,43,0.0,0,546,3,93,93.4,510,36.4,199,109.2,130,7,63.6,347,1023,327,3.5,11.0,2.01
Keenan Allen,7857,WR,LAC,13,10.8,6,69.2,40.0,8,20,0,5.8,5,46,27,0,74.4,82.5,79.5,70.0,80.5,0.4,2,7,45,0.6,3,511,3,81,92.2,471,53.6,274,82.8,117,5,46.0,235,947,294,3.6,11.7,2.01
D.J. Moore,48267,WR,CAR,13,11.8,11,67.2,51.9,14,27,0,6.0,5,55,5,1,73.0,57.8,81.9,61.6,79.9,0.2,1,5,52,0.2,1,558,1,78,95.3,532,15.6,87,89.8,116,4,84.2,470,1061,344,4.4,13.6,1.99
Allen Robinson II,8696,WR,CHI,13,11.9,6,66.1,56.8,21,37,1,3.8,3,48,6,0,83.5,81.9,79.1,65.1,78.5,0.6,3,5,49,0.4,2,528,3,76,93.2,492,42.6,225,91.9,115,7,56.6,299,898,217,2.9,11.8,1.83
Tyler Boyd,10689,WR,CIN,13,9.8,5,63.5,45.8,11,24,0,6.4,5,39,7,2,70.4,28.2,70.6,65.3,69.8,0.4,2,4,47,0.2,1,554,1,73,94.2,522,67.3,373,79.4,115,3,32.3,179,833,272,3.7,11.4,1.6
Mike Evans,8642,WR,TB,13,15.7,2,58.8,51.7,15,29,0,9.5,7,54,30,0,58.9,81.4,85.7,69.6,85.2,0.2,1,8,67,0.2,1,539,2,67,93.1,502,29.3,158,87.5,114,8,70.5,380,1157,266,4.0,17.3,2.3
Zach Ertz,7816,TE,PHI,13,8.8,4,70.5,59.1,13,22,0,4.8,4,44,24,1,79.6,52.2,74.2,52.0,76.4,36.8,191,1,30,3.9,20,519,2,79,90.2,468,44.3,230,102.8,112,5,18.9,98,827,233,2.9,10.5,1.77
Cooper Kupp,11824,WR,LA,13,7.4,6,68.8,40.0,4,10,0,3.8,3,41,26,2,83.5,28.4,75.2,68.1,76.8,0.2,1,2,66,2.6,13,494,2,77,89.9,444,69.6,344,109.6,112,7,30.2,149,990,481,6.2,12.9,2.23
