player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Terrell Suggs,1326,ED,ARZ,13,7,0,100.0,0,4,1,28.8,62.9,21.0,67.4,74.4,28.8,3,23,0,37,25.0,10,0,6,118.8,6,7,5,0,30,638,632,0,1,630,1,0,6,391,217,1,23,23,6,33,0,120,85,20.0
Mike Adams,1972,S,HST,2,1,0,100.0,0,0,13,67.5,70.0,82.2,,61.4,79.9,0,0,0,8,0.0,0,0,0,129.2,2,0,6,1,42,54,0,0,0,0,0,41,54,0,12,6,1,1,2,0,1,11,13,5.5
Thomas Davis Sr.,2231,LB,LAC,13,25,0,72.2,0,0,27,56.3,63.2,24.7,73.4,70.0,54.7,0,1,0,27,12.6,14,1,3,91.7,39,2,626,1,346,665,7,0,0,7,0,4,658,17,302,27,36,72,54,3,1,301,219,7.7
Lorenzo Alexander,2476,ED,BUF,13,8,4,86.7,0,1,4,64.9,66.2,63.6,70.8,54.6,68.6,6,20,0,15,7.7,3,2,1,94.4,13,3,181,1,79,437,239,0,1,238,0,1,198,195,163,14,15,28,15,29,0,100,66,7.7
Johnathan Joseph,2969,CB,HST,11,4,0,63.0,2,0,13,61.6,61.3,85.7,75.9,50.1,39.9,0,0,0,48,18.3,11,9,3,95.2,46,0,36,500,388,576,0,0,0,0,0,0,576,2,186,40,11,45,73,0,2,551,171,12.0
Domata Peko Sr.,3068,DI,BLT,4,0,0,,0,0,3,61.7,51.0,18.9,52.6,57.5,24.4,0,5,0,,40.0,2,0,1,0.0,0,0,0,0,2,80,80,32,42,0,6,0,0,40,38,0,1,3,0,5,0,0,0,
Antoine Bethea,3152,S,NYG,13,13,0,69.6,0,0,21,65.8,73.9,86.1,63.1,86.6,82.2,0,0,1,45,7.6,7,3,1,133.6,16,0,199,4,510,892,9,0,0,9,0,633,883,7,375,47,17,72,23,0,4,326,135,20.4
Tramon Williams,3558,CB,GB,13,8,0,63.2,0,0,12,79.2,72.3,23.7,54.3,46.5,67.6,1,1,2,61,11.8,4,2,4,89.1,24,0,70,151,403,623,3,0,0,3,0,8,620,10,210,391,5,22,38,2,2,354,171,14.8
Eric Weddle,3653,S,LA,13,17,0,77.8,1,0,26,69.1,72.4,87.8,75.7,74.4,83.0,1,1,0,18,5.7,5,2,1,132.4,21,0,211,2,505,836,15,0,0,15,0,498,821,5,326,110,18,66,27,2,3,186,138,8.9
Brandon Mebane,3701,DI,LAC,10,2,0,,0,0,27,59.5,53.4,87.5,49.7,55.5,51.2,1,5,0,,14.3,3,0,0,0.0,0,1,0,0,0,312,312,253,59,0,0,0,0,159,153,0,12,16,0,7,0,0,0,
