player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,3,16,16,4.26,44.5,48.44,4.8,0,1,3,2,1,65.1,6,59,1,1,56.3,43,9,16,68.13,712,1,775
Dustin Colquitt,2316,P,KC,3,8,8,4.29,35.63,41.88,5.0,0,0,1,3,16,58.9,2,57,0,0,25.0,10,2,8,34.28,285,2,335
Sam Koch,3148,P,BLT,3,7,7,4.44,44.14,48.29,3.0,0,0,1,2,3,62.9,5,56,0,0,42.9,9,3,7,31.07,309,1,338
Brett Kern,4580,P,TEN,3,20,20,4.14,41.3,46.85,10.1,0,0,2,5,31,77.7,9,70,4,0,35.0,71,7,20,82.86,826,2,937
Kevin Huber,5066,P,CIN,3,15,15,4.36,41.2,43.07,1.6,0,0,2,6,7,73.7,5,51,1,0,33.3,8,5,15,65.39,618,1,646
Thomas Morstead,5088,P,NO,3,13,13,4.36,46.31,50.46,10.8,0,0,1,5,20,72.7,10,64,2,0,38.5,54,5,13,56.62,602,0,656
Britton Colquitt,5192,P,MIN,3,13,13,4.52,43.08,46.62,5.8,0,0,2,3,18,66.5,3,57,0,0,61.5,46,8,13,58.77,560,0,606
Matt Bosher,6344,P,ATL,2,6,6,4.58,40.0,41.33,8.0,1,0,0,5,2,61.6,2,52,0,0,16.7,8,1,7,27.48,240,0,248
Chris Jones,6798,P,DAL,3,9,9,4.66,42.44,44.33,3.4,0,0,0,3,9,72.5,3,52,1,0,55.6,17,5,9,41.92,382,0,399
Bryan Anger,7072,P,HST,1,4,4,4.71,45.25,45.0,-0.5,0,0,0,2,13,69.5,3,55,0,0,50.0,-1,2,4,18.83,181,0,180
Johnny Hekker,7252,P,LA,3,9,9,4.28,39.78,46.22,11.6,1,0,1,1,26,59.1,1,68,2,0,55.6,58,5,10,38.52,358,0,416
Sam Martin,7947,P,DET,3,17,17,4.18,38.59,42.12,4.0,0,0,4,3,11,57.3,8,55,3,0,29.4,20,5,17,71.13,656,2,716
Tress Way,8358,P,WAS,3,10,10,4.58,46.5,51.8,7.6,0,0,0,1,32,82.3,6,58,2,0,70.0,53,7,10,45.76,465,0,518
Pat O'Donnell,8826,P,CHI,3,16,16,4.34,43.56,48.0,7.3,0,0,2,5,6,67.0,4,75,1,0,43.8,51,7,16,69.39,697,1,768
Michael Palardy,9277,P,CAR,3,12,12,4.38,42.58,49.25,8.6,0,0,1,2,5,62.2,5,58,1,0,58.3,60,7,12,52.56,511,1,591
Bradley Pinion,9598,P,TB,3,12,12,4.49,37.0,43.0,10.4,0,0,3,3,30,66.6,4,63,0,0,41.7,52,5,12,53.92,444,1,516
Ty Long,9728,K,LAC,3,10,10,4.19,43.7,49.3,8.0,0,0,0,3,27,62.2,6,60,0,0,70.0,56,7,10,41.91,437,0,493
Matt Wile,9972,P,ATL,1,1,1,4.63,39.0,39.0,,0,0,0,0,2,60.0,1,39,1,0,0.0,0,0,1,4.63,39,0,39
Jordan Berry,10236,P,PIT,3,16,16,4.37,40.5,47.88,10.9,0,0,1,5,25,59.2,5,60,0,0,56.3,98,9,16,69.89,648,1,766
