team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
SF,28,4,120,5,13,120,90.8,20,2
KC,16,5,211,9,25,211,90.0,38,4
ARZ,1,5,231,5,34,231,89.4,44,5
BLT,3,5,201,2,25,201,89.3,35,8
OAK,23,5,173,4,25,173,88.7,34,5
NO,20,5,188,9,32,188,88.0,43,2
DAL,9,5,184,8,32,184,87.5,43,3
IND,14,5,184,6,35,184,87.2,44,3
PIT,25,5,182,4,40,182,86.3,47,3
NE,19,5,200,6,37,200,86.2,49,6
BUF,4,5,212,8,37,212,86.1,52,7
NYG,21,5,219,10,39,219,85.6,56,7
DEN,10,5,185,7,31,185,85.4,46,8
ATL,2,5,240,13,46,240,85.2,65,6
CAR,5,5,196,6,37,196,84.9,51,8
PHI,24,5,194,11,42,194,84.8,56,3
TEN,31,5,176,8,24,176,84.1,44,12
HST,13,5,192,5,41,192,83.9,54,8
WAS,32,5,197,8,40,197,83.8,56,8
CHI,6,5,185,11,37,185,83.8,54,6
TB,30,5,192,14,33,192,83.6,55,8
CLV,8,5,181,3,41,181,83.4,52,8
JAX,15,5,202,7,47,202,82.7,62,8
MIN,18,5,142,7,31,142,82.4,44,6
DET,11,4,154,9,38,154,82.1,51,4
GB,12,5,197,6,53,197,82.0,65,6
LAC,27,5,209,16,42,209,81.3,68,10
SEA,29,5,182,8,44,182,81.3,60,8
CIN,7,5,225,8,51,225,80.7,73,14
NYJ,22,4,146,7,33,146,79.5,50,10
MIA,17,4,160,13,37,160,79.4,58,8
LA,26,5,235,14,74,235,78.7,94,6
