player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ted Karras,10855,C,NE,7,100.0,1,19,66.4,52.9,71.1,0,8,289,100.0,100.0,97.9,3,10,2,520,520,0,0,520,307,307,0,0,213,0
Matt Skura,11102,C,BLT,7,100.0,0,3,69.0,65.4,69.2,0,4,263,100.0,100.0,98.9,2,5,1,520,520,0,0,520,278,278,0,0,242,0
Orlando Brown Jr.,46227,T,BLT,7,100.0,2,3,65.4,76.7,53.4,0,11,263,100.0,100.0,96.8,3,14,3,520,0,0,1,520,278,278,0,519,242,0
Bradley Bozeman,27934,G,BLT,7,100.0,1,3,57.5,58.3,59.8,1,10,263,100.0,100.0,96.4,4,15,4,520,0,520,0,520,278,278,0,0,242,0
Shaq Mason,9564,G,NE,7,100.0,0,19,63.1,59.8,62.7,2,17,289,100.0,100.0,96.4,1,20,1,515,0,0,0,515,307,307,515,0,208,0
Joe Thuney,10712,G,NE,7,100.0,0,19,72.7,82.3,63.6,0,5,286,100.0,100.0,98.8,0,6,1,510,0,502,0,510,304,304,0,8,206,0
Ronnie Stanley,10640,T,BLT,7,100.0,1,3,82.4,90.4,69.3,1,3,259,100.0,100.0,99.2,3,4,0,503,0,0,494,503,274,274,0,0,229,9
Germain Ifedi,10665,T,SEA,7,100.0,1,29,52.8,49.1,60.4,1,28,267,100.0,100.0,93.4,7,32,3,499,0,0,0,499,297,297,0,499,202,0
Justin Britt,8699,C,SEA,7,100.0,0,29,62.3,45.4,66.7,4,6,266,100.0,100.0,97.4,1,12,2,498,498,0,0,498,296,296,0,0,202,0
Marshal Yanda,3702,G,BLT,7,100.0,0,3,77.6,81.1,70.9,0,5,257,100.0,100.0,98.6,0,6,1,497,0,0,0,497,272,272,497,0,225,0
Rob Havenstein,9490,T,LA,7,100.0,0,26,51.5,50.6,55.0,3,21,301,100.0,100.0,94.7,7,28,4,493,0,0,0,493,324,324,0,493,169,0
Brian Allen,46104,C,LA,7,100.0,0,26,57.4,46.5,66.3,4,12,301,100.0,100.0,97.0,5,17,1,490,490,0,0,490,324,324,0,0,166,0
D.J. Humphries,9457,T,ARZ,7,100.0,1,1,64.0,72.8,56.8,1,11,298,100.0,100.0,97.7,8,13,1,490,0,1,488,490,318,318,0,0,172,1
Andrew Whitworth,3000,T,LA,7,100.0,1,26,70.0,76.7,61.8,2,15,301,100.0,100.0,96.8,7,18,1,490,0,0,490,490,324,324,0,0,166,0
Justin Pugh,7800,G,ARZ,7,100.0,0,1,65.2,84.1,52.2,2,6,298,100.0,100.0,98.3,0,9,1,490,0,489,0,490,318,318,1,0,172,0
J.R. Sweezy,7209,G,ARZ,7,100.0,0,1,65.7,78.7,54.9,1,8,298,100.0,100.0,98.5,4,9,0,490,0,0,0,490,318,318,489,1,172,0
A.Q. Shipley,5150,C,ARZ,7,100.0,0,1,58.6,79.9,48.7,0,4,298,100.0,100.0,99.3,2,4,0,490,490,0,0,490,318,318,0,0,172,0
Connor Williams,46216,G,DAL,7,100.0,1,9,58.2,61.1,58.1,1,11,257,100.0,100.0,97.3,5,13,1,489,0,489,0,489,281,281,0,0,208,0
Travis Frederick,7812,C,DAL,7,100.0,0,9,66.8,66.8,64.4,5,6,257,100.0,100.0,97.5,0,12,1,486,486,0,0,486,281,281,0,0,205,0
Zack Martin,8651,G,DAL,7,100.0,0,9,84.4,86.0,78.8,3,6,257,100.0,100.0,98.2,2,9,0,482,0,0,0,482,281,281,482,0,201,0
