player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Terrell Suggs,1326,ED,ARZ,11,29,0,1,0,,,2.8,,,0,0,,63.0,0,,,0,0,0.0,0,4,13.8,142,3,0,0,0,0,0,0.0,,0,2,6.2,100.0,11.3,4.6,4.6,0,0,0.0,30.6,0,37,0.0,0,0,118.8,5,23,79.3,203,2,1,5,0,99,68,4.3,19.8
Mike Adams,1972,S,HST,2,42,0,13,0,,,100.0,,,0,0,,65.7,0,,,0,0,0.0,0,12,28.6,12,0,0,0,0,0,0,0.0,,0,1,-2.0,100.0,100.0,29.0,29.0,0,0,0.0,71.3,0,3,0.0,0,0,79.2,1,29,69.0,29,1,1,1,0,3,5,0.1,3.0
Thomas Davis Sr.,2231,LB,LAC,11,316,0,27,0,8.0,100.0,82.9,13.0,13.0,0,0,0.0,29.5,0,27,0.0,0,0,118.8,2,29,9.2,35,1,1,2,0,47,31,1.8,23.5,0,7,4.9,70.7,96.0,8.5,6.0,0,2,4.9,57.7,0,24,22.5,9,1,90.7,29,261,82.6,272,10,24,41,1,212,136,0.9,7.3
Lorenzo Alexander,2476,ED,BUF,11,60,0,4,0,14.0,0.0,16.7,,12.0,1,1,100.0,90.2,0,,0.0,0,1,39.6,0,13,21.7,78,3,1,1,0,0,0,0.0,,0,2,4.1,85.7,31.8,6.2,5.3,0,0,0.0,46.5,0,14,0.0,0,0,98.8,6,42,70.0,132,2,5,7,0,54,30,1.5,9.0
Johnathan Joseph,2969,CB,HST,9,317,0,13,0,14.2,57.7,100.0,8.1,4.7,2,6,23.1,60.3,0,34,15.4,2,6,109.9,15,127,40.1,127,2,11,26,2,213,39,1.8,14.2,0,3,10.1,71.0,98.9,7.6,5.4,0,1,3.2,62.8,0,23,18.8,6,1,89.7,22,178,56.2,180,7,23,31,0,212,82,1.3,9.6
Domata Peko Sr.,3068,DI,BLT,2,2,0,3,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,12,0,0,0,0,0,0,0.0,,0,0,,,7.7,,,0,0,,61.2,0,,100.0,1,0,0.0,0,1,50.0,13,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,NYG,11,415,0,21,0,2.5,100.0,97.5,55.0,55.0,0,0,0.0,61.4,0,7,0.0,0,0,93.8,2,119,28.7,122,1,10,2,0,13,8,0.1,6.5,0,1,12.3,73.3,99.3,23.9,17.5,0,2,13.3,63.2,1,45,15.4,4,2,127.1,11,277,66.7,279,4,21,15,3,264,120,1.0,24.0
Tramon Williams,3558,CB,GB,11,343,0,12,0,9.8,50.0,96.7,22.4,11.2,0,2,20.0,67.8,0,61,0.0,0,2,88.8,5,118,34.4,122,0,3,10,0,108,68,1.0,21.6,0,3,8.2,71.4,97.5,12.8,9.1,0,2,9.5,76.0,0,42,6.3,1,0,128.5,15,198,57.7,203,4,12,21,2,177,88,0.9,11.8
Eric Weddle,3653,S,LA,11,433,0,26,3,5.3,100.0,99.3,18.7,18.7,0,0,0.0,59.2,0,16,6.3,1,0,149.1,7,138,31.9,139,0,12,7,2,72,44,0.5,10.3,0,3,8.2,76.5,99.6,18.5,14.1,1,3,17.6,71.1,0,18,6.9,2,2,110.9,13,257,59.4,258,8,24,17,1,104,91,0.4,8.0
Dominique Rodgers-Cromartie,4330,CB,WAS,2,33,0,32,1,7.2,80.0,100.0,2.8,2.2,0,0,0.0,31.1,0,16,0.0,0,0,106.7,4,11,33.3,11,0,1,5,0,48,16,4.4,12.0,0,0,7.0,100.0,100.0,9.0,9.0,0,0,0.0,53.2,0,10,33.3,1,0,104.2,2,18,54.5,18,0,2,2,0,18,4,1.0,9.0
Aqib Talib,4334,CB,LA,5,205,0,26,0,10.4,80.0,100.0,8.0,6.4,0,0,0.0,54.7,0,19,33.3,1,0,109.2,4,36,17.6,36,0,2,5,0,51,10,1.6,12.8,0,1,13.5,40.0,100.0,23.5,9.4,0,3,20.0,62.5,0,30,10.0,1,2,59.0,6,152,74.1,152,2,8,15,0,85,17,0.6,14.2
Calais Campbell,4364,DI,JAX,11,2,0,15,1,,,0.8,,,0,0,,60.3,0,,50.0,1,0,0.0,0,1,50.0,133,2,0,0,0,0,0,0.0,,0,0,,,0.5,,,0,0,,62.7,0,,33.3,1,0,0.0,0,1,50.0,215,3,2,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,11,382,0,3,1,9.8,56.7,96.1,9.2,5.2,1,4,13.3,67.0,0,16,5.9,1,3,66.5,17,172,45.0,179,4,15,30,0,124,59,0.8,7.3,0,0,9.0,64.7,92.3,15.3,9.9,0,1,5.9,66.1,0,31,13.3,2,1,82.0,11,181,47.4,196,4,13,17,0,106,27,0.6,9.6
Orlando Scandrick,4457,CB,PHI,3,56,0,24,0,11.0,100.0,100.0,17.0,17.0,0,0,0.0,53.6,0,15,0.0,0,0,118.8,1,19,33.9,19,0,1,1,0,15,4,0.9,15.0,0,0,6.3,33.3,89.5,32.0,10.7,0,0,0.0,69.5,0,2,0.0,0,0,42.4,1,34,60.7,38,4,2,3,0,2,0,0.1,2.0
Matthew Slater,4467,WR,NE,2,2,0,19,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Wesley Woodyard,4583,LB,TEN,10,169,0,31,0,10.8,50.0,84.6,29.5,14.8,0,0,0.0,51.0,0,41,50.0,2,0,135.4,2,66,39.1,78,1,2,4,1,50,15,0.8,25.0,0,3,4.9,100.0,92.4,6.8,6.8,0,0,0.0,39.8,0,46,15.8,3,0,118.8,14,97,57.4,105,3,13,14,0,184,116,1.9,13.1
Cameron Wake,4907,ED,TEN,9,2,0,31,0,,,1.3,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,50.0,77,0,0,0,0,0,0,0.0,,0,0,,,1.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,97,2,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,PHI,11,401,0,24,1,5.5,50.0,82.8,28.0,14.0,0,3,30.0,62.3,0,21,11.1,1,1,65.0,5,149,37.2,180,6,7,10,0,51,49,0.4,10.2,0,1,10.3,66.7,92.3,18.0,12.0,0,1,5.6,53.4,0,53,12.5,2,1,119.7,12,227,56.6,246,6,13,18,1,188,54,0.9,15.7
Clay Matthews,4949,ED,LA,8,46,0,26,0,11.0,0.0,5.8,,3.0,0,0,0.0,41.9,0,,,0,0,39.6,0,4,8.7,69,2,0,1,0,0,0,0.0,,0,1,5.8,100.0,28.3,8.5,8.5,0,0,0.0,37.0,0,17,20.0,1,0,106.3,4,39,84.8,138,4,3,4,0,38,15,1.1,9.5
Patrick Chung,4957,S,NE,8,213,0,19,1,5.9,90.0,85.2,13.0,11.7,0,0,0.0,74.6,0,21,0.0,0,0,95.0,9,127,59.6,149,3,6,10,0,68,30,0.6,7.6,0,1,5.7,77.8,98.6,9.1,7.1,0,2,22.2,55.1,0,16,12.5,1,2,97.2,7,72,33.8,73,2,6,9,0,66,40,1.0,9.4
Jason McCourty,5127,CB,NE,10,325,0,19,0,13.0,55.9,99.5,10.1,5.6,0,3,8.8,63.6,0,45,0.0,0,2,74.1,19,206,63.4,207,8,19,34,0,208,60,1.1,10.9,0,1,7.8,58.3,98.1,13.0,7.6,0,1,8.3,90.7,1,11,0.0,0,1,28.5,7,101,31.1,103,6,9,12,0,29,24,0.3,4.1
Clinton McDonald,5173,DI,ARZ,9,2,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,29,0,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,59.7,0,,,0,0,0.0,0,1,50.0,46,0,0,0,0,0,0,0.0,
Steve McLendon,5232,DI,NYJ,11,1,0,22,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,66,0,1,0,0,0,0,,,0,0,,,1.2,,,0,0,,64.6,0,,0.0,0,0,0.0,0,1,100.0,86,3,2,0,0,0,0,0.0,
Michael Bennett,5273,DI,DAL,10,6,0,9,0,,,4.7,,,0,0,,57.3,0,,,0,0,0.0,0,5,83.3,107,1,0,0,0,0,0,0.0,,0,0,,,0.9,,,0,0,,69.9,0,,66.7,2,0,0.0,0,1,16.7,106,5,1,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,11,444,0,25,0,10.4,56.5,100.0,10.1,5.7,1,4,17.4,51.5,0,22,0.0,0,4,105.5,13,141,31.8,141,0,11,23,2,151,46,1.2,11.6,0,1,11.9,48.5,100.0,15.4,7.5,2,7,21.2,73.4,1,20,14.3,4,5,61.9,16,262,59.0,262,9,23,33,1,174,34,0.7,10.9
Brandon Graham,5538,ED,PHI,11,7,0,24,0,,,1.4,,,0,0,,70.9,0,,0.0,0,0,0.0,0,2,28.6,146,3,2,0,0,0,0,0.0,,0,0,,,2.7,,,0,0,,72.7,0,,16.7,1,0,0.0,0,5,71.4,188,10,5,0,0,0,0,0.0,
Earl Thomas III,5539,S,BLT,11,417,0,3,1,23.5,50.0,88.7,159.0,79.5,0,0,0.0,74.0,1,30,0.0,0,0,56.3,1,173,41.5,195,0,1,2,0,30,1,0.2,30.0,0,2,21.3,42.9,94.7,67.0,28.7,0,0,0.0,79.2,1,34,0.0,0,0,28.0,3,214,51.3,226,2,11,7,0,50,14,0.2,16.7
Jason Pierre-Paul,5540,ED,TB,5,4,0,30,0,,,1.3,,,0,0,,60.3,0,,0.0,0,0,0.0,0,1,25.0,77,2,1,0,0,0,0,0.0,,0,0,,,1.7,,,0,0,,42.7,0,,50.0,1,0,0.0,0,2,50.0,116,1,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,10,375,0,10,0,9.4,83.3,100.0,11.3,9.4,0,3,25.0,50.0,0,54,22.2,2,3,158.3,10,127,33.9,127,1,7,12,2,166,67,1.5,16.6,0,1,8.4,78.6,98.6,18.8,14.8,0,1,7.1,64.6,0,41,23.5,4,1,104.5,11,216,57.6,219,2,12,14,0,127,70,0.6,11.5
Devin McCourty,5552,S,NE,11,415,0,19,0,7.0,41.7,93.9,46.0,19.2,0,1,8.3,89.0,4,8,7.7,1,1,9.7,5,248,59.8,264,4,12,12,0,18,3,0.1,3.6,0,1,3.8,83.3,100.0,25.8,21.5,0,0,0.0,73.7,1,26,14.3,1,0,61.8,5,144,34.7,144,0,5,6,0,50,44,0.4,10.0
Jerry Hughes,5556,ED,BUF,11,11,0,4,0,,,2.7,,,0,0,,64.4,0,,0.0,0,0,0.0,0,3,27.3,110,2,1,0,0,0,0,0.0,,0,1,,,4.3,,,0,0,,71.2,0,,0.0,0,0,0.0,0,8,72.7,187,3,3,0,0,0,0,0.0,
Patrick Robinson,5557,S,NO,6,38,0,20,0,2.3,75.0,92.9,3.3,2.5,0,0,0.0,56.5,0,5,0.0,0,0,77.1,3,13,34.2,14,1,3,4,0,12,10,1.2,4.0,0,1,8.7,66.7,54.5,9.0,6.0,0,0,0.0,64.8,0,7,0.0,0,0,71.5,2,18,47.4,33,0,1,3,0,10,1,0.6,5.0
Linval Joseph,5571,DI,MIN,9,3,0,18,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,57,0,0,0,0,0,0,,,0,0,,,1.3,,,0,0,,83.1,0,,0.0,0,0,0.0,0,2,66.7,153,4,2,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,CIN,9,29,0,7,0,,,5.8,,,0,0,,71.9,0,,,0,0,0.0,0,4,13.8,69,0,0,0,0,0,0,0.0,,0,2,1.0,100.0,15.3,9.0,9.0,0,0,0.0,66.6,0,7,0.0,0,0,95.8,2,23,79.3,150,4,4,2,0,14,12,0.8,7.0
Sean Lee,5580,LB,DAL,11,172,0,9,0,5.6,60.0,74.1,5.3,3.2,0,1,20.0,90.0,0,8,0.0,0,1,64.6,3,20,11.6,27,1,3,5,0,9,17,0.6,3.0,0,2,7.3,83.3,92.1,6.6,5.5,1,2,8.3,63.3,0,30,5.9,1,2,98.3,20,139,80.8,151,5,14,24,0,182,71,1.4,9.1
Morgan Burnett,5596,S,CLV,8,200,0,8,1,12.9,57.1,90.1,15.5,8.9,0,1,14.3,67.3,1,21,0.0,0,1,38.1,4,73,36.5,81,1,5,7,0,47,20,0.8,11.8,0,1,8.5,72.7,95.8,13.1,9.5,0,0,0.0,50.6,0,26,9.1,1,0,97.9,8,113,56.5,118,2,9,11,0,93,34,0.9,11.6
Corey Peters,5607,DI,ARZ,11,4,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,121,2,0,0,0,0,0,,,0,0,,,1.5,,,0,0,,58.8,0,,50.0,1,0,0.0,0,3,75.0,197,2,1,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,11,12,0,18,1,,,2.5,,,0,0,,62.3,0,,0.0,0,0,0.0,0,3,25.0,121,1,0,0,0,0,0,0.0,,0,0,5.0,100.0,3.4,9.0,9.0,0,0,0.0,66.4,0,6,40.0,2,0,91.7,1,9,75.0,265,6,3,1,0,6,1,0.7,6.0
Geno Atkins,5643,DI,CIN,11,2,0,7,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,91,3,0,0,0,0,0,,,0,2,,,0.5,,,0,0,,59.9,0,,20.0,1,0,0.0,0,1,50.0,183,4,2,0,0,0,0,0.0,
Sherrick McManis,5667,CB,CHI,8,22,0,6,0,0.0,100.0,66.7,2.0,2.0,0,0,0.0,45.9,0,4,0.0,0,0,83.3,1,2,9.1,3,0,1,1,0,4,4,2.0,4.0,0,0,-0.5,100.0,100.0,7.0,7.0,1,1,50.0,95.8,0,3,0.0,0,1,79.2,2,14,63.6,14,0,1,2,0,5,6,0.4,2.5
Reshad Jones,5686,S,MIA,4,75,0,17,1,4.2,66.7,85.1,9.3,6.2,0,1,16.7,66.3,0,16,0.0,0,1,85.4,4,40,53.3,47,1,5,6,0,40,19,1.1,10.0,0,1,1.0,100.0,97.0,32.0,32.0,0,0,0.0,68.3,0,18,20.0,1,0,158.3,1,32,42.7,33,1,3,1,1,18,17,0.6,18.0
Kurt Coleman,5767,LB,BUF,2,3,0,4,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Darian Stewart,5820,S,TB,3,36,0,30,0,,,100.0,,,0,0,,53.9,0,,0.0,0,0,0.0,0,8,22.2,8,0,1,0,0,0,0,0.0,,0,0,7.0,50.0,96.2,23.0,11.5,0,0,0.0,54.3,0,19,100.0,1,0,83.3,1,25,69.4,26,0,0,2,0,19,15,0.8,19.0
Tramaine Brock Sr.,5903,CB,ARZ,9,302,0,1,0,9.9,60.9,95.5,7.0,4.3,0,3,13.0,54.2,0,52,9.1,1,1,106.8,14,107,35.4,112,3,10,23,1,218,95,2.2,15.6,0,2,8.8,80.0,95.1,13.7,10.9,0,0,0.0,61.6,0,47,25.0,3,0,157.1,12,173,57.3,182,2,7,15,2,183,86,1.1,15.3
Anthony Levine,6013,S,BLT,11,102,0,3,0,5.3,100.0,71.9,12.7,12.7,0,0,0.0,65.7,0,14,0.0,0,0,93.1,3,41,40.2,57,1,4,3,0,19,3,0.5,6.3,0,0,6.7,100.0,84.5,7.3,7.3,0,0,0.0,34.6,0,26,25.0,1,0,118.8,6,49,48.0,58,2,3,6,0,84,44,1.9,14.0
Albert McClellan,6022,LB,NYJ,1,11,0,22,0,5.0,100.0,60.0,3.0,3.0,0,0,0.0,34.3,0,23,,0,0,118.8,1,3,27.3,5,0,0,1,0,23,18,7.7,23.0,0,0,16.0,0.0,85.7,,6.0,0,0,0.0,47.6,0,,,0,0,39.6,0,6,54.5,7,0,0,1,0,0,0,0.0,
Andrew Sendejo,6118,S,MIN,10,220,0,18,1,6.0,100.0,93.2,21.7,21.7,0,0,0.0,54.1,0,14,0.0,0,0,136.8,3,69,31.4,74,1,3,3,1,22,4,0.3,7.3,0,3,7.5,72.7,98.5,15.3,11.1,0,1,9.1,75.5,2,48,5.9,1,1,93.2,8,130,59.1,132,3,13,11,1,105,60,0.9,13.1
Von Miller,6154,ED,DEN,11,37,0,10,0,,,3.8,,,0,0,,63.8,0,,,0,0,0.0,0,5,13.5,130,4,0,0,0,0,0,0.0,,0,0,3.5,100.0,14.6,14.5,14.5,0,0,0.0,57.7,0,19,50.0,2,0,110.4,2,31,83.8,212,4,2,2,0,21,14,0.7,10.5
Patrick Peterson,6157,CB,ARZ,5,235,0,1,0,10.3,75.0,100.0,8.8,6.6,0,0,0.0,41.7,0,32,12.5,1,0,141.7,9,87,37.0,87,0,7,12,1,142,55,1.8,15.8,0,2,12.1,70.6,98.5,10.6,7.5,0,0,0.0,59.6,1,27,7.7,1,0,76.6,12,132,56.2,134,4,10,17,0,164,53,1.3,13.7
J.J. Watt,6163,ED,HST,8,1,0,13,0,,,0.0,,,0,0,,63.3,0,,50.0,2,0,0.0,0,0,0.0,166,3,2,0,0,0,0,,,0,0,,,0.7,,,0,0,,60.6,0,,50.0,1,0,0.0,0,1,100.0,146,3,1,0,0,0,0,0.0,
Robert Quinn,6166,ED,DAL,9,2,0,9,0,-2.0,0.0,1.1,,0.5,0,0,0.0,55.1,0,,,0,0,39.6,0,1,50.0,87,2,0,2,0,0,0,0.0,,0,0,,,0.6,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,50.0,157,8,2,0,0,0,0,0.0,
Ryan Kerrigan,6168,ED,WAS,11,43,0,32,0,4.0,100.0,5.9,7.0,7.0,0,0,0.0,62.8,0,6,0.0,0,0,91.7,1,8,18.6,135,3,1,1,0,6,2,0.9,6.0,0,0,6.0,100.0,18.6,6.4,6.4,0,0,0.0,30.7,0,15,100.0,2,0,158.3,5,32,74.4,172,1,0,5,1,64,37,2.0,12.8
Corey Liuget,6170,DI,BUF,6,1,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,0,0,,,2.9,,,0,0,,59.8,0,,,0,0,0.0,0,1,100.0,34,1,0,0,0,0,0,0.0,
Prince Amukamara,6171,CB,CHI,11,469,0,6,0,7.8,68.8,100.0,12.9,8.9,0,1,6.3,73.8,0,18,0.0,0,1,108.3,11,152,32.4,152,2,11,16,1,108,44,0.8,9.8,0,0,13.8,64.0,99.7,16.6,10.6,0,2,8.0,63.0,0,47,4.5,1,2,97.4,16,288,61.4,289,4,21,25,0,252,80,0.9,15.8
Adrian Clayborn,6172,ED,ATL,11,5,0,2,0,,,3.1,,,0,0,,63.2,0,,0.0,0,0,0.0,0,3,60.0,96,4,3,0,0,0,0,0.0,,0,1,,,1.8,,,0,0,,49.7,0,,0.0,0,0,0.0,0,2,40.0,113,2,0,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,11,11,0,20,0,,,3.5,,,0,0,,62.1,0,,,0,0,0.0,0,4,36.4,114,2,0,0,0,0,0,0.0,,0,1,0.5,0.0,2.4,,3.0,0,1,50.0,72.0,0,,83.3,5,0,39.6,0,7,63.6,293,7,0,2,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,5,145,0,3,0,9.4,33.3,100.0,15.3,5.1,1,4,33.3,67.8,0,15,20.0,1,1,43.8,4,66,45.5,66,1,4,12,0,40,27,0.7,10.0,0,0,10.4,75.0,98.6,12.0,9.0,0,0,0.0,64.0,1,22,0.0,0,0,59.4,6,73,50.3,74,3,7,8,0,66,17,0.9,11.0
Jabaal Sheard,6189,ED,IND,8,8,0,14,0,2.0,100.0,1.1,1.0,1.0,0,0,0.0,57.6,0,9,0.0,0,0,104.2,1,1,12.5,94,3,1,1,0,9,7,9.0,9.0,0,0,14.0,0.0,3.2,,4.0,0,1,100.0,67.1,0,,0.0,0,1,39.6,0,4,50.0,124,2,2,1,0,0,0,0.0,
Brooks Reed,6194,ED,ARZ,8,8,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,13.5,50.0,22.6,7.0,3.5,0,0,0.0,50.4,0,7,0.0,0,0,58.3,1,7,87.5,31,2,2,2,0,7,2,1.0,7.0
Justin Houston,6222,ED,IND,11,12,0,14,0,,,2.7,,,0,0,,60.5,0,,,0,0,0.0,0,3,25.0,110,3,0,0,0,0,0,0.0,,0,0,,,2.6,,,0,0,,66.7,0,,66.7,2,0,0.0,0,5,41.7,196,5,1,0,0,0,0,0.0,
