player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Laken Tomlinson,9461,G,SF,8,1,28,55.9,100.0,109,35.7,109,65.0,3,100.0,305,305,68.9,100.0,166,54.4,166
Weston Richburg,8678,C,SF,8,0,28,56.7,100.0,107,36.3,107,57.3,0,100.0,295,295,54.7,100.0,161,54.6,161
Brian O'Neill,46854,T,MIN,9,0,18,63.2,100.0,62,21.2,62,71.0,2,100.0,293,293,72.4,100.0,199,67.9,199
Garrett Bradbury,46013,C,MIN,9,1,18,60.1,100.0,62,21.2,62,62.1,5,100.0,293,293,62.6,100.0,199,67.9,199
Mike Person,6391,G,SF,8,0,28,62.5,100.0,106,36.9,106,67.4,2,100.0,287,287,68.0,100.0,159,55.4,159
Bradley Bozeman,27934,G,BLT,8,0,3,59.7,100.0,196,69.5,196,59.5,1,100.0,282,282,59.7,100.0,63,22.3,63
Orlando Brown Jr.,46227,T,BLT,8,0,3,54.3,100.0,196,69.5,196,56.9,1,100.0,282,282,64.0,100.0,63,22.3,63
Matt Skura,11102,C,BLT,8,0,3,69.7,100.0,196,69.5,196,71.0,0,100.0,282,282,65.9,100.0,63,22.3,63
Kirk Cousins,7102,QB,MIN,9,0,18,60.0,100.0,62,22.5,62,60.0,0,94.5,275,291,60.0,99.0,197,71.6,199
Jimmy Garoppolo,8697,QB,SF,8,0,28,60.0,99.1,107,38.9,108,60.0,0,92.3,275,298,60.0,98.8,161,58.5,163
Ronnie Stanley,10640,T,BLT,8,0,3,64.3,100.0,192,71.4,192,69.0,1,100.0,269,269,68.6,100.0,58,21.6,58
Jason Kelce,6343,C,PHI,9,0,24,72.3,100.0,83,31.1,83,72.5,1,100.0,267,267,69.9,100.0,153,57.3,153
Lane Johnson,7786,T,PHI,9,1,24,64.4,100.0,83,31.1,83,89.3,2,100.0,267,267,94.1,100.0,153,57.3,153
Isaac Seumalo,10713,G,PHI,9,0,24,49.9,100.0,83,31.2,83,56.8,2,100.0,266,266,61.8,100.0,152,57.1,152
Pat Elflein,11825,G,MIN,8,0,18,55.0,100.0,60,22.6,60,70.9,2,100.0,266,266,77.6,100.0,174,65.4,174
Marshal Yanda,3702,G,BLT,8,0,3,64.5,100.0,189,71.3,189,76.5,0,100.0,265,265,92.3,100.0,54,20.4,54
Riley Reiff,7029,T,MIN,9,0,18,64.5,100.0,54,20.6,54,63.2,2,100.0,262,262,64.9,100.0,182,69.5,182
Ted Karras,10855,C,NE,9,0,19,72.2,100.0,132,51.0,132,67.1,1,100.0,259,259,63.2,100.0,78,30.1,78
Germain Ifedi,10665,T,SEA,9,0,29,39.5,100.0,67,26.1,67,59.4,2,100.0,257,257,70.7,100.0,167,65.0,167
Brandon Brooks,7078,G,PHI,9,0,24,78.8,100.0,79,30.7,79,91.6,1,100.0,257,257,92.3,100.0,148,57.6,148
Kyle Rudolph,6195,TE,MIN,9,0,18,48.5,100.0,57,22.6,57,56.3,1,100.0,252,252,61.0,100.0,173,68.7,173
Joe Thuney,10712,G,NE,9,0,19,76.5,100.0,129,51.2,129,67.2,0,100.0,252,252,55.2,100.0,77,30.6,77
Justin Skule,38951,T,SF,8,0,28,65.5,100.0,92,36.7,92,73.2,2,100.0,251,251,76.3,100.0,130,51.8,130
George Kittle,11901,TE,SF,8,0,28,66.8,100.0,91,36.8,91,71.3,1,98.8,247,250,70.4,100.0,136,55.1,136
Mark Glowinski,9567,G,IND,8,0,14,57.2,100.0,105,43.9,105,67.5,2,100.0,239,239,71.6,100.0,107,44.8,107
Braden Smith,46794,T,IND,8,0,14,65.0,100.0,105,43.9,105,73.5,0,100.0,239,239,78.6,100.0,107,44.8,107
Anthony Castonzo,6174,T,IND,8,0,14,64.1,100.0,105,43.9,105,74.9,0,100.0,239,239,81.8,100.0,107,44.8,107
Quenton Nelson,12954,G,IND,8,0,14,68.5,100.0,105,43.9,105,86.6,0,100.0,239,239,91.7,100.0,107,44.8,107
Connor Williams,46216,G,DAL,8,0,9,66.3,100.0,82,34.5,82,60.2,1,100.0,238,238,56.7,100.0,142,59.7,142
Dalton Risner,47008,G,DEN,9,0,10,60.5,100.0,105,44.3,105,60.4,0,100.0,237,237,65.2,100.0,113,47.7,113
Connor McGovern,10778,C,DEN,9,0,10,58.0,100.0,105,44.3,105,55.5,0,100.0,237,237,62.3,100.0,113,47.7,113
Garett Bolles,11775,T,DEN,9,2,10,59.5,100.0,105,44.3,105,58.0,4,100.0,237,237,57.9,100.0,113,47.7,113
Ron Leary,7338,G,DEN,9,0,10,46.5,100.0,105,44.3,105,47.1,3,100.0,237,237,53.9,100.0,113,47.7,113
Nick Martin,10684,C,HST,9,0,13,68.7,100.0,57,24.2,57,58.8,0,100.0,236,236,58.1,100.0,161,68.2,161
Russell Wilson,7077,QB,SEA,9,0,29,60.0,100.0,67,28.4,67,60.0,0,91.8,236,257,60.0,94.6,158,66.9,167
Carson Wentz,10636,QB,PHI,9,0,24,60.0,98.8,80,34.0,81,60.0,0,91.4,235,257,60.0,98.6,146,62.1,148
Tom Brady,698,QB,NE,9,0,19,60.1,100.0,127,54.0,127,60.1,0,94.4,235,249,60.0,100.0,77,32.8,77
Travis Frederick,7812,C,DAL,8,0,9,58.5,100.0,81,34.5,81,63.1,0,100.0,235,235,67.5,100.0,140,59.6,140
Zack Martin,8651,G,DAL,8,0,9,74.5,100.0,79,34.2,79,81.5,1,100.0,231,231,77.8,100.0,139,60.2,139
Nick Boyle,9604,TE,BLT,8,0,3,65.8,100.0,174,75.3,174,65.0,3,100.0,231,231,55.4,100.0,44,19.0,44
Marshall Newhouse,5692,T,NE,8,0,19,45.3,100.0,118,51.5,118,52.2,0,100.0,229,229,57.3,100.0,67,29.3,67
Mike Iupati,5542,G,SEA,8,1,29,44.8,100.0,64,28.3,64,62.0,1,100.0,226,226,67.4,100.0,143,63.3,143
Shaq Mason,9564,G,NE,8,0,19,64.2,100.0,118,52.2,118,67.1,2,100.0,226,226,50.6,100.0,63,27.9,63
Kolton Miller,47013,T,OAK,8,0,23,44.3,100.0,57,25.2,57,57.2,0,100.0,226,226,62.8,100.0,151,66.8,151
Jawaan Taylor,41665,T,JAX,9,0,15,44.5,100.0,107,47.6,107,52.7,1,100.0,225,225,68.2,100.0,97,43.1,97
Andrew Norwell,9126,G,JAX,9,0,15,58.7,100.0,107,47.6,107,60.5,1,100.0,225,225,61.9,100.0,97,43.1,97
Brandon Linder,8728,C,JAX,9,0,15,62.9,100.0,107,47.8,107,64.2,3,100.0,224,224,69.4,100.0,97,43.3,97
DeAndre Hopkins,7808,WR,HST,9,0,13,65.2,98.2,56,25.0,57,68.8,0,99.6,224,225,63.7,100.0,157,70.1,157
Nelson Agholor,9453,WR,PHI,9,0,24,50.0,100.0,71,31.7,71,50.1,0,99.1,224,226,68.2,100.0,135,60.3,135
Elijah Wilkinson,46238,T,DEN,9,1,10,59.5,100.0,99,44.4,99,55.1,2,100.0,223,223,50.1,100.0,107,48.0,107
Josh Kline,8230,G,MIN,7,1,18,49.1,100.0,48,21.5,48,61.0,1,100.0,223,223,64.2,100.0,156,70.0,156
Tyler Lockett,9502,WR,SEA,9,0,29,53.9,100.0,55,24.9,55,59.9,0,98.7,221,224,64.8,99.4,155,70.1,156
Ryan Kelly,10652,C,IND,8,1,14,69.3,100.0,96,43.6,96,73.2,1,100.0,220,220,71.5,100.0,99,45.0,99
Dak Prescott,10769,QB,DAL,8,0,9,60.0,97.5,79,36.1,81,60.0,0,93.2,219,235,60.0,95.0,133,60.7,140
Zach Fulton,8828,G,HST,8,0,13,48.8,100.0,48,22.1,48,50.0,2,100.0,217,217,52.3,100.0,152,70.0,152
Marcus Cannon,6290,T,NE,8,0,19,61.0,100.0,105,48.8,105,72.1,0,100.0,215,215,83.2,100.0,71,33.0,71
Derek Carr,8671,QB,OAK,8,0,23,60.0,98.2,55,25.6,56,60.0,0,96.8,215,222,60.0,99.3,147,68.4,148
Zach Ertz,7816,TE,PHI,9,0,24,45.1,100.0,69,32.1,69,56.8,1,100.0,215,215,71.8,100.0,118,54.9,118
