player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jake Matthews,8641,T,ATL,7,0,2,76.1,2,9,319,100.0,100.0,97.0,1,15,4,345,345,69.8,1,7,157,100.0,100.0,96.2,10,2,172,172
Alex Mack,4944,C,ATL,7,0,2,75.7,2,8,314,100.0,100.0,98.1,2,11,1,340,340,68.4,2,4,155,100.0,100.0,97.4,7,1,170,170
Bobby Hart,9659,T,CIN,7,1,7,57.8,3,15,314,100.0,100.0,96.2,3,21,3,337,337,53.9,1,11,135,100.0,100.0,94.1,14,2,145,145
Trey Hopkins,9276,C,CIN,7,0,7,66.0,1,10,314,100.0,100.0,97.9,0,12,1,337,337,61.2,1,5,135,100.0,100.0,97.0,7,1,145,145
Rob Havenstein,9490,T,LA,7,0,26,50.6,3,21,301,100.0,100.0,94.7,3,28,4,324,324,40.6,2,16,141,100.0,100.0,90.8,22,4,152,152
Brian Allen,46104,C,LA,7,0,26,46.5,4,12,301,100.0,100.0,97.0,2,17,1,324,324,47.6,2,8,141,100.0,100.0,96.5,10,0,152,152
Andrew Whitworth,3000,T,LA,7,1,26,76.7,2,15,301,100.0,100.0,96.8,6,18,1,324,324,73.7,0,12,141,100.0,100.0,95.0,13,1,152,152
Mike Remmers,7431,T,NYG,7,0,21,64.2,2,20,299,100.0,100.0,95.7,3,24,2,321,321,57.2,2,18,148,100.0,100.0,92.6,21,1,162,162
Kevin Zeitler,7032,G,NYG,7,0,21,71.1,2,6,299,100.0,100.0,98.0,1,10,2,321,321,67.8,1,5,148,100.0,100.0,96.6,8,2,162,162
Jon Halapio,8814,C,NYG,7,1,21,53.5,4,6,299,100.0,100.0,97.7,2,12,2,321,321,56.6,3,4,148,100.0,100.0,96.3,9,2,162,162
Nate Solder,6169,T,NYG,7,1,21,69.4,3,17,299,100.0,100.0,95.0,3,25,5,321,321,57.0,3,14,148,100.0,100.0,90.9,22,5,162,162
Will Hernandez,46180,G,NYG,7,0,21,78.8,2,9,299,100.0,100.0,98.2,1,11,0,321,321,73.4,1,7,148,100.0,100.0,97.3,8,0,162,162
Justin Pugh,7800,G,ARZ,7,0,1,84.1,2,6,298,100.0,100.0,98.3,0,9,1,318,318,74.6,2,5,104,100.0,100.0,95.7,8,1,110,110
J.R. Sweezy,7209,G,ARZ,7,0,1,78.7,1,8,298,100.0,100.0,98.5,1,9,0,318,318,66.1,1,6,104,100.0,100.0,96.6,7,0,110,110
D.J. Humphries,9457,T,ARZ,7,1,1,72.8,1,11,298,100.0,100.0,97.7,4,13,1,318,318,71.5,1,5,104,100.0,100.0,96.2,7,1,110,110
A.Q. Shipley,5150,C,ARZ,7,0,1,79.9,0,4,298,100.0,100.0,99.3,0,4,0,318,318,72.9,0,2,104,100.0,100.0,99.0,2,0,110,110
James Carpenter,6177,G,ATL,7,0,2,45.1,2,16,291,100.0,100.0,96.2,3,20,2,316,316,35.3,2,13,148,100.0,100.0,94.3,16,1,162,162
Michael Schofield III,8730,G,LAC,7,0,27,73.8,2,11,294,100.0,100.0,97.8,0,13,0,316,316,72.5,2,5,141,100.0,100.0,97.5,7,0,157,157
Trent Scott,24481,T,LAC,7,1,27,52.1,9,16,293,100.0,100.0,94.7,4,28,3,315,315,39.6,7,11,140,100.0,100.0,92.9,19,1,156,156
Sam Tevi,11945,T,LAC,7,1,27,53.2,8,14,292,99.7,99.7,94.5,2,27,5,314,315,53.5,4,8,140,100.0,100.0,94.3,14,2,156,156
Laurent Duvernay-Tardif,8834,G,KC,7,1,16,65.2,0,11,278,100.0,100.0,97.3,1,13,2,312,312,56.8,0,6,95,100.0,100.0,94.7,8,2,117,117
Austin Reiter,9655,C,KC,7,2,16,80.5,0,0,278,100.0,100.0,99.6,5,1,1,312,312,80.3,0,0,95,100.0,100.0,100.0,0,0,117,117
Mitchell Schwartz,7041,T,KC,7,0,16,79.4,3,6,278,100.0,100.0,98.4,2,9,0,312,312,70.2,3,4,95,100.0,100.0,96.3,7,0,117,117
Shaq Mason,9564,G,NE,7,0,19,59.8,2,17,289,100.0,100.0,96.4,0,20,1,307,307,47.7,2,10,96,100.0,100.0,93.7,12,0,102,102
Ted Karras,10855,C,NE,7,1,19,52.9,0,8,289,100.0,100.0,97.9,2,10,2,307,307,60.2,0,2,96,100.0,100.0,97.9,3,1,102,102
Joe Thuney,10712,G,NE,7,0,19,82.3,0,5,286,100.0,100.0,98.8,0,6,1,304,304,77.7,0,3,95,100.0,100.0,98.4,3,0,101,101
Kaleb McGary,46912,T,ATL,7,0,2,55.2,7,7,277,99.6,99.7,95.7,0,19,5,301,302,51.4,5,5,143,100.0,100.0,93.0,15,5,157,157
Nick Martin,10684,C,HST,7,1,13,72.5,1,1,279,100.0,100.0,99.3,2,3,1,300,300,81.2,0,0,100,100.0,100.0,99.0,1,1,113,113
Laremy Tunsil,10647,T,HST,7,0,13,89.8,0,7,278,100.0,100.0,98.0,2,9,2,299,299,89.5,0,2,100,100.0,100.0,98.0,3,1,113,113
Billy Turner,8702,G,GB,7,0,12,43.4,2,20,272,100.0,100.0,94.9,0,25,3,298,298,36.9,0,12,107,100.0,100.0,92.5,14,2,120,120
David Bakhtiari,7891,T,GB,7,0,12,82.8,4,13,272,100.0,100.0,96.5,3,18,1,298,298,73.6,2,12,107,100.0,100.0,92.5,15,1,120,120
Brandon Linder,8728,C,JAX,7,1,15,78.4,0,6,274,100.0,100.0,98.9,3,6,0,297,297,80.3,0,4,144,100.0,100.0,98.6,4,0,155,155
Dan Feeney,11826,G,LAC,7,0,27,50.7,3,14,277,100.0,100.0,95.8,0,20,3,297,297,54.3,2,7,134,100.0,100.0,95.9,10,1,149,149
