team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
BLT,3,15,484,10,54,484,91.3,74,10
KC,16,15,597,19,74,597,90.0,106,13
ARZ,1,15,590,6,95,590,88.9,116,15
NO,20,15,581,23,95,581,88.0,129,11
DAL,9,15,602,30,100,602,88.0,137,7
OAK,23,15,517,12,75,517,87.9,106,19
DEN,10,15,532,20,76,532,87.4,115,19
TB,30,15,680,30,109,680,86.7,160,21
CHI,6,15,607,24,114,607,86.5,151,13
NE,19,15,621,23,108,621,86.4,150,19
BUF,4,15,556,18,102,556,86.2,137,17
TEN,31,15,509,21,65,509,86.1,114,28
CLV,8,15,558,12,109,558,85.9,139,18
HST,13,15,593,16,119,593,85.8,152,17
PIT,25,15,534,15,112,534,85.5,141,14
GB,12,15,578,18,116,578,85.3,152,18
DET,11,15,607,21,119,607,85.3,159,19
WAS,32,15,506,18,97,506,84.7,135,20
ATL,2,15,695,42,120,695,84.6,188,26
SF,28,15,502,19,96,502,84.6,135,20
JAX,15,15,640,16,133,640,84.6,173,24
IND,14,15,546,31,111,546,84.4,156,14
NYG,21,15,628,32,117,628,84.3,173,24
PHI,24,15,636,32,132,636,84.3,182,18
SEA,29,15,561,19,110,561,83.9,155,26
MIN,18,15,483,20,98,483,83.6,138,20
LA,26,15,617,26,159,617,82.6,200,15
CIN,7,15,642,22,137,642,81.9,196,37
LAC,27,15,585,48,121,585,81.5,193,24
CAR,5,15,659,23,151,659,81.2,211,37
NYJ,22,15,546,31,126,546,81.0,182,25
MIA,17,15,662,51,142,662,80.9,223,30
