player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Briean Boddy-Calhoun,10903,CB,HST,1,0,13,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Armani Watts,51264,S,KC,1,0,16,0,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Dre Kirkpatrick,7023,CB,CIN,6,0,7,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,163,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Will Harris,51336,S,DET,9,0,11,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0.9,2,216,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Will Parks,10853,S,DEN,7,0,10,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,164,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Eli Apple,10644,CB,NO,9,0,20,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,357,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Orlando Scandrick,4457,CB,PHI,3,0,24,0,1,0,0,0,0,60.0,3,2,66.7,2,2,0,0,8.9,5,56,3,50.0,0,0,1,0,40.0,2,1,25.0,0,0,0,2,2,0
Phillip Gaines,8722,CB,HST,4,0,13,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.2,1,81,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
J.C. Jackson,42781,CB,NE,9,0,19,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,1.0,2,193,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
George Odum,31342,S,IND,7,0,14,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.8,1,131,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Jordan Dangerfield,8468,S,PIT,1,0,25,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marcus Williams,11797,S,NO,9,0,20,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,355,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Joshua Kalu,51203,CB,TEN,1,0,31,0,1,0,0,0,0,,0,0,,0,0,0,0,50.0,1,2,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Johnathan Abram,34646,S,OAK,1,0,23,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,8.0,2,25,2,50.0,0,0,2,0,100.0,2,2,50.0,0,0,0,0,0,0
James Bradberry,10696,CB,CAR,8,0,5,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,335,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tre Flowers,49059,CB,SEA,9,0,29,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.5,2,369,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
D.J. Reed Jr.,26940,CB,SF,4,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.0,1,33,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Darius Phillips,49507,CB,CIN,2,0,7,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,11.1,2,18,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Troy Hill,9881,CB,LA,6,0,26,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,155,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Patrick Peterson,6157,CB,ARZ,4,0,1,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,2,175,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Marshon Lattimore,11766,CB,NO,9,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,332,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Xavien Howard,10672,CB,MIA,5,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.7,1,147,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Denzel Ward,49558,CB,CLV,5,0,8,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,1.2,2,173,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Chidobe Awuzie,11815,CB,DAL,9,0,9,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.3,1,350,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Isaiah Oliver,50393,CB,ATL,9,0,2,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,298,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Nik Needham,50356,CB,MIA,5,0,17,2,2,0,1,0,0,42.9,3,2,50.0,1,1,0,1,4.7,7,149,5,42.9,0,1,2,1,57.1,4,3,37.5,0,0,0,1,1,0
Morgan Burnett,5596,S,CLV,7,0,8,0,5,0,0,5,0,100.0,11,7,40.9,2,2,0,0,6.3,11,174,7,40.9,0,0,0,0,0.0,0,0,,0,0,0,2,2,0
Austin Calitro,50640,LB,JAX,1,0,15,1,1,0,1,0,0,100.0,1,1,50.0,0,0,0,1,10.3,3,29,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
