player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Christian McCaffrey,11763,HB,CAR,6,127,27,7,40.8,252,1,618,0,10,27,367,66.0,16,22,5,0,47,90.1,86.8,86.2,60.0,76.5,92.1,76.6,55.2,84,1,305,35,175,148,0,0,40,162,7,618,367,2.89,4.9,1.74,80
Chris Carson,12004,HB,SEA,6,118,30,7,28.6,144,0,504,1,10,30,449,111.1,15,31,29,3,39,33.3,70.3,86.2,,36.0,70.0,69.3,59.9,25,0,140,19,117,140,0,0,20,137,2,504,449,3.81,4.3,1.2,76
Leonard Fournette,11759,HB,JAX,6,115,17,5,41.1,240,1,584,2,5,17,458,62.1,15,24,15,1,65,72.0,60.3,85.5,,58.4,54.8,61.8,60.1,81,1,189,26,185,132,0,0,35,141,1,584,458,3.98,5.1,1.02,46
Nick Chubb,45783,HB,CLV,6,114,25,9,46.0,279,0,607,1,5,25,398,78.2,15,20,8,1,53,70.7,81.0,84.8,,90.8,56.3,83.9,58.9,88,0,128,20,134,125,0,0,24,134,6,607,398,3.49,5.3,0.96,53
Ezekiel Elliott,10638,HB,DAL,6,113,9,3,12.2,60,0,491,2,4,9,311,27.3,16,29,9,1,35,70.0,70.7,84.5,,33.1,56.8,76.0,60.0,27,1,139,18,163,129,0,0,22,131,5,491,311,2.75,4.3,0.85,78
Derrick Henry,10679,HB,TEN,6,113,27,7,29.9,124,0,415,3,0,27,361,72.5,13,23,31,2,21,46.9,62.8,20.2,,82.2,32.6,67.2,60.3,24,1,102,6,74,125,0,0,11,119,4,415,361,3.19,3.7,1.38,91
Dalvin Cook,11796,HB,MIN,6,108,23,10,46.7,272,0,583,3,6,23,371,76.0,14,24,18,2,29,49.8,80.8,24.7,,43.6,68.3,83.1,58.4,75,1,213,23,103,120,0,0,26,131,6,583,371,3.44,5.4,2.07,74
Marlon Mack,11898,HB,IND,5,101,17,5,34.5,162,0,470,0,0,17,306,47.7,11,31,14,0,41,88.3,74.6,82.8,,34.8,48.2,78.1,60.0,63,0,42,7,84,119,0,0,8,108,2,470,306,3.03,4.7,0.5,59
Sony Michel,27589,HB,NE,6,100,8,3,19.0,66,0,348,1,2,8,197,18.8,9,20,19,1,60,64.5,65.1,79.4,,85.6,69.3,61.8,58.9,26,0,59,5,47,116,0,0,6,105,3,348,197,1.97,3.5,1.26,36
Carlos Hyde,8692,HB,HST,6,99,17,4,20.9,89,0,426,0,2,17,274,50.1,12,28,13,2,24,43.5,73.6,83.5,,46.9,57.2,75.8,58.5,26,0,22,6,90,115,0,0,7,105,3,426,274,2.77,4.3,0.24,71
Josh Jacobs,45953,HB,OAK,5,88,22,5,28.1,121,0,430,1,5,22,314,102.5,11,23,23,0,26,87.1,84.5,80.4,,61.6,61.2,84.4,59.9,51,0,77,6,61,99,0,0,8,94,4,430,314,3.57,4.9,1.26,61
Aaron Jones,11937,HB,GB,6,88,18,5,23.0,79,0,343,2,5,18,220,51.3,9,21,12,1,13,65.5,69.1,84.3,,90.7,66.7,67.3,41.9,18,0,169,24,118,97,0,0,30,112,8,343,220,2.5,3.9,1.43,75
Mark Ingram II,6180,HB,BLT,6,87,21,5,29.0,123,0,424,0,1,21,300,77.4,9,27,3,1,60,63.3,81.4,82.4,,91.0,81.1,75.7,53.2,49,0,89,11,81,117,0,0,11,98,7,424,300,3.45,4.9,1.1,26
Kerryon Johnson,34455,HB,DET,5,87,12,0,0.0,0,0,285,2,3,12,224,40.2,5,16,11,1,49,63.1,61.1,82.1,,78.1,51.8,61.4,60.4,14,0,126,9,88,98,0,0,13,96,2,285,224,2.57,3.3,1.43,37
Alvin Kamara,11822,HB,NO,6,86,29,4,23.1,86,0,373,1,9,29,294,109.2,8,17,20,2,37,67.0,75.6,85.1,69.7,59.2,75.5,72.5,58.0,28,1,276,33,149,108,0,0,39,119,1,373,294,3.42,4.3,1.85,41
Le'Veon Bell,7829,HB,NYJ,5,85,21,0,0.0,0,0,256,0,12,21,241,82.8,4,11,22,1,33,65.6,73.6,85.2,,76.2,77.7,68.4,66.4,13,0,169,28,143,97,0,0,30,113,1,256,241,2.84,3.0,1.18,46
Phillip Lindsay,12660,HB,DEN,6,84,16,5,32.0,127,0,397,3,4,16,236,54.6,7,19,10,0,38,87.4,76.2,81.8,,6.2,51.9,84.8,60.5,32,0,147,19,88,98,0,0,25,103,4,397,236,2.81,4.7,1.67,45
Devonta Freeman,8738,HB,ATL,6,77,14,4,32.0,88,0,275,1,0,14,191,34.0,6,16,2,1,37,63.6,57.9,82.9,,78.3,68.5,51.7,60.0,28,0,203,25,139,85,0,0,28,102,0,275,191,2.48,3.6,1.46,38
David Johnson,9519,HB,ARZ,6,76,5,5,27.5,82,0,298,1,4,5,151,16.9,8,19,1,0,22,87.3,77.9,88.2,,64.8,84.1,71.5,57.8,18,0,315,30,170,110,0,0,37,106,2,298,151,1.99,3.9,1.85,51
Frank Gore,2282,HB,BUF,5,75,11,5,37.5,125,0,333,0,0,11,229,41.5,7,17,4,0,54,85.8,71.4,81.2,,69.9,56.1,73.1,57.5,41,0,37,6,65,94,0,0,7,81,2,333,229,3.05,4.4,0.57,21
Joe Mixon,11803,HB,CIN,6,74,9,3,19.0,48,0,252,1,3,9,168,31.0,8,12,7,0,21,86.3,63.9,19.2,,58.9,60.6,64.8,66.9,18,1,97,14,85,86,0,0,17,88,0,252,168,2.27,3.4,1.14,52
James Conner,11860,HB,PIT,6,74,7,1,8.9,21,0,235,1,14,7,181,51.4,7,14,25,1,44,63.1,72.5,83.0,,67.7,90.9,61.0,76.9,21,0,231,26,96,86,0,0,27,100,3,235,181,2.45,3.2,2.41,27
Lamar Jackson,46416,QB,BLT,6,49,15,7,34.3,158,0,283,0,0,9,102,38.2,14,23,3,2,30,68.3,77.2,63.4,72.1,,,78.0,60.2,36,1,0,0,0,193,177,20,0,49,2,460,160,2.32,6.7,,4
David Montgomery,45719,HB,CHI,5,69,13,1,11.1,25,0,225,1,2,13,149,41.5,2,10,6,0,21,85.5,58.1,83.3,,75.3,63.2,57.4,43.0,25,0,72,9,74,80,0,0,13,78,2,225,149,2.16,3.3,0.97,46
Peyton Barber,10927,HB,TB,6,69,9,1,6.6,16,0,242,0,3,9,201,46.6,4,12,30,0,42,85.2,62.6,79.1,,60.4,53.2,63.6,60.0,16,0,25,6,48,78,0,0,8,75,3,242,201,2.91,3.5,0.52,27
