player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Thomas,10681,WR,NO,14,8.0,12,85.8,81.8,18,22,1,4.3,6,79,20,1,86.3,64.5,89.9,,90.3,0.0,0,0,49,0.0,0,564,7,133,94.0,530,30.7,173,125.6,155,8,69.3,391,1552,530,4.0,11.7,2.93
DeAndre Hopkins,7808,WR,HST,14,10.8,9,71.7,46.2,12,26,1,5.7,6,67,13,0,76.5,83.8,89.5,,89.9,0.0,0,1,43,0.0,0,578,3,99,93.8,542,36.3,210,110.2,138,7,63.3,366,1142,373,3.8,11.5,2.11
Julian Edelman,5156,WR,NE,14,9.2,6,68.1,61.1,11,18,0,9.8,10,50,19,2,58.6,33.8,71.3,71.4,73.0,0.3,2,2,44,0.3,2,597,6,92,93.3,557,66.3,396,99.0,135,6,33.0,197,1019,313,3.4,11.1,1.83
Allen Robinson II,8696,WR,CHI,14,12.0,6,63.8,57.9,22,38,1,3.5,3,54,6,0,85.8,82.4,80.3,65.1,79.8,0.5,3,5,49,0.3,2,587,3,83,93.7,550,44.0,258,90.0,130,7,55.4,325,1023,237,2.9,12.3,1.86
D.J. Moore,48267,WR,CAR,14,11.9,13,67.2,53.6,15,28,0,5.5,5,63,5,2,76.1,35.0,82.4,75.4,80.4,0.2,1,5,52,0.3,2,603,1,86,95.5,576,15.4,93,90.4,128,4,84.4,509,1174,388,4.5,13.7,2.04
Keenan Allen,7857,WR,LAC,14,10.5,7,70.9,40.0,8,20,0,5.3,5,53,27,0,77.7,83.2,80.3,70.0,81.1,0.4,2,7,45,0.5,3,551,3,90,92.7,511,52.3,288,85.6,127,5,47.4,261,1046,327,3.6,11.6,2.05
Julio Jones,6158,WR,ATL,13,12.4,5,66.7,45.7,16,35,0,4.7,4,63,2,1,90.1,53.6,90.0,,88.8,0.0,0,3,54,0.0,0,516,2,82,92.8,479,21.3,110,102.7,123,6,78.7,406,1150,296,3.6,14.0,2.4
Zach Ertz,7816,TE,PHI,14,9.0,5,68.9,56.5,13,23,0,5.6,5,48,24,1,76.1,53.8,74.2,55.3,76.7,37.8,213,1,30,3.9,22,564,2,84,90.1,508,43.1,243,102.8,122,6,19.1,108,888,262,3.1,10.6,1.75
Tyler Boyd,10689,WR,CIN,14,9.7,6,62.8,42.3,11,26,0,6.2,5,40,7,2,71.7,28.5,70.4,65.3,69.6,0.3,2,6,47,0.2,1,586,1,76,94.0,551,65.7,385,71.6,121,3,34.0,199,859,294,3.9,11.3,1.56
Odell Beckham Jr.,8647,WR,CLV,14,12.7,6,56.8,48.1,13,27,3,9.5,7,38,8,0,58.2,50.9,67.8,,68.3,0.0,0,5,89,0.0,0,554,7,67,91.2,505,23.1,128,69.5,118,2,76.9,426,910,301,4.5,13.6,1.8
