team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,2,65,1,5,65,95.4,6,0
BLT,3,2,72,0,6,72,93.1,8,2
KC,16,2,80,2,8,80,92.5,11,1
PIT,25,2,85,2,11,85,92.4,13,0
SF,28,2,56,2,7,56,92.0,9,0
NO,20,2,81,5,13,81,88.9,18,0
ARZ,1,2,102,2,15,102,88.7,20,3
NYG,21,2,97,4,15,97,88.1,21,2
DEN,10,2,87,4,15,87,87.9,20,1
WAS,32,2,82,5,14,82,87.2,20,1
OAK,23,2,70,4,10,70,87.1,16,2
CLV,8,2,81,3,11,81,86.4,18,4
PHI,24,2,92,6,17,92,85.3,25,2
NE,19,2,68,3,15,68,85.3,19,1
IND,14,2,64,1,12,64,85.2,16,3
ATL,2,2,97,6,18,97,84.5,27,3
CHI,6,2,80,6,17,80,84.4,24,1
TEN,31,2,63,2,10,63,84.1,16,4
NYJ,22,2,82,2,20,82,84.1,24,2
LAC,27,2,77,6,9,77,83.8,20,5
TB,30,2,71,7,12,71,83.8,21,2
CIN,7,2,103,3,21,103,83.5,29,5
MIA,17,2,84,6,15,84,82.7,25,4
CAR,5,2,95,3,20,95,82.6,28,5
BUF,4,2,80,5,13,80,82.5,23,5
HST,13,2,73,5,14,73,81.5,23,4
GB,12,2,73,3,15,73,80.8,23,5
JAX,15,2,79,4,19,79,80.4,27,4
DET,11,2,81,5,21,81,80.2,29,3
SEA,29,2,65,6,10,65,80.0,21,5
MIN,18,2,46,5,14,46,77.2,20,1
LA,26,2,73,7,27,73,74.0,36,2
