player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Matt Ryan,4317,QB,ATL,4,77.4,168,176,8.8,2.66,1,6,3.1,70.5,124,0,69,4.6,191,6,67,2,72.8,70.9,69.4,63.5,1,6,207,0,14.5,93.1,5.2,10,5,0,6,8,9,4.3,1325,7.5
Jared Goff,10635,QB,LA,4,76.1,159,173,7.9,2.69,3,5,2.6,64.2,111,0,80,8.3,185,10,66,26,55.7,66.0,66.2,54.1,5,6,202,1,10.0,82.9,4.3,8,3,0,6,6,9,4.5,1254,7.2
Kyler Murray,38334,QB,ARZ,4,71.9,153,169,7.5,2.68,4,3,1.7,62.7,106,0,61,3.6,196,4,52,1,90.1,61.6,57.4,75.9,0,4,207,0,32.8,78.8,10.2,20,7,1,11,4,4,1.9,1071,6.3
Andy Dalton,6187,QB,CIN,4,72.5,153,167,7.4,2.49,7,4,2.3,61.1,102,0,64,8.1,187,9,50,7,32.1,56.9,59.3,41.8,2,4,197,3,29.7,81.7,10.2,19,1,1,4,5,7,3.6,1150,6.9
Patrick Mahomes,11765,QB,KC,4,76.2,143,156,9.8,2.69,1,13,7.6,67.9,106,1,42,2.8,165,3,65,16,32.7,80.8,81.6,48.4,2,0,184,2,7.1,120.4,1.8,3,6,0,10,10,3,1.6,1510,9.7
Joe Flacco,4332,QB,DEN,4,77.4,133,148,6.9,2.41,4,5,3.2,66.2,98,0,57,4.9,161,5,58,10,68.5,70.1,68.1,67.2,5,3,170,1,19.3,90.4,6.8,11,1,1,5,5,4,2.4,1076,7.3
Aaron Rodgers,2241,QB,GB,4,73.8,130,147,8.7,2.85,0,8,5.1,62.6,92,0,67,4.2,161,4,52,12,49.2,77.2,76.0,69.4,2,1,172,3,11.9,95.5,5.0,8,6,1,14,6,4,2.3,1075,7.3
Philip Rivers,1725,QB,LAC,4,80.3,137,146,9.4,2.8,2,8,5.2,69.2,101,0,61,8.2,161,9,61,27,67.9,85.6,84.7,57.2,1,2,171,1,18.0,105.8,6.8,11,4,0,6,7,5,2.9,1254,8.6
Tom Brady,698,QB,NE,4,73.3,131,145,8.1,2.32,0,10,6.4,62.1,90,0,40,6.3,148,6,48,19,88.8,82.3,80.2,67.1,1,1,159,2,7.5,97.5,2.0,3,0,0,13,7,1,0.6,1061,7.3
Carson Wentz,10636,QB,PHI,4,73.0,137,145,9.8,2.61,3,9,5.8,60.7,88,0,52,12.0,158,12,46,24,89.6,88.4,86.0,69.9,2,2,170,0,13.5,95.3,4.4,7,5,0,3,9,4,2.4,963,6.6
Matthew Stafford,4924,QB,DET,4,69.2,133,141,12.2,2.69,0,10,6.8,62.4,88,0,58,4.3,156,4,60,11,29.2,76.0,73.2,71.9,0,2,162,1,12.1,102.6,4.5,7,7,2,6,9,8,4.9,1122,8.0
Jameis Winston,9434,QB,TB,4,69.8,129,139,11.0,2.68,2,7,4.8,62.6,87,0,64,3.3,157,3,59,30,48.7,60.8,64.0,45.0,3,5,163,3,18.8,95.8,7.6,12,6,1,4,9,9,5.5,1167,8.4
Baker Mayfield,46518,QB,CLV,4,68.5,127,139,8.6,2.71,5,5,3.2,59.0,82,2,53,5.7,153,5,46,8,68.7,73.8,74.8,42.5,1,6,171,3,22.6,77.2,7.8,12,1,1,5,4,4,2.3,1147,8.3
Jacoby Brissett,10725,QB,IND,4,74.8,131,138,7.6,2.74,2,4,2.7,65.2,90,0,42,8.2,154,8,49,14,44.4,64.0,63.3,62.1,1,2,165,3,14.3,102.1,3.9,6,10,1,3,10,5,3.0,911,6.6
Case Keenum,7323,QB,WAS,4,77.8,126,135,7.2,2.55,0,4,2.7,68.1,92,0,50,6.1,143,6,49,32,24.3,43.6,46.9,33.2,5,4,159,1,14.0,93.8,4.9,7,1,2,2,7,9,5.7,970,7.2
Lamar Jackson,46416,QB,BLT,4,75.0,124,134,10.8,2.92,4,7,5.0,64.9,87,0,51,6.5,155,6,60,3,71.9,76.4,75.0,68.1,1,2,164,1,19.6,109.4,6.5,10,11,0,5,10,4,2.4,1110,8.3
Russell Wilson,7077,QB,SEA,4,80.6,124,133,9.6,2.62,1,10,6.8,72.9,97,0,53,3.0,153,3,52,29,69.5,81.8,77.9,77.0,0,0,168,2,22.6,118.7,7.8,12,8,1,7,8,2,1.2,1141,8.6
Josh Allen,46601,QB,BUF,4,75.7,115,131,10.3,3.08,2,2,1.4,60.3,79,1,60,9.2,156,8,49,4,27.1,52.4,56.0,44.2,2,6,170,2,15.0,69.6,5.8,9,16,2,10,3,11,6.5,903,6.9
Derek Carr,8671,QB,OAK,4,82.0,122,129,6.6,2.51,2,5,3.8,72.1,93,0,36,7.0,140,7,49,23,48.7,73.2,74.5,42.1,0,3,142,0,22.2,96.7,5.7,8,3,0,5,6,5,3.5,888,6.9
Dak Prescott,10769,QB,DAL,4,80.5,123,127,10.4,2.78,0,7,5.0,72.4,92,0,35,7.1,134,7,54,9,88.2,87.2,82.2,83.5,1,3,146,0,8.6,113.7,2.2,3,4,1,2,9,5,3.4,1143,9.0
Deshaun Watson,11767,QB,HST,4,72.7,121,126,10.5,3.03,0,10,7.3,65.1,82,0,75,6.8,156,6,47,13,28.8,71.6,66.7,81.0,0,1,167,0,24.0,99.9,11.5,18,10,1,4,6,7,4.2,938,7.4
Gardner Minshew,41401,QB,JAX,4,77.6,116,121,8.0,2.82,1,8,6.0,69.4,84,0,55,6.7,143,6,42,15,28.5,77.3,75.9,63.3,2,1,155,0,18.2,106.9,7.0,10,10,0,2,7,4,2.6,905,7.5
Marcus Mariota,9435,QB,TEN,4,74.3,109,119,8.0,2.88,0,5,4.0,62.2,74,0,53,8.6,147,7,43,31,29.0,67.7,65.8,65.0,1,0,156,2,32.1,106.2,11.6,17,11,2,7,7,6,3.8,933,7.8
Mitchell Trubisky,11757,QB,CHI,4,73.1,104,106,7.4,2.51,1,3,2.6,65.1,69,0,38,9.2,117,7,34,6,61.9,45.8,47.6,54.2,1,2,129,2,21.1,81.0,6.8,8,3,0,0,3,4,3.1,588,5.5
Kirk Cousins,7102,QB,MIN,4,79.3,87,99,7.3,3.0,2,3,2.7,64.6,64,0,52,7.2,111,5,30,18,23.0,52.7,56.1,37.6,1,2,122,1,15.4,88.7,7.2,8,4,0,9,3,6,4.9,738,7.5
Cam Newton,6153,QB,CAR,2,66.3,80,89,9.5,2.25,1,0,0.0,56.2,50,0,27,5.7,96,3,29,5,55.4,48.5,53.6,29.2,5,1,99,0,18.5,71.0,5.2,5,1,1,2,0,4,4.0,572,6.4
Eli Manning,1722,QB,NYG,2,75.3,77,89,8.1,2.59,3,3,3.3,62.9,56,0,19,3.4,92,2,29,21,28.3,63.3,62.1,62.6,3,2,95,1,10.5,78.7,2.2,2,1,0,6,2,5,5.3,556,6.2
Teddy Bridgewater,8667,QB,NO,3,80.2,81,87,5.4,2.84,1,1,1.1,67.8,59,0,36,9.2,100,6,24,20,59.6,58.4,56.6,66.7,1,1,115,1,19.4,87.1,7.0,7,6,0,4,2,4,3.5,535,6.1
Jimmy Garoppolo,8697,QB,SF,3,80.2,81,84,7.2,2.39,1,2,2.2,69.0,58,0,21,10.8,88,7,35,28,85.6,74.3,72.6,68.3,0,4,98,1,9.5,96.3,2.3,2,2,0,2,5,2,2.0,739,8.8
Josh Rosen,35460,QB,MIA,4,64.1,78,84,10.4,2.77,4,4,4.5,51.2,43,0,40,14.0,98,7,23,17,55.2,52.0,53.3,48.2,1,3,103,0,27.5,57.7,11.2,11,3,0,1,1,6,5.8,482,5.7
Mason Rudolph,46569,QB,PIT,3,78.3,69,74,5.7,2.67,0,1,1.3,67.6,50,0,24,7.4,81,4,24,25,51.0,55.3,54.1,59.0,3,2,85,0,8.3,103.2,2.5,2,5,0,2,6,3,3.5,515,7.0
Daniel Jones,39395,QB,NYG,3,74.3,70,71,7.8,2.84,0,2,2.5,69.0,49,0,42,5.8,84,3,29,21,28.5,63.4,64.2,62.3,1,2,94,2,11.9,95.9,6.0,5,7,0,0,3,5,5.3,578,8.1
Ben Roethlisberger,1732,QB,PIT,2,66.7,60,62,9.3,2.55,2,1,1.4,56.5,35,0,16,12.5,65,5,14,25,45.0,49.0,49.5,58.3,0,1,74,0,12.5,66.0,3.1,2,1,0,0,0,3,4.1,351,5.7
Kyle Allen,26152,QB,CAR,2,78.9,57,60,8.8,2.68,1,4,6.5,71.7,43,0,24,4.4,66,2,29,5,18.2,66.6,66.0,57.9,0,0,68,0,20.8,118.3,7.6,5,1,0,2,4,4,5.9,493,8.2
Ryan Fitzpatrick,2467,QB,MIA,3,60.4,48,52,12.4,2.92,2,0,0.0,51.9,27,0,26,6.9,61,2,16,17,81.9,60.1,57.2,73.0,2,4,64,0,23.1,44.0,9.8,6,2,0,0,1,2,3.1,303,5.8
Drew Brees,802,QB,NO,2,84.1,44,48,8.1,2.52,0,0,0.0,72.9,35,0,11,5.4,49,2,21,20,80.4,91.0,90.1,,0,2,50,0,9.1,94.8,2.0,1,0,2,2,2,1,2.0,408,8.5
Luke Falk,46586,QB,NYJ,2,76.7,43,47,6.2,2.58,3,0,0.0,68.1,32,0,20,3.0,55,1,10,22,81.5,62.9,63.5,,0,1,60,1,35.0,76.2,12.7,7,0,0,1,0,1,1.7,296,6.3
Sam Darnold,29048,QB,NYJ,1,83.3,36,41,5.7,2.3,3,1,2.3,68.3,28,0,19,6.7,47,2,12,22,80.3,70.2,69.1,,1,0,50,0,21.1,84.9,8.5,4,0,0,1,1,0,0.0,175,4.3
Chase Daniel,5214,QB,CHI,1,75.9,29,30,6.5,2.45,0,1,3.1,73.3,22,0,11,0.0,32,0,10,6,79.0,83.5,88.4,48.9,0,0,34,0,9.1,101.4,3.1,1,1,0,1,1,0,0.0,195,6.5
Dwayne Haskins,41897,QB,WAS,1,60.0,15,17,7.4,3.31,1,0,0.0,52.9,9,0,7,0.0,21,0,6,32,75.6,36.3,31.1,78.3,0,3,22,1,28.6,32.8,9.5,2,2,0,1,0,2,9.1,107,6.3
Matt Barkley,7880,QB,BUF,1,66.7,15,16,9.5,2.38,1,1,6.3,56.3,9,0,8,10.0,17,1,5,4,22.0,51.9,52.5,,0,1,17,1,12.5,56.0,5.9,1,0,0,0,0,1,5.9,127,7.9
Nick Foles,7089,QB,JAX,1,75.0,8,8,10.3,2.78,0,1,12.5,62.5,5,0,2,16.7,8,1,3,15,70.3,91.0,90.1,,0,0,8,0,0.0,132.8,0.0,0,0,0,0,1,0,0.0,75,9.4
Trevor Siemian,9683,QB,NYJ,1,60.0,5,6,5.2,3.15,0,0,0.0,50.0,3,0,4,0.0,8,0,0,22,71.9,42.8,47.7,,0,0,11,1,50.0,56.3,25.0,2,0,0,1,0,0,0.0,3,0.5
Robert Griffin III,7008,QB,BLT,1,100.0,6,6,5.8,2.05,0,0,0.0,100.0,6,0,1,0.0,6,0,5,3,72.2,63.6,63.1,60.3,0,0,6,0,0.0,144.4,0.0,0,0,0,0,1,0,0.0,55,9.2
Josh McCown,1085,QB,PHI,1,60.0,5,5,4.8,1.98,0,0,0.0,60.0,3,0,1,0.0,5,0,2,24,68.0,73.2,72.0,,0,0,5,0,0.0,72.1,0.0,0,0,0,0,0,0,0.0,24,4.8
Jarrett Stidham,13725,QB,NE,1,66.7,3,3,4.7,2.38,0,0,0.0,66.7,2,0,1,0.0,4,0,1,19,66.9,23.6,25.0,,0,1,4,0,100.0,37.5,25.0,1,0,0,0,0,1,25.0,14,4.7
Jaylen Samuels,47297,HB,PIT,1,100.0,3,3,-4.0,0.57,0,0,0.0,100.0,3,1,0,0.0,3,0,2,25,78.0,61.1,63.3,65.7,0,0,3,1,,109.7,0.0,0,0,0,0,0,0,0.0,31,10.3
Julian Edelman,5156,WR,NE,1,100.0,1,1,-5.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,19,26.2,67.7,60.1,59.1,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,32,32.0
Odell Beckham Jr.,8647,WR,CLV,1,0.0,1,1,50.0,6.0,0,0,0.0,0.0,0,2,1,,1,0,0,8,75.3,73.4,73.4,,0,0,1,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
DeAndre Hopkins,7808,WR,HST,1,0.0,1,1,12.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,13,75.8,71.2,32.6,,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Matt Moore,4018,QB,KC,1,0.0,1,1,-5.0,2.1,0,0,0.0,0.0,0,0,0,,1,0,0,16,64.5,62.3,60.4,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dante Pettis,48113,WR,SF,1,100.0,1,1,-3.0,3.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,28,68.8,66.3,60.0,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Tyrod Taylor,6332,QB,LAC,1,100.0,1,1,7.0,2.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,27,69.4,68.5,70.4,59.5,0,0,1,0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
