player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jamison Crowder,9538,WR,NYJ,1,15,0,22,0,-0.3,0,100.0,,0,0,0.0,0,0,0,88.7,60.8,0,10,0.0,0,5,3,100.0,5,94.4,3,20.0,0,20,21,7.0,6.7,4.0,2.5,1,91.7,,0,0,8.3,1,5,0,60.0,78.6,0,19,0.0,0,41,11,92.7,38,93.4,12,80.0,0,77,49,4.5,7.0,2.03
Evan Engram,11778,TE,NYG,1,14,0,21,0,-4.5,0,50.0,,0,0,0.0,0,1,0,78.7,93.5,0,19,0.0,0,4,1,75.0,3,83.3,2,14.3,0,19,21,21.0,19.0,6.33,10.8,1,83.3,,0,0,0.0,0,4,0,81.7,85.2,0,22,0.0,0,20,5,95.0,19,106.3,6,42.9,0,57,11,2.2,11.4,3.0
Robert Woods,7822,WR,LA,1,13,0,26,0,-2.7,0,100.0,,0,0,0.0,0,0,0,88.7,79.7,0,12,0.0,0,6,3,100.0,6,97.2,3,23.1,0,22,30,10.0,7.3,3.67,2.7,0,66.7,0.0,0,1,0.0,0,1,0,62.1,58.7,0,12,0.0,0,26,4,92.3,24,77.1,6,46.2,0,28,30,7.5,7.0,1.17
Allen Robinson II,8696,WR,CHI,1,13,0,6,0,,0,,,0,0,,0,0,0,,45.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,13.7,0,33.3,50.0,1,2,0.0,0,1,0,45.7,67.2,1,4,0.0,0,26,1,88.5,23,2.8,3,23.1,0,4,0,0.0,4.0,0.17
Michael Thomas,10681,WR,NO,1,13,0,20,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,13.7,0,100.0,,0,0,0.0,0,3,0,50.1,77.5,0,24,0.0,0,13,3,92.3,12,118.8,3,23.1,0,50,9,3.0,16.7,4.17
DeAndre Hopkins,7808,WR,HST,1,13,0,13,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,90.0,0,13,0.0,0,4,1,100.0,4,118.8,1,7.7,0,13,16,16.0,13.0,3.25,10.3,0,75.0,0.0,0,1,25.0,1,3,0,28.8,81.4,0,21,0.0,0,15,3,86.7,13,156.3,4,30.8,1,50,19,6.3,16.7,3.85
Danny Amendola,4717,WR,DET,1,12,0,11,0,,0,,,0,0,,0,0,0,,51.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,10.1,2,50.0,,0,0,16.7,1,3,0,47.7,64.9,0,47,0.0,0,34,5,94.1,32,110.0,10,83.3,1,79,34,6.8,15.8,2.47
John Ross,11764,WR,CIN,1,12,0,7,0,-3.0,1,100.0,,0,0,0.0,0,1,0,84.5,84.8,0,8,0.0,0,5,2,100.0,5,97.9,2,16.7,0,15,21,10.5,7.5,3.0,10.5,3,66.7,0.0,0,1,20.0,1,3,0,29.8,69.6,0,33,0.0,0,17,4,100.0,17,144.4,6,50.0,1,68,44,11.0,17.0,4.0
Sammy Watkins,8639,WR,KC,1,11,0,16,0,-6.0,1,100.0,,0,0,0.0,0,0,0,78.7,76.0,0,5,0.0,0,7,1,100.0,7,87.5,1,9.1,0,5,11,11.0,5.0,0.71,10.2,2,60.0,,0,0,0.0,0,1,0,81.1,92.4,0,21,4.2,1,24,3,75.0,18,80.4,5,45.5,0,34,21,7.0,11.3,1.89
Christian McCaffrey,11763,HB,CAR,1,11,0,5,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,62.3,0,4,0.0,0,3,1,100.0,3,83.3,1,9.1,0,4,8,8.0,4.0,1.33,3.5,0,100.0,100.0,1,1,0.0,0,0,0,81.7,75.2,0,5,0.0,0,5,2,100.0,5,85.4,2,18.2,0,9,2,1.0,4.5,1.8
Julio Jones,6158,WR,ATL,1,11,0,2,0,-0.5,0,100.0,,0,0,0.0,0,0,0,84.5,63.9,0,6,0.0,0,2,2,100.0,2,83.3,2,18.2,0,8,9,4.5,4.0,4.0,7.5,0,0.0,0.0,0,2,,0,0,0,78.7,62.7,0,0,0.0,0,7,0,57.1,4,39.6,2,18.2,0,0,0,,,0.0
