player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Terrell Suggs,1326,ED,ARZ,8,5,0,100.0,0,4,1,37.3,68.8,18.8,74.5,69.2,43.0,3,15,0,28,18.2,4,0,4,118.8,4,6,4,0,18,389,385,0,1,383,1,0,4,234,137,0,15,13,4,24,0,62,31,15.5
Mike Adams,1972,S,HST,1,0,0,100.0,0,0,13,51.8,52.9,74.1,,60.3,70.2,0,0,0,8,,0,0,0,139.6,1,0,3,1,7,14,0,0,0,0,0,7,14,0,7,3,0,0,1,0,1,8,8,8.0
Thomas Davis Sr.,2231,LB,LAC,8,14,0,75.0,0,0,27,47.3,53.2,0.0,69.6,63.7,64.4,0,1,0,27,9.0,6,0,3,103.3,21,2,401,0,200,427,4,0,0,4,0,3,423,14,213,19,25,47,28,3,1,180,99,8.6
Lorenzo Alexander,2476,ED,BUF,7,6,4,100.0,0,1,4,56.6,67.2,49.6,75.3,57.5,65.2,3,12,0,11,8.0,2,0,1,100.0,5,3,95,0,41,252,149,0,1,148,0,1,103,119,92,6,9,17,5,18,0,40,30,8.0
Johnathan Joseph,2969,CB,HST,6,2,0,65.2,1,0,13,55.3,58.9,83.7,75.9,72.5,39.7,0,0,0,34,20.0,8,5,2,104.0,30,0,25,290,240,340,0,0,0,0,0,0,340,2,98,25,8,30,46,0,2,365,73,12.2
Antoine Bethea,3152,S,NYG,8,8,0,80.0,0,0,21,55.0,61.3,84.0,65.9,72.0,70.6,0,0,0,45,10.7,6,1,0,158.3,8,0,127,2,292,533,2,0,0,2,0,375,531,4,237,27,11,42,10,0,2,197,70,24.6
Tramon Williams,3558,CB,GB,8,4,0,60.0,0,0,12,79.2,73.1,0.0,55.7,52.0,75.1,1,1,0,61,5.9,1,2,3,99.3,15,0,43,76,246,368,3,0,0,3,0,7,365,9,113,239,2,12,25,2,1,203,114,13.5
Eric Weddle,3653,S,LA,8,12,0,80.0,0,0,26,79.1,82.2,85.9,68.2,77.8,74.0,0,1,0,16,7.0,4,1,0,119.4,12,0,139,1,305,506,13,0,0,13,0,279,493,3,198,74,13,41,15,1,1,110,88,9.2
Brandon Mebane,3701,DI,LAC,6,2,0,,0,0,27,59.3,56.5,85.1,56.5,57.2,58.5,1,3,0,,6.7,1,0,0,0.0,0,1,0,0,0,183,183,143,40,0,0,0,0,77,106,0,9,12,0,5,0,0,0,
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,0,85.7,0,0,32,41.5,42.6,77.7,,51.3,32.2,0,0,0,16,25.0,2,0,0,106.0,6,0,4,51,33,62,0,0,0,0,0,0,62,0,29,7,0,5,7,0,0,66,20,11.0
Aqib Talib,4334,CB,LA,5,2,0,52.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,0,0,0,30,27.8,5,2,2,112.2,13,0,45,263,205,334,1,0,0,1,0,3,333,0,129,22,2,11,25,0,3,163,41,12.5
Calais Campbell,4364,DI,JAX,8,8,0,,0,1,15,63.2,91.8,54.9,87.8,91.4,53.8,10,28,0,,17.1,6,0,3,0.0,0,5,4,0,2,418,414,25,115,139,135,0,4,278,138,0,17,21,0,43,0,0,0,
Brandon Carr,4454,CB,BLT,7,0,0,57.5,1,0,3,63.0,63.0,84.3,65.6,54.7,48.8,2,1,0,31,18.5,5,3,3,80.2,23,1,31,192,264,397,5,0,0,5,0,2,392,14,119,167,7,22,40,4,1,210,78,9.1
Orlando Scandrick,4457,CB,PHI,3,0,0,50.0,0,2,24,64.3,91.7,78.2,99.9,73.8,56.4,0,1,0,15,16.7,1,0,0,61.5,2,2,7,1,56,83,3,0,0,3,0,3,80,5,22,69,5,5,4,3,0,17,4,8.5
Wesley Woodyard,4583,LB,TEN,7,5,0,81.8,0,1,31,45.8,57.5,79.2,70.2,70.1,66.0,1,2,0,46,8.3,2,0,0,149.1,9,1,154,3,99,182,12,0,0,12,0,2,170,14,69,11,10,17,11,4,1,160,90,17.8
Cameron Wake,4907,ED,TEN,6,0,1,,0,0,31,60.2,84.8,84.7,78.7,66.6,74.0,5,14,0,,0.0,0,0,0,0.0,0,3,0,0,2,133,133,0,2,120,11,0,0,123,8,0,3,1,0,22,0,0,0,
Malcolm Jenkins,4937,S,PHI,8,5,0,56.5,1,2,24,64.9,63.2,4.1,47.4,72.2,62.5,2,5,0,51,12.5,5,2,4,89.6,13,0,188,6,307,523,66,0,0,66,0,100,457,35,181,163,14,30,23,7,1,143,60,11.0
Clay Matthews,4949,ED,LA,5,2,0,80.0,0,2,26,28.5,61.2,84.0,69.8,68.2,51.1,4,8,0,17,16.7,3,0,1,104.2,4,5,9,0,27,219,203,0,0,203,0,0,16,100,92,7,11,13,5,17,0,45,19,11.3
Patrick Chung,4957,S,NE,6,3,0,81.3,1,0,19,65.5,61.3,81.4,52.7,52.3,57.7,0,2,0,21,13.6,3,2,1,97.9,13,0,127,19,169,263,48,0,0,48,0,21,215,22,72,48,9,16,16,2,0,120,56,9.2
