player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Keenan Allen,7857,WR,LAC,3,41,0,27,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,44.7,0,1,0.0,0,14,1,92.9,13,79.2,1,2.4,0,1,5,5.0,1.0,0.08,10.7,2,77.8,50.0,1,2,6.7,1,9,0,71.4,90.2,1,27,0.0,0,64,14,92.2,59,106.5,18,43.9,1,192,54,3.9,13.7,3.25
Michael Thomas,10681,WR,NO,3,33,0,20,0,1.0,0,100.0,,0,0,0.0,0,1,0,78.7,63.5,0,1,0.0,0,13,1,84.6,11,118.8,1,3.0,1,1,0,0.0,1.0,0.09,8.1,2,85.7,100.0,1,1,0.0,0,7,0,63.9,78.6,0,24,0.0,0,39,12,84.6,33,105.1,14,42.4,0,129,38,3.2,10.8,3.91
Sammy Watkins,8639,WR,KC,3,31,0,16,0,-3.4,2,100.0,,0,0,0.0,0,1,0,90.6,61.9,0,7,0.0,0,19,5,94.7,18,82.5,5,16.1,0,19,36,7.2,3.8,1.06,9.8,5,60.0,50.0,1,2,0.0,0,4,1,88.7,79.4,0,36,1.1,1,87,12,86.2,75,78.3,20,64.5,0,126,68,5.7,10.5,1.68
Cooper Kupp,11824,WR,LA,3,30,0,26,0,-2.3,0,100.0,,0,0,0.0,0,2,0,88.7,78.3,0,7,0.0,0,15,3,93.3,14,83.3,3,10.0,0,12,19,6.3,4.0,0.86,5.8,3,79.2,,0,0,0.0,0,10,0,90.3,91.2,0,66,7.7,7,91,19,87.9,80,118.2,24,80.0,1,217,127,6.7,11.4,2.71
Evan Engram,11778,TE,NYG,3,30,0,21,0,-4.3,0,66.7,,0,0,0.0,0,1,0,84.5,88.5,0,19,14.3,1,7,2,71.4,5,81.3,3,10.0,0,17,23,11.5,8.5,3.4,8.5,1,66.7,0.0,0,3,9.1,1,6,0,78.5,78.0,0,33,3.6,2,55,10,92.7,51,84.9,15,50.0,0,98,19,1.9,9.8,1.92
Tyler Boyd,10689,WR,CIN,3,30,0,7,0,-4.0,0,100.0,,0,0,0.0,0,1,0,84.5,66.6,0,15,0.0,0,13,2,92.3,12,91.7,2,6.7,0,12,20,10.0,6.0,1.0,9.0,2,78.6,100.0,2,2,0.0,0,7,0,88.0,76.4,0,47,0.0,0,76,11,94.7,72,106.3,14,46.7,0,133,49,4.5,12.1,1.85
Christian Kirk,47546,WR,ARZ,3,29,0,1,0,-2.3,2,100.0,,0,0,0.0,0,0,0,90.9,69.7,0,8,0.0,0,16,6,100.0,16,86.8,6,20.7,0,29,43,7.2,4.8,1.81,9.6,1,70.8,50.0,1,2,0.0,0,8,0,90.2,64.6,0,34,0.0,0,128,17,95.3,122,90.8,24,82.8,0,171,79,4.6,10.1,1.4
Darren Waller,9637,TE,OAK,3,29,0,23,0,-2.0,0,100.0,,0,0,0.0,0,1,0,88.7,93.8,0,30,20.0,2,10,3,80.0,8,118.8,3,10.3,0,47,53,17.7,15.7,5.88,8.2,0,88.9,100.0,1,1,0.0,0,4,0,89.3,81.1,0,18,3.6,1,28,8,96.4,27,103.2,9,31.0,0,79,22,2.8,9.9,2.93
Julio Jones,6158,WR,ATL,3,29,0,2,0,-0.3,0,100.0,,0,0,0.0,0,2,0,90.2,88.7,0,54,0.0,0,9,4,88.9,8,158.3,4,13.8,1,64,65,16.3,16.0,8.0,8.8,0,60.0,0.0,0,2,0.0,0,1,0,88.3,91.2,0,19,0.0,0,17,3,82.4,14,83.8,5,17.2,0,38,9,3.0,12.7,2.71
Zach Ertz,7816,TE,PHI,3,29,0,24,0,,0,,,0,0,,0,0,0,,39.0,0,0,11.1,1,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,9.1,0,37.5,0.0,0,3,0.0,0,2,0,65.4,61.9,0,13,1.8,1,55,3,87.3,48,49.5,8,27.6,0,31,2,0.7,10.3,0.65
