player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
D.J. Humphries,9457,T,ARZ,1,100.0,1,1,67.9,61.0,71.5,0,2,59,100.0,100.0,98.3,1,2,0,88,0,0,87,88,64,64,0,0,24,1
Justin Pugh,7800,G,ARZ,1,100.0,0,1,60.9,74.4,51.6,0,3,59,100.0,100.0,97.5,0,3,0,88,0,88,0,88,64,64,0,0,24,0
Justin Murray,11022,T,ARZ,1,100.0,0,1,58.8,58.2,55.9,0,5,59,100.0,100.0,94.1,0,6,1,88,0,0,0,88,64,64,0,88,24,0
A.Q. Shipley,5150,C,ARZ,1,100.0,0,1,62.3,86.6,49.4,0,0,59,100.0,100.0,100.0,0,0,0,88,88,0,0,88,64,64,0,0,24,0
J.R. Sweezy,7209,G,ARZ,1,100.0,0,1,75.6,80.5,69.4,1,0,59,100.0,100.0,99.2,1,1,0,88,0,0,0,88,64,64,88,0,24,0
Rick Wagner,7950,T,DET,1,100.0,0,11,57.2,50.3,60.3,2,4,49,100.0,100.0,91.8,0,7,1,84,0,0,0,84,53,53,0,84,31,0
Taylor Decker,10650,T,DET,1,100.0,1,11,48.3,30.8,73.7,1,4,49,100.0,100.0,90.8,4,7,2,84,0,0,84,84,53,53,0,0,31,0
Frank Ragnow,39137,C,DET,1,100.0,0,11,61.5,30.9,70.7,1,2,49,100.0,100.0,96.9,0,3,0,84,84,0,0,84,53,53,0,0,31,0
Matt Skura,11102,C,BLT,1,100.0,0,3,64.1,54.8,64.5,0,0,28,100.0,100.0,100.0,0,0,0,76,76,0,0,76,31,31,0,0,45,0
Rob Havenstein,9490,T,LA,1,100.0,0,26,44.4,39.9,45.3,1,4,41,100.0,100.0,93.9,1,5,0,76,0,0,0,76,44,44,0,76,32,0
Orlando Brown Jr.,46227,T,BLT,1,100.0,0,3,64.5,82.1,55.7,0,0,28,100.0,100.0,100.0,0,0,0,76,0,0,1,76,31,31,0,75,45,0
Brian Allen,46104,C,LA,1,100.0,0,26,45.2,33.4,48.2,2,2,41,100.0,100.0,95.1,0,4,0,76,76,0,0,76,44,44,0,0,32,0
Andrew Whitworth,3000,T,LA,1,100.0,0,26,74.6,87.6,62.6,0,0,41,100.0,100.0,100.0,0,0,0,76,0,0,76,76,44,44,0,0,32,0
Austin Blythe,10882,C,LA,1,100.0,0,26,58.8,77.5,50.9,0,1,41,100.0,100.0,98.8,0,1,0,76,0,0,0,76,44,44,76,0,32,0
Joseph Noteboom,46249,G,LA,1,100.0,0,26,45.0,58.4,41.7,0,3,41,100.0,100.0,96.3,0,3,0,76,0,76,0,76,44,44,0,0,32,0
Bradley Bozeman,27934,G,BLT,1,100.0,0,3,68.8,61.0,67.5,0,2,28,100.0,100.0,96.4,0,2,0,76,0,76,0,76,31,31,0,0,45,0
Trey Hopkins,9276,C,CIN,1,100.0,0,7,84.1,82.3,87.1,0,1,56,100.0,100.0,99.1,0,1,0,75,75,0,0,75,59,59,0,0,16,0
John Miller,9514,G,CIN,1,100.0,0,7,52.9,69.9,40.5,0,0,56,100.0,100.0,100.0,0,0,0,75,0,0,0,75,59,59,75,0,16,0
Michael Jordan,28021,G,CIN,1,100.0,0,7,56.2,58.3,53.6,0,3,56,100.0,100.0,95.5,0,4,1,75,0,75,0,75,59,59,0,0,16,0
Bobby Hart,9659,T,CIN,1,100.0,0,7,64.0,64.2,60.3,0,5,56,100.0,100.0,93.7,0,6,1,75,0,0,0,75,59,59,0,75,16,0
Andre Smith,4929,T,CIN,1,100.0,0,7,59.7,61.4,53.3,1,3,56,100.0,100.0,94.6,1,5,1,75,0,0,75,75,59,59,0,0,16,0
Isaac Seumalo,10713,G,PHI,1,100.0,0,24,70.9,72.4,67.2,1,0,41,100.0,100.0,98.8,0,1,0,74,0,74,0,74,41,41,0,0,33,0
Lane Johnson,7786,T,PHI,1,100.0,0,24,75.7,72.4,75.4,1,2,41,100.0,100.0,96.3,0,3,0,74,0,0,0,74,41,41,0,74,33,0
Jason Kelce,6343,C,PHI,1,100.0,0,24,70.6,84.5,65.6,0,1,41,100.0,100.0,98.8,0,1,0,74,74,0,0,74,41,41,0,0,33,0
