player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,9,40,40,4.26,43.38,48.78,5.9,1,1,3,6,1,56.5,13,64,4,1,57.5,136,23,41,170.28,1735,4,1951
Dustin Colquitt,2316,P,KC,11,37,37,4.49,41.54,44.24,4.0,0,0,7,12,16,71.7,19,68,1,0,40.5,60,15,37,166.14,1537,2,1637
Sam Koch,3148,P,BLT,10,22,22,4.28,41.91,46.36,5.4,0,0,2,7,3,67.6,12,57,3,0,31.8,38,7,22,94.11,922,3,1020
Brett Kern,4580,P,TEN,11,57,57,4.28,43.4,47.25,8.5,0,0,5,13,31,92.1,31,70,16,0,36.8,179,21,57,243.93,2474,2,2693
Kevin Huber,5066,P,CIN,11,54,54,4.34,42.02,44.31,4.9,0,0,8,24,7,66.1,24,63,3,0,31.5,84,17,54,234.32,2269,2,2393
Thomas Morstead,5088,P,NO,11,42,42,4.38,42.26,45.64,7.6,0,0,5,16,20,75.0,26,64,4,0,38.1,122,16,42,183.8,1775,1,1917
Britton Colquitt,5192,P,MIN,10,41,41,4.47,43.07,45.8,7.0,0,0,6,14,18,76.9,15,59,5,0,39.0,112,16,41,183.35,1766,0,1878
Matt Bosher,6344,P,ATL,3,9,9,4.61,40.78,41.89,5.0,1,0,0,7,2,61.5,2,52,0,0,22.2,10,2,10,41.45,367,0,377
Chris Jones,6798,P,DAL,11,33,33,4.53,37.58,41.82,10.0,1,0,5,13,9,69.0,14,58,2,0,36.4,120,12,34,149.45,1240,1,1380
Bryan Anger,7072,P,HST,8,24,24,4.44,44.0,46.25,1.6,0,0,7,6,13,67.7,12,71,0,0,37.5,14,9,24,106.56,1056,2,1110
Johnny Hekker,7252,P,LA,11,44,44,4.33,42.39,47.82,8.8,1,0,6,8,26,66.9,13,68,8,0,40.9,159,18,45,190.54,1865,4,2104
Sam Martin,7947,P,DET,11,47,47,4.25,40.85,43.21,2.8,0,0,10,12,11,56.8,21,62,4,0,38.3,51,18,47,199.66,1920,3,2031
Ryan Allen,8242,P,ATL,3,11,11,4.01,37.0,42.27,9.5,0,0,2,2,2,62.5,5,54,2,0,36.4,38,4,11,44.12,407,1,465
Tress Way,8358,P,WAS,11,55,55,4.41,44.18,49.2,9.5,0,0,8,15,32,72.6,21,66,4,0,49.1,256,27,55,242.47,2430,1,2706
Pat O'Donnell,8826,P,CHI,11,64,64,4.25,41.13,44.92,7.3,1,0,9,22,6,58.1,19,75,3,1,43.8,203,28,65,271.79,2632,2,2875
Kasey Redfern,9155,P,ATL,3,9,9,4.41,36.89,41.22,7.8,0,0,0,3,2,60.2,3,54,1,0,55.6,39,5,9,39.68,332,0,371
Michael Palardy,9277,P,CAR,11,49,49,4.32,39.94,45.71,8.7,0,0,4,11,5,57.5,18,58,4,0,57.1,243,28,49,211.87,1957,2,2240
Bradley Pinion,9598,P,TB,11,43,43,4.48,39.6,43.49,7.1,0,0,8,14,30,70.2,17,63,1,0,41.9,127,18,43,192.55,1703,2,1870
Ty Long,9728,K,LAC,10,32,32,4.05,41.78,47.69,7.9,0,0,2,5,27,54.2,14,60,1,0,75.0,189,24,32,129.59,1337,0,1526
Matt Wile,9972,P,ATL,2,6,6,4.53,44.67,48.33,5.5,0,0,0,0,2,63.7,3,60,2,0,66.7,22,4,6,27.16,268,0,290
Jordan Berry,10236,P,PIT,11,51,51,4.42,41.65,46.29,8.6,0,0,10,15,25,71.8,21,62,1,0,45.1,197,23,51,225.49,2124,2,2361
Riley Dixon,10862,P,NYG,11,45,45,4.42,43.73,47.0,5.9,1,0,8,10,21,71.9,23,62,7,0,40.0,107,18,46,198.72,1968,2,2115
Lachlan Edwards,10869,P,NYJ,11,63,63,4.25,41.9,46.41,7.0,0,0,10,9,22,59.9,20,63,7,0,55.6,244,35,63,267.62,2640,2,2924
Zane Gonzalez,11979,K,ARZ,1,2,2,4.25,42.0,42.0,,0,0,1,1,1,59.7,0,44,0,0,0.0,0,0,2,8.49,84,0,84
Rigoberto Sanchez,12130,P,IND,11,40,40,4.36,41.85,44.98,5.8,0,0,6,10,14,74.2,15,60,5,0,45.0,105,18,40,174.34,1674,1,1799
Matt Haack,12212,P,MIA,11,52,52,4.32,41.83,45.62,7.1,0,0,8,16,17,60.0,20,62,4,0,42.3,157,22,52,224.68,2175,2,2372
Cameron Johnston,12255,P,PHI,11,46,46,4.22,42.5,47.2,7.4,0,0,3,15,24,56.7,19,61,4,0,45.7,156,21,46,193.95,1955,3,2171
Corey Bojorquez,27626,P,BUF,11,51,51,4.58,37.78,42.29,10.0,1,0,6,18,4,69.8,25,64,10,0,21.6,110,11,52,233.69,1927,6,2157
Logan Cooke,29214,P,JAX,11,54,54,4.43,43.83,45.8,4.7,0,0,7,23,15,67.0,22,61,8,0,25.9,66,14,54,239.32,2367,2,2473
Ryan Winslow,30026,P,ARZ,2,6,6,4.15,44.17,48.5,1.5,0,0,1,0,1,53.8,2,55,0,0,66.7,6,4,6,24.88,265,1,291
Jake Bailey,33963,P,NE,11,62,62,4.45,41.73,44.92,5.4,0,0,10,15,19,75.8,32,65,14,0,29.0,98,18,62,276.11,2587,5,2785
Michael Dickson,35381,P,SEA,11,52,52,4.36,40.17,45.33,6.7,0,0,5,10,29,68.4,26,63,7,0,48.1,168,25,52,226.96,2089,5,2357
A.J. Cole III,36038,P,OAK,11,48,48,4.24,38.92,46.52,11.4,0,0,4,12,23,55.0,22,60,3,1,52.1,285,25,48,203.28,1868,4,2233
Colby Wadman,38062,P,DEN,11,58,58,4.39,38.45,43.66,9.7,0,0,7,13,10,64.7,25,60,11,0,39.7,222,23,58,254.72,2230,4,2532
J.K. Scott,38809,P,GB,11,53,53,4.52,41.09,44.91,8.1,0,0,6,16,12,78.1,19,66,9,0,37.7,162,20,53,239.36,2178,2,2380
Trevor Daniel,38843,P,HST,2,11,11,4.12,40.91,43.55,4.1,0,0,1,3,13,58.8,2,54,0,0,63.6,29,7,11,45.33,450,0,479
Mitch Wishnowsky,44663,P,SF,11,36,36,4.31,42.56,44.78,3.1,0,0,7,9,28,63.6,17,65,5,0,36.1,40,13,36,155.07,1532,2,1612
Jamie Gillan,63303,P,CLV,11,47,47,4.58,41.38,46.3,10.9,1,0,11,15,8,77.0,23,71,4,0,25.5,131,12,48,215.33,1945,5,2176
