player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,5,7.3,5,68.3,40.0,2,5,0,2.4,1,23,26,0,82.6,78.6,81.4,55.1,82.7,0.0,0,1,66,3.4,8,236,0,41,89.0,210,75.8,179,109.4,60,4,24.2,57,505,244,6.0,12.3,2.4
Michael Thomas,10681,WR,NO,5,8.9,5,83.3,87.5,7,8,1,6.3,3,26,20,0,68.9,78.6,84.1,,85.0,0.0,0,0,42,0.0,0,200,3,45,92.0,184,32.0,64,127.1,54,3,68.0,136,543,155,3.4,12.1,2.95
Keenan Allen,7857,WR,LAC,5,11.0,4,73.1,62.5,5,8,0,7.3,3,24,27,0,64.8,78.1,79.9,,78.3,0.0,0,2,34,0.0,0,215,2,38,93.5,201,52.1,112,103.8,52,3,47.9,103,470,136,3.6,12.4,2.34
Tyler Boyd,10689,WR,CIN,5,8.0,3,74.0,66.7,6,9,0,0.0,0,20,7,0,90.0,78.3,77.1,,75.1,0.9,2,1,47,0.0,0,217,0,37,94.0,204,65.0,141,95.9,50,1,34.1,74,406,152,4.1,11.0,1.99
Evan Engram,11778,TE,NYG,5,6.3,1,68.8,20.0,2,10,0,2.9,1,18,21,0,79.6,77.6,70.5,61.1,74.4,50.5,104,0,75,5.8,12,206,2,33,87.4,180,38.3,79,105.6,48,2,11.2,23,373,217,6.6,11.3,2.07
Robert Woods,7822,WR,LA,5,8.4,3,68.9,33.3,2,6,0,6.1,2,18,26,0,70.5,78.6,76.0,76.4,75.9,0.0,0,2,37,2.9,7,245,2,31,89.8,220,39.6,97,73.8,45,0,60.4,148,355,164,5.3,11.5,1.61
DeAndre Hopkins,7808,WR,HST,5,10.8,2,70.5,50.0,5,10,0,8.8,3,18,13,0,59.9,77.0,76.1,,78.5,0.0,0,0,38,0.0,0,201,1,31,93.0,187,32.3,65,108.8,44,2,67.7,136,347,111,3.6,11.2,1.86
Allen Robinson II,8696,WR,CHI,5,12.3,3,72.1,66.7,10,15,1,3.1,1,22,6,0,78.9,77.0,82.1,,80.1,0.5,1,3,32,0.0,0,196,2,31,91.3,179,42.9,84,85.1,43,2,56.6,111,377,61,2.0,12.2,2.11
Zach Ertz,7816,TE,PHI,5,8.5,1,67.4,33.3,3,9,0,3.3,1,15,24,0,78.5,76.8,73.8,68.9,76.7,33.0,64,1,26,6.7,13,194,0,29,86.6,168,42.8,83,86.6,43,1,24.2,47,312,84,2.9,10.8,1.86
Amari Cooper,9437,WR,DAL,5,13.2,4,74.4,33.3,3,9,0,11.1,4,21,9,0,51.6,77.0,84.8,,84.7,0.0,0,1,53,0.0,0,188,5,32,93.1,175,11.2,21,142.8,43,5,88.8,167,512,107,3.3,16.0,2.93
Julio Jones,6158,WR,ATL,5,13.1,1,61.9,41.2,7,17,0,3.7,1,20,2,1,86.5,26.8,76.3,,75.4,0.0,0,2,54,0.0,0,216,0,26,92.6,200,15.7,34,101.2,42,4,84.3,182,359,113,4.3,13.8,1.8
Chris Godwin,11839,WR,TB,5,12.0,7,78.6,75.0,6,8,0,2.9,1,30,30,0,78.9,77.0,91.4,71.0,91.3,2.6,5,0,30,1.0,2,194,1,33,94.3,183,61.9,120,156.9,42,6,35.1,68,511,187,5.7,15.5,2.79
Travis Kelce,7844,TE,KC,5,12.0,2,66.7,50.0,3,6,2,3.4,1,22,16,0,77.3,76.5,80.4,66.6,82.1,33.8,73,0,42,7.4,16,216,4,28,82.9,179,37.5,81,109.1,42,1,28.7,62,439,131,4.7,15.7,2.45
Darren Waller,9637,TE,OAK,5,5.1,4,88.1,50.0,1,2,0,2.6,1,17,23,0,80.8,77.8,82.7,62.7,81.3,46.0,75,0,30,12.3,20,163,0,37,87.1,142,27.6,45,102.3,42,0,26.4,43,359,204,5.5,9.7,2.53
Austin Hooper,10715,TE,ATL,5,7.0,4,82.9,0.0,0,1,0,2.9,1,17,2,0,80.4,77.4,78.5,68.6,79.3,51.1,115,2,28,7.1,16,225,1,34,84.9,191,43.6,98,99.5,41,2,5.3,12,363,159,4.7,10.7,1.9
Larry Fitzgerald,1724,WR,ARZ,5,9.5,2,70.7,50.0,5,10,0,0.0,0,15,1,0,87.6,76.7,67.7,44.9,70.8,0.9,2,1,54,0.9,2,229,1,29,93.0,213,92.6,212,103.5,41,2,6.6,15,358,140,4.8,12.3,1.68
Julian Edelman,5156,WR,NE,5,8.4,4,72.5,100.0,2,2,0,12.1,4,15,19,1,58.7,28.2,73.2,,72.8,0.0,0,1,31,0.0,0,195,1,29,92.3,180,67.2,131,103.7,40,2,32.8,64,336,123,4.2,11.6,1.87
Austin Ekeler,12164,HB,LAC,5,-0.5,10,100.0,100.0,1,1,0,0.0,0,17,27,1,90.0,61.5,86.1,44.2,94.0,0.0,0,0,55,14.0,23,164,0,39,79.9,131,7.3,12,130.3,39,3,7.9,13,356,375,9.6,9.1,2.72
Mark Andrews,47436,TE,BLT,5,9.7,4,71.8,33.3,2,6,1,3.4,1,17,3,1,76.7,27.0,87.9,70.2,85.6,24.1,34,3,39,2.1,3,141,1,28,92.9,131,61.7,87,88.7,39,3,14.2,20,311,100,3.6,11.1,2.37
John Brown,8726,WR,BUF,5,14.1,5,71.8,80.0,4,5,0,6.7,2,23,4,0,56.3,76.6,72.1,,73.4,0.0,0,2,38,0.0,0,215,0,28,93.0,200,24.7,53,90.8,39,1,75.3,162,390,89,3.2,13.9,1.95
Will Fuller V,10655,WR,HST,5,14.0,2,71.8,66.7,4,6,0,9.7,3,16,13,1,56.3,26.7,77.5,64.5,75.3,0.0,0,1,54,0.5,1,202,1,28,93.1,188,27.2,55,119.6,39,3,72.8,147,400,140,5.0,14.3,2.13
Odell Beckham Jr.,8647,WR,CLV,5,11.8,4,59.0,33.3,3,9,2,4.2,1,12,8,0,74.2,27.4,71.6,,70.9,0.0,0,2,89,0.0,0,194,4,23,90.2,175,26.3,51,74.2,39,1,73.7,143,335,138,6.0,14.6,1.91
Cole Beasley,7330,WR,BUF,5,7.6,0,71.1,100.0,1,1,0,6.9,2,13,4,0,66.0,76.1,68.2,,68.5,0.0,0,3,51,0.0,0,183,0,27,94.0,172,76.5,140,57.7,38,0,23.0,42,267,128,4.7,9.9,1.55
Sammy Watkins,8639,WR,KC,5,10.6,6,62.2,33.3,2,6,1,4.2,1,12,16,2,72.8,18.4,71.2,74.2,69.1,0.5,1,0,68,1.6,3,183,1,23,88.0,161,65.6,120,122.0,37,3,33.9,62,365,208,9.0,15.9,2.27
D.J. Moore,48267,WR,CAR,5,10.3,2,70.3,62.5,5,8,0,7.1,2,18,5,1,65.4,26.8,72.7,,70.3,0.0,0,0,52,0.0,0,189,0,26,96.3,182,13.8,26,109.3,37,1,86.2,163,352,99,3.8,13.5,1.93
Jarvis Landry,8698,WR,CLV,5,10.9,6,59.5,0.0,0,6,0,12.0,3,15,8,0,49.3,80.0,71.6,,70.7,0.0,0,3,65,0.0,0,194,0,22,91.2,177,70.6,137,63.2,37,0,27.8,54,403,191,8.7,18.3,2.28
Curtis Samuel,11795,WR,CAR,5,14.7,1,52.8,50.0,4,8,0,9.5,2,11,5,0,56.9,75.6,65.3,,66.1,0.0,0,0,44,0.0,0,195,2,19,96.4,188,29.7,58,81.6,36,1,69.7,136,227,57,3.0,11.9,1.21
Mike Evans,8642,WR,TB,5,16.8,0,50.0,41.7,5,12,0,10.0,2,15,30,0,56.1,73.9,74.6,69.6,72.9,0.5,1,1,67,0.5,1,193,0,18,94.8,183,23.3,45,111.8,36,4,76.2,147,368,71,3.9,20.4,2.01
Christian McCaffrey,11763,HB,CAR,5,0.7,9,86.1,33.3,1,3,1,0.0,0,17,5,0,88.3,89.2,90.9,72.8,92.4,0.0,0,0,21,22.6,45,199,1,31,74.9,149,7.5,15,108.2,36,1,8.0,16,279,268,8.6,9.0,1.87
Kenny Golladay,11851,WR,DET,4,16.1,0,52.8,55.6,10,18,1,5.0,1,16,11,0,70.5,74.4,78.2,,78.0,0.0,0,1,33,0.0,0,151,1,19,97.4,147,19.9,30,99.7,36,4,80.1,121,243,37,1.9,12.8,1.65
D.J. Chark Jr.,47702,WR,JAX,5,15.4,3,75.0,50.0,6,12,0,0.0,0,18,15,0,88.0,76.6,90.2,,89.9,0.0,0,0,69,0.0,0,190,2,27,92.6,176,20.5,39,156.3,36,5,79.5,151,485,112,4.1,18.0,2.76
Marquise Brown,61568,WR,BLT,5,14.6,6,60.0,40.0,2,5,0,8.7,2,12,3,0,59.5,74.6,70.3,,69.4,0.0,0,0,83,0.0,0,155,0,21,94.2,146,37.4,58,119.5,35,3,62.6,97,326,136,6.5,15.5,2.23
Mohamed Sanu,7084,WR,ATL,5,7.4,3,82.9,60.0,3,5,0,3.3,1,15,2,0,68.2,77.9,63.4,,63.7,0.0,0,1,28,0.0,0,230,0,29,91.7,211,85.2,196,97.7,35,1,14.8,34,281,117,4.0,9.7,1.33
Tyler Lockett,9502,WR,SEA,5,12.4,1,85.7,33.3,1,3,0,6.3,2,18,29,0,68.1,82.8,74.7,,74.6,1.5,3,0,44,0.0,0,200,0,30,90.0,180,71.0,142,140.4,35,3,27.5,55,379,88,2.9,12.6,2.11
Davante Adams,8688,WR,GB,4,10.8,0,71.4,20.0,1,5,0,0.0,0,20,12,0,85.7,75.5,88.2,,89.4,0.0,0,0,58,0.0,0,147,1,25,93.9,138,28.6,42,106.6,35,0,70.7,104,378,153,6.1,15.1,2.74
Courtland Sutton,48164,WR,DEN,5,10.8,8,76.5,60.0,3,5,0,0.0,0,20,10,0,86.1,75.7,84.5,,82.6,0.0,0,0,70,0.0,0,186,0,26,94.6,176,12.9,24,144.4,34,3,87.1,162,401,155,6.0,15.4,2.28
Emmanuel Sanders,5606,WR,DEN,5,11.6,4,70.6,16.7,1,6,0,0.0,0,14,10,0,85.7,75.5,81.4,,82.5,0.0,0,3,53,0.0,0,177,3,24,93.8,166,29.9,53,81.4,34,2,68.9,122,307,107,4.5,12.8,1.85
Dede Westbrook,11865,WR,JAX,5,6.9,5,67.6,33.3,2,6,1,11.5,3,10,15,0,54.0,82.5,59.9,,60.9,0.0,0,0,32,0.0,0,202,2,23,91.6,185,86.1,174,96.1,34,1,13.9,28,227,125,5.4,9.9,1.23
Christian Kirk,47546,WR,ARZ,4,8.4,3,70.6,20.0,1,5,0,0.0,0,13,1,0,86.1,81.4,63.2,66.2,63.3,0.0,0,0,34,0.5,1,190,1,24,93.7,178,80.5,153,90.6,34,0,19.5,37,242,122,5.1,10.1,1.36
Sterling Shepard,10674,WR,NYG,4,10.6,5,73.5,33.3,2,6,0,0.0,0,14,21,0,86.1,76.9,78.1,,76.4,0.0,0,2,36,0.0,0,179,0,25,91.6,164,67.6,121,81.4,34,1,32.4,58,267,126,5.0,10.7,1.63
JuJu Smith-Schuster,11817,WR,PIT,5,9.0,4,72.7,33.3,1,3,0,0.0,0,12,25,1,86.1,26.2,70.5,,69.3,1.1,2,1,76,0.0,0,181,0,24,89.5,162,65.7,119,112.3,33,2,33.1,60,333,163,6.8,13.9,2.06
Josh Gordon,7618,WR,NE,5,9.8,4,59.4,50.0,4,8,0,13.6,3,10,19,0,44.9,74.5,64.2,,65.2,0.0,0,0,44,0.0,0,195,2,19,94.4,184,16.4,32,98.4,32,1,83.6,163,280,127,6.7,14.7,1.52
Terry McLaurin,48229,WR,WAS,4,16.2,3,61.3,50.0,4,8,0,13.6,3,16,32,0,48.4,74.6,81.9,,81.7,0.0,0,0,69,0.0,0,170,1,19,89.4,152,17.6,30,126.8,31,3,82.4,140,308,68,3.6,16.2,2.03
John Ross,11764,WR,CIN,4,11.4,6,51.6,0.0,0,2,0,23.8,5,12,7,1,28.7,23.2,64.4,62.4,64.6,0.6,1,0,66,0.6,1,162,1,16,94.4,153,25.3,41,121.4,31,3,73.5,119,328,159,9.9,20.5,2.14
Nelson Agholor,9453,WR,PHI,5,11.2,3,61.3,42.9,3,7,0,9.5,2,8,24,2,50.9,18.0,52.3,,53.0,0.0,0,0,43,0.0,0,196,0,19,91.8,180,81.1,159,110.7,31,3,18.9,37,188,81,4.3,9.9,1.04
Alvin Kamara,11822,HB,NO,5,0.8,9,83.9,,0,0,0,3.7,1,11,20,0,75.5,87.0,77.5,59.2,76.6,0.0,0,1,41,8.2,12,147,1,26,84.4,124,14.3,21,96.4,31,1,17.0,25,241,251,9.7,9.3,1.94
Chris Thompson,7936,HB,WAS,5,1.2,6,80.6,0.0,0,3,0,3.8,1,9,32,0,74.2,80.4,62.8,29.0,68.2,2.9,4,0,39,5.7,8,140,0,25,88.6,124,7.9,11,102.7,31,0,8.6,12,268,250,10.0,10.7,2.16
David Johnson,9519,HB,ARZ,5,3.3,2,77.4,100.0,3,3,0,4.0,1,10,1,0,73.5,85.9,73.4,61.3,75.6,1.0,2,1,31,20.4,39,191,0,24,75.4,144,19.9,38,107.9,31,2,4.2,8,247,156,6.5,10.3,1.72
Greg Olsen,3647,TE,CAR,5,9.6,0,58.1,0.0,0,4,0,5.3,1,14,5,0,69.0,73.9,66.0,69.5,67.0,23.7,45,1,41,12.1,23,190,0,18,84.7,161,54.2,103,88.9,31,2,18.9,36,226,77,4.3,12.6,1.4
Brandin Cooks,8655,WR,LA,5,16.6,0,64.5,55.6,5,9,0,13.0,3,17,26,0,49.3,75.9,72.7,62.4,71.6,0.0,0,1,57,0.5,1,213,1,20,92.0,196,26.3,56,96.8,31,1,73.2,156,325,66,3.3,16.3,1.66
Calvin Ridley,48262,WR,ATL,5,15.4,3,67.7,40.0,2,5,0,8.7,2,16,2,0,59.5,74.6,67.6,,68.3,0.0,0,0,34,0.0,0,216,2,21,91.2,197,11.6,25,130.4,31,3,88.4,191,295,43,2.0,14.0,1.5
Tarik Cohen,11874,HB,CHI,5,3.3,3,66.7,75.0,3,4,0,9.1,2,6,6,0,59.2,84.9,54.9,62.3,55.2,3.2,4,0,24,4.0,5,126,0,20,88.9,112,46.8,59,86.5,30,1,12.7,16,128,121,6.1,6.4,1.14
Adam Thielen,8288,WR,MIN,5,14.7,2,66.7,42.9,3,7,1,0.0,0,13,18,0,71.3,75.0,80.6,,82.0,0.0,0,0,44,0.0,0,148,3,20,91.9,136,32.4,48,140.1,30,4,67.6,100,309,92,4.6,15.5,2.27
Marquez Valdes-Scantling,47809,WR,GB,5,13.0,2,56.7,12.5,1,8,0,0.0,0,8,12,0,82.2,74.0,59.6,,62.0,0.0,0,1,47,0.0,0,189,1,17,92.6,175,12.2,23,79.2,30,1,87.8,166,235,42,2.5,13.8,1.34
Jamison Crowder,9538,WR,NYJ,4,5.4,1,75.9,100.0,2,2,0,8.3,2,8,22,0,60.7,75.2,55.5,,57.5,0.0,0,1,30,0.0,0,146,0,22,91.8,134,68.5,100,75.9,29,0,31.5,46,174,92,4.2,7.9,1.3
Preston Williams,38855,WR,MIA,4,14.6,0,51.7,33.3,3,9,0,11.8,2,11,17,1,51.2,73.3,71.3,,71.7,0.0,0,2,25,0.0,0,124,1,15,94.4,117,4.0,5,56.8,29,1,96.0,119,201,31,2.1,13.4,1.72
Le'Veon Bell,7829,HB,NYJ,4,-1.4,12,93.1,50.0,1,2,0,0.0,0,9,22,1,87.3,62.1,69.9,75.8,80.9,0.0,0,1,17,15.9,24,151,0,27,76.8,116,4.6,7,87.6,29,1,9.9,15,166,209,7.7,6.1,1.43
T.Y. Hilton,7092,WR,IND,4,8.1,2,82.8,25.0,1,4,1,0.0,0,11,14,0,85.3,75.3,77.1,,78.4,0.0,0,1,26,0.0,0,122,3,24,91.0,111,29.5,36,125.2,29,4,70.5,86,232,99,4.1,9.7,2.09
James White,8765,HB,NE,4,3.6,2,75.9,20.0,1,5,0,0.0,0,11,19,0,84.5,78.7,76.4,63.8,80.2,2.9,3,1,32,5.8,6,103,0,22,88.3,91,4.9,5,88.0,29,1,25.2,26,178,131,6.0,8.1,1.96
Leonard Fournette,11759,HB,JAX,5,0.2,4,69.0,0.0,0,1,1,9.1,2,8,15,1,47.8,67.9,58.9,62.4,45.3,0.0,0,1,20,12.5,25,200,1,20,80.5,161,2.0,4,65.7,29,0,5.5,11,143,161,8.1,7.2,0.89
Michael Gallup,26075,WR,DAL,3,12.3,4,71.4,57.1,4,7,0,13.0,3,14,9,0,46.8,74.4,83.1,,83.1,0.0,0,1,62,0.0,0,103,0,20,94.2,97,19.4,20,109.1,28,1,80.6,83,339,117,5.9,17.0,3.49
George Kittle,11901,TE,SF,4,6.2,4,82.1,75.0,3,4,0,0.0,0,13,28,0,86.1,76.0,92.5,66.0,92.3,65.3,81,0,36,19.4,24,124,0,23,73.4,91,18.5,23,113.5,28,1,11.3,14,235,138,6.0,10.2,2.58
Randall Cobb,6216,WR,DAL,5,10.0,3,63.0,50.0,1,2,0,10.5,2,11,9,0,47.8,79.0,69.1,,70.0,1.8,3,3,32,0.0,0,164,0,17,92.1,151,89.0,146,59.7,27,1,9.1,15,210,102,6.0,12.4,1.39
Diontae Johnson,33441,WR,PIT,5,9.4,3,66.7,0.0,0,2,0,5.3,1,5,25,2,69.6,18.0,57.9,,58.3,0.0,0,0,43,0.0,0,133,2,18,91.0,121,23.3,31,112.9,27,2,76.7,102,198,86,4.8,11.0,1.64
KeeSean Johnson,39587,WR,ARZ,5,9.1,1,53.8,20.0,1,5,0,12.5,2,8,1,0,51.8,73.5,56.1,,57.7,0.0,0,1,31,0.0,0,160,2,14,96.3,154,3.8,6,51.9,26,0,96.3,154,131,35,2.5,9.4,0.85
