player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Terrell Suggs,1326,ED,ARZ,2,1,9.0,100.0,3.9,3.0,3.0,0,0,0,0.0,1,48.8,73.3,35.7,76.7,66.9,77.3,0,15,0.0,0,0,1,118.8,1,3,77,2,1,1,0,15,6,5.0,15.0
Thomas Davis Sr.,2231,LB,LAC,2,1,4.7,69.2,92.1,6.4,4.5,0,0,0,0.0,27,36.6,35.2,0.0,50.7,54.2,68.5,0,20,12.5,1,0,1,109.1,9,58,63,1,6,13,1,74,37,1.3,8.2
Lorenzo Alexander,2476,ED,BUF,2,1,2.0,100.0,14.6,5.0,5.0,0,0,0,0.0,4,34.6,60.9,78.4,73.0,58.0,76.6,0,6,0.0,0,0,0,91.7,1,6,41,2,0,1,0,6,4,1.2,6.0
Johnathan Joseph,2969,CB,HST,2,1,8.5,73.3,100.0,7.9,5.8,0,1,1,6.7,13,61.1,62.9,80.3,,69.8,51.7,0,31,20.0,3,1,0,96.8,11,91,91,4,11,15,0,121,22,1.4,11.0
Antoine Bethea,3152,S,NYG,2,0,21.3,66.7,97.3,32.5,21.7,0,0,0,0.0,21,44.4,52.9,78.5,56.6,79.6,88.6,0,45,0.0,0,0,0,149.3,2,71,73,0,6,3,1,73,15,1.1,36.5
Tramon Williams,3558,CB,GB,2,0,7.4,61.5,97.3,8.4,5.2,0,0,3,23.1,12,71.7,67.9,0.0,57.2,63.5,81.9,0,61,0.0,0,1,2,88.3,8,73,75,1,3,13,0,109,96,1.6,13.6
Eric Weddle,3653,S,LA,2,2,0.0,100.0,100.0,17.3,17.3,0,0,1,33.3,26,74.8,79.3,79.9,,66.6,70.9,0,16,9.1,1,1,0,98.6,3,58,58,4,8,3,0,23,23,0.4,7.7
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,7.1,85.7,100.0,5.2,4.4,0,0,0,0.0,32,41.5,42.6,77.7,,51.3,32.2,0,16,20.0,1,0,0,106.0,6,33,33,0,3,7,0,66,20,2.1,11.0
Aqib Talib,4334,CB,LA,2,0,11.3,50.0,100.0,26.0,13.0,0,0,1,16.7,26,66.3,67.4,79.8,,67.6,28.6,0,16,50.0,2,1,0,68.8,3,85,85,0,2,6,0,36,10,0.5,12.0
Calais Campbell,4364,DI,JAX,2,1,,,1.5,,,0,0,0,,15,64.1,73.2,0.0,69.8,72.8,34.5,0,,0.0,0,0,2,0.0,0,1,68,1,1,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,2,0,8.8,53.8,88.9,8.7,4.7,0,0,2,15.4,3,79.0,78.1,78.1,61.4,63.8,82.7,0,31,0.0,0,2,0,62.7,7,64,72,3,6,13,0,49,30,0.8,7.0
Wesley Woodyard,4583,LB,TEN,2,0,,,77.8,,,0,0,0,,31,67.1,66.5,72.0,57.5,61.8,78.4,0,,0.0,0,0,0,0.0,0,7,9,1,1,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,PHI,2,1,3.7,77.8,90.5,11.6,9.0,0,0,0,0.0,24,63.7,62.0,78.6,51.5,57.4,61.1,0,17,0.0,0,0,0,90.7,7,86,95,4,6,9,0,52,28,0.6,7.4
Clay Matthews,4949,ED,LA,2,0,11.0,0.0,22.0,,9.0,0,0,0,0.0,26,51.1,61.6,80.2,60.2,65.7,75.2,0,,,0,0,0,39.6,0,11,50,1,0,1,0,0,0,0.0,
Patrick Chung,4957,S,NE,2,1,3.0,83.3,88.5,10.0,8.3,0,0,1,16.7,19,84.4,83.3,77.0,61.3,65.0,81.8,0,11,0.0,0,1,0,86.1,5,54,61,3,3,6,0,28,15,0.6,5.6
Jason McCourty,5127,CB,NE,2,0,16.3,40.0,100.0,13.8,5.5,0,0,4,26.7,19,78.4,80.4,81.0,,80.4,83.1,0,45,0.0,0,3,0,58.8,6,89,89,6,9,15,0,84,30,1.0,14.0
Clinton McDonald,5173,DI,ARZ,2,0,,,6.3,,,0,0,0,,1,58.3,57.0,77.8,64.1,50.0,67.3,0,,,0,0,0,0.0,0,2,32,0,0,0,0,0,0,0.0,
Michael Bennett,5273,DI,NE,2,0,,,4.1,,,0,0,0,,19,62.2,63.7,78.5,62.1,55.2,67.4,0,,,0,0,0,0.0,0,2,49,1,0,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,2,0,5.5,87.5,100.0,11.1,9.8,0,0,0,0.0,25,51.0,49.8,80.2,,45.2,45.3,0,16,14.3,1,0,0,99.5,7,85,85,1,6,8,0,63,27,0.8,9.0
Brandon Graham,5538,ED,PHI,2,0,,,2.8,,,0,0,0,,24,70.8,89.8,83.2,70.4,90.6,74.7,0,,0.0,0,0,0,0.0,0,2,71,1,1,0,0,0,0,0.0,
