player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Orlando Brown Jr.,46227,T,BLT,6,100.0,2,3,66.2,76.0,55.5,0,11,237,100.0,100.0,96.4,3,14,3,462,0,0,1,462,252,252,0,461,210,0
Bradley Bozeman,27934,G,BLT,6,100.0,1,3,56.3,54.3,60.4,1,9,237,100.0,100.0,96.2,4,14,4,462,0,462,0,462,252,252,0,0,210,0
Matt Skura,11102,C,BLT,6,100.0,0,3,72.9,69.0,73.1,0,3,237,100.0,100.0,98.9,2,4,1,462,462,0,0,462,252,252,0,0,210,0
Ronnie Stanley,10640,T,BLT,6,100.0,0,3,84.9,90.4,71.6,1,2,233,100.0,100.0,99.4,2,3,0,445,0,0,436,445,248,248,0,0,197,9
Marshal Yanda,3702,G,BLT,6,100.0,0,3,76.7,80.0,70.3,0,4,231,100.0,100.0,98.7,0,5,1,439,0,0,0,439,246,246,439,0,193,0
Ted Karras,10855,C,NE,6,100.0,1,19,68.6,58.1,72.1,0,7,244,100.0,100.0,97.7,3,9,2,438,438,0,0,438,260,260,0,0,178,0
Shaq Mason,9564,G,NE,6,100.0,0,19,63.6,63.6,62.0,2,13,244,100.0,100.0,96.5,1,16,1,433,0,0,0,433,260,260,433,0,173,0
Joe Thuney,10712,G,NE,6,100.0,0,19,68.7,79.8,59.6,0,5,241,100.0,100.0,98.5,0,6,1,432,0,424,0,432,257,257,0,8,175,0
Germain Ifedi,10665,T,SEA,6,100.0,1,29,50.8,46.0,60.5,1,24,223,100.0,100.0,93.0,7,28,3,428,0,0,0,428,250,250,0,428,178,0
Justin Britt,8699,C,SEA,6,100.0,0,29,61.2,44.7,65.3,3,5,222,100.0,100.0,97.3,1,10,2,427,427,0,0,427,249,249,0,0,178,0
D.J. Humphries,9457,T,ARZ,6,100.0,1,1,61.7,69.9,53.4,1,11,271,100.0,100.0,97.4,6,13,1,426,0,1,424,426,289,289,0,0,137,1
J.R. Sweezy,7209,G,ARZ,6,100.0,0,1,65.3,77.4,54.6,1,7,271,100.0,100.0,98.5,4,8,0,426,0,0,0,426,289,289,425,1,137,0
Justin Pugh,7800,G,ARZ,6,100.0,0,1,64.2,83.3,50.5,2,5,271,100.0,100.0,98.3,0,8,1,426,0,425,0,426,289,289,1,0,137,0
A.Q. Shipley,5150,C,ARZ,6,100.0,0,1,59.9,80.6,47.5,0,4,271,100.0,100.0,99.3,1,4,0,426,426,0,0,426,289,289,0,0,137,0
Lane Johnson,7786,T,PHI,6,100.0,1,24,80.0,72.7,84.7,3,12,238,100.0,100.0,96.8,3,15,0,421,0,0,5,421,256,256,0,415,165,0
Jason Kelce,6343,C,PHI,6,100.0,0,24,74.5,68.9,73.6,1,9,237,100.0,100.0,97.9,0,10,0,420,420,0,0,420,255,255,0,0,165,0
