player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,9,40,40,4.26,43.38,48.78,5.9,1,1,3,6,1,56.5,13,64,4,1,57.5,136,23,41,170.28,1735,4,1951
Dustin Colquitt,2316,P,KC,11,37,37,4.49,41.54,44.24,4.0,0,0,7,12,16,71.7,19,68,1,0,40.5,60,15,37,166.14,1537,2,1637
Sam Koch,3148,P,BLT,9,21,21,4.27,41.81,46.29,5.7,0,0,2,7,3,66.1,11,57,3,0,28.6,34,6,21,89.7,878,3,972
Brett Kern,4580,P,TEN,10,54,54,4.28,43.28,47.43,9.7,0,0,4,13,31,92.3,30,70,16,0,35.2,184,19,54,231.07,2337,2,2561
Kevin Huber,5066,P,CIN,10,45,45,4.37,41.6,43.89,4.8,0,0,7,22,7,66.7,20,63,1,0,28.9,63,13,45,196.63,1872,2,1975
Thomas Morstead,5088,P,NO,10,39,39,4.35,42.23,45.36,8.7,0,0,5,16,20,72.5,26,64,4,0,35.9,122,14,39,169.67,1647,0,1769
Britton Colquitt,5192,P,MIN,10,41,41,4.47,43.07,45.8,7.0,0,0,6,14,18,76.9,15,59,5,0,39.0,112,16,41,183.35,1766,0,1878
Matt Bosher,6344,P,ATL,3,9,9,4.61,40.78,41.89,5.0,1,0,0,7,2,61.5,2,52,0,0,22.2,10,2,10,41.45,367,0,377
Chris Jones,6798,P,DAL,10,29,29,4.56,37.24,42.07,10.0,0,0,2,12,9,74.9,14,58,2,0,41.4,120,12,29,132.35,1080,1,1220
Bryan Anger,7072,P,HST,7,22,22,4.41,43.73,46.18,1.6,0,0,6,5,13,66.3,11,71,0,0,40.9,14,9,22,96.92,962,2,1016
Johnny Hekker,7252,P,LA,10,40,40,4.36,42.75,47.6,7.6,1,0,6,7,26,68.2,13,68,8,0,37.5,114,15,41,174.54,1710,4,1904
Sam Martin,7947,P,DET,10,43,43,4.29,40.86,43.47,3.3,0,0,9,11,11,57.7,20,62,4,0,37.2,52,16,43,184.32,1757,3,1869
Ryan Allen,8242,P,ATL,2,5,5,4.08,31.8,40.8,12.5,0,0,0,2,2,58.8,2,50,0,0,40.0,25,2,5,20.4,159,1,204
Tress Way,8358,P,WAS,10,50,50,4.42,44.02,48.92,9.8,0,0,7,15,32,72.0,20,66,4,0,46.0,225,23,50,220.96,2201,1,2446
Pat O'Donnell,8826,P,CHI,10,58,58,4.29,41.97,45.26,6.0,1,0,7,22,6,61.3,17,75,2,1,43.1,151,25,59,248.69,2434,2,2625
Kasey Redfern,9155,P,ATL,3,9,9,4.41,36.89,41.22,7.8,0,0,0,3,2,60.2,3,54,1,0,55.6,39,5,9,39.68,332,0,371
Michael Palardy,9277,P,CAR,10,46,46,4.32,39.76,45.96,9.1,0,0,3,10,5,57.9,18,58,4,0,58.7,245,27,46,198.64,1829,2,2114
Bradley Pinion,9598,P,TB,10,39,39,4.46,39.38,43.46,7.9,0,0,8,13,30,69.2,14,63,1,0,38.5,119,15,39,173.88,1536,2,1695
Ty Long,9728,K,LAC,10,32,32,4.05,41.78,47.69,7.9,0,0,2,5,27,54.2,14,60,1,0,75.0,189,24,32,129.59,1337,0,1526
Matt Wile,9972,P,ATL,2,6,6,4.53,44.67,48.33,5.5,0,0,0,0,2,63.7,3,60,2,0,66.7,22,4,6,27.16,268,0,290
Jordan Berry,10236,P,PIT,10,44,44,4.43,41.48,46.45,9.4,0,0,8,14,25,72.6,18,62,1,0,43.2,179,19,44,195.06,1825,2,2044
Riley Dixon,10862,P,NYG,10,40,40,4.4,42.8,46.45,6.2,1,0,7,8,21,70.0,19,59,6,0,42.5,106,17,41,175.81,1712,2,1858
Lachlan Edwards,10869,P,NYJ,10,59,59,4.23,42.1,46.34,7.0,0,0,10,8,22,59.5,20,63,7,0,55.9,230,33,59,249.3,2484,1,2734
Zane Gonzalez,11979,K,ARZ,1,2,2,4.25,42.0,42.0,,0,0,1,1,1,59.7,0,44,0,0,0.0,0,0,2,8.49,84,0,84
Rigoberto Sanchez,12130,P,IND,10,35,35,4.34,41.66,44.57,5.1,0,0,5,8,14,73.8,12,60,5,0,45.7,82,16,35,151.94,1458,1,1560
Matt Haack,12212,P,MIA,10,48,48,4.3,41.81,45.75,7.8,0,0,8,15,17,59.8,20,62,4,0,39.6,149,19,48,206.63,2007,2,2196
Cameron Johnston,12255,P,PHI,10,42,42,4.23,43.12,47.79,7.6,0,0,3,14,24,56.6,19,61,4,0,42.9,136,18,42,177.76,1811,3,2007
Corey Bojorquez,27626,P,BUF,10,47,47,4.59,38.28,43.17,10.0,1,0,6,14,4,69.9,21,64,10,0,23.4,110,11,48,215.81,1799,6,2029
Logan Cooke,29214,P,JAX,10,48,48,4.4,43.77,45.52,3.7,0,0,6,20,15,63.0,19,61,8,0,25.0,44,12,48,211.12,2101,2,2185
Ryan Winslow,30026,P,ARZ,2,6,6,4.15,44.17,48.5,1.5,0,0,1,0,1,53.8,2,55,0,0,66.7,6,4,6,24.88,265,1,291
Jake Bailey,33963,P,NE,10,56,56,4.46,42.57,45.04,5.4,0,0,8,15,19,77.8,30,63,13,0,32.1,98,18,56,249.73,2384,2,2522
Michael Dickson,35381,P,SEA,10,45,45,4.45,40.73,46.31,7.1,0,0,3,8,29,71.8,21,63,6,0,53.3,171,24,45,200.1,1833,4,2084
A.J. Cole III,36038,P,OAK,10,41,41,4.27,39.0,46.78,10.8,0,0,2,10,23,57.7,18,60,2,0,58.5,259,24,41,175.04,1599,3,1918
Colby Wadman,38062,P,DEN,10,50,50,4.45,38.32,43.54,10.1,0,0,6,13,10,69.1,22,60,9,0,36.0,181,18,50,222.54,1916,4,2177
J.K. Scott,38809,P,GB,10,47,47,4.56,41.89,45.89,8.7,0,0,4,16,12,81.3,19,66,8,0,36.2,148,17,47,214.24,1969,2,2157
Trevor Daniel,38843,P,HST,2,11,11,4.12,40.91,43.55,4.1,0,0,1,3,13,58.8,2,54,0,0,63.6,29,7,11,45.33,450,0,479
Mitch Wishnowsky,44663,P,SF,10,32,32,4.3,42.09,44.69,3.9,0,0,7,7,28,64.1,15,65,5,0,34.4,43,11,32,137.68,1347,2,1430
Jamie Gillan,63303,P,CLV,10,46,46,4.59,41.48,46.5,11.9,1,0,11,15,8,78.0,23,71,4,0,23.9,131,11,47,211.28,1908,5,2139
