player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,5,23,23,4.19,42.74,47.83,5.9,1,1,3,2,1,55.7,9,59,3,1,56.5,77,13,24,96.42,983,2,1100
Dustin Colquitt,2316,P,KC,7,22,22,4.5,40.68,43.91,3.9,0,0,3,8,16,66.7,9,68,1,0,36.4,31,8,22,98.94,895,2,966
Sam Koch,3148,P,BLT,7,18,18,4.31,41.44,46.67,5.7,0,0,1,7,3,65.6,10,57,1,0,33.3,34,6,18,77.53,746,3,840
Brett Kern,4580,P,TEN,7,42,42,4.26,43.02,46.9,9.5,0,0,4,10,31,91.4,25,70,13,0,31.0,123,13,42,179.0,1807,2,1970
Kevin Huber,5066,P,CIN,7,34,34,4.38,41.0,43.79,5.0,0,0,5,15,7,68.6,13,63,1,0,32.4,55,11,34,149.02,1394,2,1489
Thomas Morstead,5088,P,NO,7,30,30,4.33,42.97,45.43,7.4,0,0,3,14,20,73.0,22,64,3,0,33.3,74,10,30,129.91,1289,0,1363
Britton Colquitt,5192,P,MIN,7,24,24,4.52,42.67,46.63,7.3,0,0,2,8,18,74.3,7,59,1,0,54.2,95,13,24,108.53,1024,0,1119
Matt Bosher,6344,P,ATL,3,9,9,4.61,40.78,41.89,5.0,1,0,0,7,2,61.5,2,52,0,0,22.2,10,2,10,41.45,367,0,377
Chris Jones,6798,P,DAL,7,22,22,4.56,38.82,42.91,7.8,0,0,1,9,9,73.9,10,58,2,0,40.9,70,9,22,100.41,854,1,944
Bryan Anger,7072,P,HST,4,12,12,4.44,45.17,46.75,-0.3,0,0,5,3,13,68.2,7,71,0,0,25.0,-1,3,12,53.26,542,1,561
Johnny Hekker,7252,P,LA,7,21,21,4.29,41.95,46.38,9.3,1,0,3,4,26,62.6,5,68,4,0,47.6,93,10,22,90.18,881,0,974
Sam Martin,7947,P,DET,6,27,27,4.26,41.48,43.81,2.3,0,0,6,5,11,58.5,12,62,4,0,37.0,23,10,27,114.92,1120,2,1183
Tress Way,8358,P,WAS,7,37,37,4.5,44.54,50.0,9.1,0,0,2,10,32,83.9,15,66,4,0,54.1,182,20,37,166.51,1648,1,1850
Pat O'Donnell,8826,P,CHI,6,32,32,4.25,41.97,46.41,7.2,1,0,5,7,6,64.5,8,75,2,1,53.1,122,17,33,135.96,1343,1,1485
Kasey Redfern,9155,P,ATL,2,8,8,4.38,37.0,41.88,7.8,0,0,0,2,2,60.6,3,54,1,0,62.5,39,5,8,35.06,296,0,335
Michael Palardy,9277,P,CAR,6,28,28,4.37,43.21,47.75,6.3,0,0,2,6,5,66.7,13,58,2,0,60.7,107,17,28,122.48,1210,1,1337
Bradley Pinion,9598,P,TB,6,26,26,4.48,39.38,43.62,7.8,0,0,7,8,30,65.2,7,63,0,0,34.6,70,9,26,116.36,1024,2,1134
Ty Long,9728,K,LAC,6,20,20,4.08,42.0,47.3,7.6,0,0,1,5,27,58.1,11,60,0,0,70.0,106,14,20,81.5,840,0,946
Matt Wile,9972,P,ATL,2,6,6,4.53,44.67,48.33,5.5,0,0,0,0,2,63.7,3,60,2,0,66.7,22,4,6,27.16,268,0,290
Jordan Berry,10236,P,PIT,6,26,26,4.36,41.46,47.12,9.7,0,0,4,9,25,68.1,11,62,0,0,42.3,107,11,26,113.25,1078,2,1225
Riley Dixon,10862,P,NYG,7,28,28,4.29,42.5,44.96,4.5,1,0,6,5,21,65.1,15,58,5,0,39.3,49,11,29,120.22,1190,1,1259
Lachlan Edwards,10869,P,NYJ,6,41,41,4.23,42.61,46.73,7.3,0,0,8,6,22,58.9,15,63,4,0,56.1,169,23,41,173.54,1747,0,1916
Zane Gonzalez,11979,K,ARZ,1,2,2,4.25,42.0,42.0,,0,0,1,1,1,59.7,0,44,0,0,0.0,0,0,2,8.49,84,0,84
Rigoberto Sanchez,12130,P,IND,6,20,20,4.3,41.4,44.6,4.9,0,0,2,5,14,77.8,7,60,3,0,45.0,44,9,20,85.97,828,1,892
Matt Haack,12212,P,MIA,6,31,31,4.37,43.23,46.71,7.3,0,0,5,11,17,59.2,12,62,2,0,38.7,88,12,31,135.45,1340,1,1448
Cameron Johnston,12255,P,PHI,7,25,25,4.31,44.56,47.64,7.0,0,0,1,11,24,62.7,15,60,2,0,44.0,77,11,25,107.7,1114,0,1191
Corey Bojorquez,27626,P,BUF,6,29,29,4.75,35.55,42.59,13.0,1,0,3,8,4,77.2,14,64,5,0,27.6,104,8,30,137.76,1031,5,1235
Logan Cooke,29214,P,JAX,7,35,35,4.4,44.11,45.69,3.9,0,0,4,14,15,59.8,13,61,7,0,25.7,35,9,35,153.83,1544,1,1599
Ryan Winslow,30026,P,ARZ,2,6,6,4.15,44.17,48.5,1.5,0,0,1,0,1,53.8,2,55,0,0,66.7,6,4,6,24.88,265,1,291
