player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Bradley Bozeman,27934,G,BLT,5,0,3,62.7,100.0,111,66.1,111,63.0,0,100.0,168,168,62.7,100.0,45,26.8,45
Matt Skura,11102,C,BLT,5,0,3,74.7,100.0,111,66.1,111,75.8,0,100.0,168,168,71.5,100.0,45,26.8,45
Orlando Brown Jr.,46227,T,BLT,5,0,3,52.5,100.0,111,66.1,111,54.2,1,100.0,168,168,60.1,100.0,45,26.8,45
Laken Tomlinson,9461,G,SF,4,1,28,51.9,100.0,54,33.8,54,61.6,3,100.0,160,160,60.8,100.0,90,56.3,90
Weston Richburg,8678,C,SF,4,0,28,58.9,100.0,54,33.8,54,58.5,0,100.0,160,160,53.2,100.0,90,56.3,90
Ronnie Stanley,10640,T,BLT,5,0,3,67.3,100.0,107,67.7,107,70.9,1,100.0,158,158,64.9,100.0,40,25.3,40
Mark Glowinski,9567,G,IND,5,0,14,53.3,100.0,67,42.9,67,63.2,1,100.0,156,156,65.6,100.0,72,46.2,72
Quenton Nelson,12954,G,IND,5,0,14,79.5,100.0,67,42.9,67,90.6,0,100.0,156,156,91.0,100.0,72,46.2,72
Ryan Kelly,10652,C,IND,5,1,14,70.9,100.0,67,42.9,67,75.7,1,100.0,156,156,73.5,100.0,72,46.2,72
Anthony Castonzo,6174,T,IND,5,0,14,63.8,100.0,67,42.9,67,76.2,0,100.0,156,156,82.6,100.0,72,46.2,72
Braden Smith,46794,T,IND,5,0,14,61.6,100.0,67,42.9,67,71.0,0,100.0,156,156,79.7,100.0,72,46.2,72
Brian O'Neill,46854,T,MIN,5,0,18,51.2,100.0,36,23.7,36,70.6,0,100.0,152,152,77.6,100.0,101,66.4,101
Mike McGlinchey,46275,T,SF,4,0,28,48.2,100.0,51,33.6,51,56.2,0,100.0,152,152,74.7,100.0,88,57.9,88
Mike Person,6391,G,SF,4,0,28,64.0,100.0,53,34.9,53,66.9,2,100.0,152,152,64.9,100.0,88,57.9,88
Garrett Bradbury,46013,C,MIN,5,0,18,61.8,100.0,36,23.7,36,60.0,3,100.0,152,152,59.5,100.0,101,66.4,101
Marshal Yanda,3702,G,BLT,5,0,3,57.1,100.0,104,68.9,104,68.2,0,100.0,151,151,86.6,100.0,36,23.8,36
Riley Reiff,7029,T,MIN,5,0,18,62.1,100.0,36,24.0,36,53.0,2,100.0,150,150,57.7,100.0,101,67.3,101
Jimmy Garoppolo,8697,QB,SF,4,0,28,60.0,98.1,53,36.3,54,60.0,0,91.3,146,160,60.0,98.9,89,61.0,90
Justin Britt,8699,C,SEA,5,0,29,69.6,100.0,39,27.1,39,63.0,0,100.0,144,144,58.9,100.0,94,65.3,94
Germain Ifedi,10665,T,SEA,5,0,29,48.8,100.0,39,27.1,39,60.3,2,100.0,144,144,66.5,100.0,94,65.3,94
Duane Brown,4340,T,SEA,5,0,29,64.4,100.0,39,27.1,39,58.6,0,100.0,144,144,56.0,100.0,94,65.3,94
Jacoby Brissett,10725,QB,IND,5,0,14,60.0,100.0,67,46.5,67,60.0,0,92.3,144,156,60.0,100.0,72,50.0,72
Lane Johnson,7786,T,PHI,5,1,24,59.0,100.0,51,35.4,51,80.1,2,100.0,144,144,90.1,100.0,73,50.7,73
Jason Kelce,6343,C,PHI,5,0,24,78.1,100.0,51,35.4,51,74.2,0,100.0,144,144,69.5,100.0,73,50.7,73
Ted Karras,10855,C,NE,5,0,19,72.1,100.0,83,58.0,83,66.4,1,100.0,143,143,66.3,100.0,33,23.1,33
Isaac Seumalo,10713,G,PHI,5,0,24,46.8,100.0,51,35.7,51,53.9,2,100.0,143,143,59.3,100.0,72,50.3,72
Kyle Rudolph,6195,TE,MIN,5,0,18,60.0,100.0,34,23.9,34,56.7,1,100.0,142,142,56.3,100.0,96,67.6,96
Kirk Cousins,7102,QB,MIN,5,0,18,60.0,100.0,36,25.7,36,60.0,0,93.3,140,150,60.0,98.0,99,70.7,101
Joe Thuney,10712,G,NE,5,0,19,72.9,100.0,81,57.9,81,58.8,0,100.0,140,140,40.9,100.0,32,22.9,32
Connor Williams,46216,G,DAL,5,0,9,59.1,100.0,43,30.9,43,59.5,1,100.0,139,139,57.1,100.0,87,62.6,87
Shaq Mason,9564,G,NE,5,0,19,57.1,100.0,82,59.4,82,53.9,1,100.0,138,138,40.6,100.0,31,22.5,31
La'el Collins,9719,T,DAL,5,0,9,78.8,100.0,43,31.4,43,92.4,1,100.0,137,137,95.0,100.0,85,62.0,85
Kolton Miller,47013,T,OAK,5,0,23,43.3,100.0,37,27.2,37,54.3,0,100.0,136,136,58.6,100.0,87,64.0,87
Rodney Hudson,6207,C,OAK,5,0,23,61.0,100.0,37,27.2,37,71.9,2,100.0,136,136,74.0,100.0,87,64.0,87
Travis Frederick,7812,C,DAL,5,0,9,62.9,100.0,42,30.9,42,63.0,0,100.0,136,136,62.1,100.0,85,62.5,85
Donovan Smith,9467,T,TB,5,1,30,67.3,100.0,74,55.2,74,66.5,1,100.0,134,134,59.8,100.0,47,35.1,47
Ryan Jensen,7985,C,TB,5,0,30,61.4,100.0,74,55.2,74,70.0,0,100.0,134,134,67.3,100.0,47,35.1,47
Ali Marpet,9494,G,TB,5,0,30,64.1,100.0,74,55.2,74,77.8,0,100.0,134,134,77.3,100.0,47,35.1,47
Alex Cappa,66578,G,TB,5,0,30,55.9,100.0,74,55.2,74,59.1,0,100.0,134,134,60.1,100.0,47,35.1,47
George Kittle,11901,TE,SF,4,0,28,70.1,100.0,48,35.8,48,74.0,0,99.3,134,135,70.9,100.0,74,55.2,74
Demar Dotson,5410,T,TB,5,0,30,61.1,100.0,74,55.2,74,68.0,0,100.0,134,134,83.1,100.0,47,35.1,47
Brandon Brooks,7078,G,PHI,5,0,24,72.1,100.0,47,35.1,47,85.9,1,100.0,134,134,90.2,100.0,68,50.7,68
Garett Bolles,11775,T,DEN,5,1,10,57.4,100.0,59,44.4,59,53.0,3,100.0,133,133,52.4,100.0,65,48.9,65
Ron Leary,7338,G,DEN,5,0,10,45.4,100.0,59,44.4,59,47.4,2,100.0,133,133,54.0,100.0,65,48.9,65
Dalton Risner,47008,G,DEN,5,0,10,71.6,100.0,59,44.4,59,65.2,0,100.0,133,133,62.3,100.0,65,48.9,65
Connor McGovern,10778,C,DEN,5,0,10,60.3,100.0,59,44.4,59,62.1,0,100.0,133,133,61.8,100.0,65,48.9,65
Nick Boyle,9604,TE,BLT,5,0,3,69.0,100.0,96,72.2,96,67.4,1,100.0,133,133,57.8,100.0,28,21.1,28
Zack Martin,8651,G,DAL,5,0,9,62.4,100.0,40,30.3,40,75.3,1,100.0,132,132,76.3,100.0,84,63.6,84
Jack Doyle,8520,TE,IND,5,0,14,53.8,100.0,54,40.9,54,61.4,0,100.0,132,132,77.5,100.0,61,46.2,61
Jason Peters,2148,T,PHI,5,0,24,53.5,100.0,45,34.1,45,67.0,1,100.0,132,132,74.3,100.0,69,52.3,69
Tom Brady,698,QB,NE,5,0,19,60.1,100.0,79,60.3,79,60.1,0,94.9,131,138,60.0,100.0,32,24.4,32
Derek Carr,8671,QB,OAK,5,0,23,60.0,97.3,36,27.7,37,60.0,0,95.6,130,136,60.0,98.9,86,66.2,87
Adam Thielen,8288,WR,MIN,5,0,18,58.7,96.9,31,23.8,32,64.0,1,99.2,130,131,59.1,100.0,85,65.4,85
Russell Wilson,7077,QB,SEA,5,0,29,60.0,100.0,39,30.0,39,60.0,0,90.3,130,144,60.0,93.6,88,67.7,94
Joe Flacco,4332,QB,DEN,5,0,10,60.0,100.0,59,45.7,59,60.0,0,97.0,129,133,60.0,100.0,65,50.4,65
Nelson Agholor,9453,WR,PHI,5,0,24,51.6,100.0,46,35.9,46,46.0,0,100.0,128,128,69.3,100.0,68,53.1,68
Dak Prescott,10769,QB,DAL,5,0,9,60.0,100.0,42,32.8,42,60.0,0,94.1,128,136,60.0,95.3,81,63.3,85
Elijah Wilkinson,46238,T,DEN,5,0,10,53.5,100.0,58,45.3,58,49.8,1,100.0,128,128,49.9,100.0,62,48.4,62
Jack Conklin,10642,T,TEN,5,0,31,67.6,100.0,22,17.3,22,75.8,1,100.0,127,127,80.0,100.0,97,76.4,97
Greg Van Roten,7746,G,CAR,5,0,5,50.9,100.0,48,37.8,48,50.8,0,100.0,127,127,56.3,100.0,71,55.9,71
Matt Paradis,8841,C,CAR,5,0,5,57.8,100.0,48,37.8,48,57.5,0,100.0,127,127,55.9,100.0,71,55.9,71
Ben Jones,7099,C,TEN,5,0,31,52.3,100.0,22,17.3,22,72.6,0,100.0,127,127,74.6,100.0,97,76.4,97
