player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jake Matthews,8641,T,ATL,14,0,2,84.3,3,16,648,100.0,100.0,97.3,5,27,8,701,701,77.8,2,12,319,100.0,100.0,95.9,20,6,347,347
Alex Mack,4944,C,ATL,14,0,2,75.3,8,17,643,100.0,100.0,97.9,2,26,1,696,696,60.7,8,13,317,100.0,100.0,96.4,22,1,345,345
Ryan Jensen,7985,C,TB,14,0,30,84.2,3,10,627,100.0,100.0,98.8,0,14,1,666,666,81.3,2,6,304,100.0,100.0,98.4,9,1,327,327
Ali Marpet,9494,G,TB,14,1,30,81.5,7,12,627,100.0,100.0,98.2,2,21,2,666,666,72.9,6,10,304,100.0,100.0,96.7,18,2,327,327
Kaleb McGary,46912,T,ATL,14,0,2,55.6,11,19,606,99.8,99.8,95.7,0,41,11,657,658,47.6,7,14,305,100.0,100.0,93.0,32,11,332,332
Andrew Norwell,9126,G,JAX,14,1,15,76.9,5,18,600,100.0,100.0,97.7,3,25,2,645,645,67.0,5,15,310,100.0,100.0,96.1,22,2,336,336
Jawaan Taylor,41665,T,JAX,14,1,15,67.7,3,26,599,100.0,100.0,96.2,7,37,8,644,644,59.7,2,25,309,100.0,100.0,93.7,33,6,335,335
Brandon Linder,8728,C,JAX,14,2,15,80.3,0,11,599,100.0,100.0,99.1,5,11,0,644,644,77.8,0,8,309,100.0,100.0,98.7,8,0,335,335
Isaac Seumalo,10713,G,PHI,14,0,24,66.8,5,27,591,100.0,100.0,96.4,0,37,5,633,633,62.1,2,17,226,100.0,100.0,94.5,22,3,243,243
Jason Kelce,6343,C,PHI,14,0,24,69.5,4,26,591,100.0,100.0,97.3,1,31,1,633,633,68.4,1,14,227,100.0,100.0,96.3,16,1,244,244
