player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,6,6.9,5,68.2,42.9,3,7,0,2.2,1,23,26,0,84.3,79.0,79.0,55.1,79.9,0.0,0,1,66,3.0,8,264,0,45,89.4,236,75.4,199,105.7,66,4,24.6,65,522,252,5.6,11.6,2.21
Michael Thomas,10681,WR,NO,6,8.0,5,80.3,80.0,8,10,1,7.0,4,30,20,0,66.3,79.6,82.3,,83.6,0.0,0,0,42,0.0,0,239,4,53,93.3,223,31.4,75,121.7,66,3,68.6,164,632,204,3.8,11.9,2.83
Keenan Allen,7857,WR,LAC,6,11.2,4,70.2,50.0,5,10,0,7.0,3,26,27,0,66.2,78.4,77.9,,76.8,0.0,0,3,34,0.0,0,263,2,40,93.5,246,52.5,138,92.9,57,3,47.5,125,503,136,3.4,12.6,2.04
Tyler Boyd,10689,WR,CIN,6,8.1,3,70.2,60.0,6,10,0,2.4,1,20,7,0,82.8,78.7,71.6,,69.8,0.8,2,2,47,0.0,0,263,0,40,93.5,246,63.9,168,82.2,57,1,35.4,93,416,155,3.9,10.4,1.69
DeAndre Hopkins,7808,WR,HST,6,9.8,3,71.4,45.5,5,11,0,9.1,4,25,13,0,59.3,78.4,77.1,,78.9,0.0,0,1,38,0.0,0,253,1,40,92.5,234,34.8,88,96.0,56,2,65.2,165,402,142,3.6,10.1,1.72
Julian Edelman,5156,WR,NE,6,9.0,4,69.1,50.0,3,6,0,13.6,6,20,19,1,50.0,30.6,72.6,,72.7,0.0,0,2,36,0.0,0,240,2,38,92.9,223,64.2,154,90.6,55,2,35.8,86,449,153,4.0,11.8,2.01
Chris Godwin,11839,WR,TB,6,11.6,7,81.1,72.7,8,11,0,2.3,1,38,30,0,83.5,78.4,91.4,71.0,91.3,1.9,5,1,30,0.8,2,258,1,43,93.8,242,64.7,167,148.6,53,6,32.9,85,662,237,5.5,15.4,2.74
Mike Evans,8642,WR,TB,6,16.1,0,51.9,31.3,5,16,0,12.9,4,20,30,0,48.0,76.3,77.5,69.6,75.9,0.4,1,4,67,0.4,1,255,0,27,94.1,240,20.8,53,76.1,52,4,78.8,201,464,91,3.4,17.2,1.93
Julio Jones,6158,WR,ATL,6,12.7,1,66.7,38.9,7,18,0,2.9,1,26,2,1,89.3,28.7,80.0,,79.2,0.0,0,2,54,0.0,0,252,0,34,92.5,233,17.5,44,105.6,51,4,82.5,208,467,128,3.8,13.7,2.0
Zach Ertz,7816,TE,PHI,6,9.0,1,64.7,45.5,5,11,0,5.7,2,17,24,1,71.6,28.6,71.0,68.9,72.2,34.6,80,1,26,5.6,13,231,0,33,88.7,205,40.7,94,84.3,51,1,24.7,57,366,89,2.7,11.1,1.79
Odell Beckham Jr.,8647,WR,CLV,6,11.4,4,58.0,40.0,4,10,2,9.4,3,16,8,0,61.3,29.5,73.3,,72.6,0.0,0,3,89,0.0,0,240,4,29,89.6,215,23.8,57,68.4,50,1,76.3,183,436,164,5.7,15.0,2.03
Larry Fitzgerald,1724,WR,ARZ,6,9.7,2,71.4,58.3,7,12,0,0.0,0,18,1,0,89.7,77.6,67.7,44.9,71.3,0.7,2,1,54,0.7,2,268,2,35,93.3,250,91.4,245,103.0,49,2,7.8,21,427,146,4.2,12.2,1.71
Austin Hooper,10715,TE,ATL,6,7.6,4,85.7,50.0,1,2,0,2.3,1,23,2,0,83.9,78.5,83.8,70.2,85.0,49.8,130,2,30,6.9,18,261,1,42,84.7,221,43.3,113,110.9,49,3,6.9,18,480,192,4.6,11.4,2.17
Robert Woods,7822,WR,LA,6,8.4,3,64.6,33.3,2,6,0,6.1,2,18,26,0,70.5,79.0,75.1,76.4,73.2,0.0,0,2,37,2.5,7,275,2,31,90.2,248,38.2,105,69.4,48,0,61.8,170,355,164,5.3,11.5,1.43
Evan Engram,11778,TE,NYG,5,6.3,1,68.8,20.0,2,10,0,2.9,1,18,21,0,79.6,77.6,70.5,61.1,74.4,50.5,104,0,75,5.8,12,206,2,33,87.4,180,38.3,79,105.6,48,2,11.2,23,373,217,6.6,11.3,2.07
Will Fuller V,10655,WR,HST,6,14.6,2,68.8,66.7,4,6,0,15.4,6,18,13,1,36.6,28.2,74.3,64.5,72.3,0.0,0,1,54,0.4,1,250,1,33,92.4,231,27.6,69,110.1,48,3,72.4,181,444,175,5.3,13.5,1.92
