player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Darius Phillips,49507,CB,CIN,2,12,,12.0,7,0,39.6,0,1,0,0,0,0.0
Johnathan Joseph,2969,CB,HST,4,12,,6.0,13,0,39.6,0,2,0,0,0,0.0
Dominique Rodgers-Cromartie,4330,CB,WAS,1,1,,1.0,32,0,39.6,0,1,0,0,0,0.0
Amani Hooker,51378,S,TEN,3,7,,7.0,31,0,39.6,0,1,0,0,0,0.0
Jahlani Tavai,51055,LB,DET,3,4,,4.0,11,0,39.6,0,1,0,0,0,0.0
Mike Ford,50535,CB,DET,2,18,,18.0,11,0,39.6,0,1,0,0,0,0.0
Patrick Robinson,5557,S,NO,2,5,,5.0,20,0,39.6,0,1,0,0,0,0.0
Nik Needham,50356,CB,MIA,1,5,,2.5,17,0,39.6,0,2,0,0,0,0.0
Albert McClellan,6022,LB,NYJ,1,2,,2.0,22,0,39.6,0,1,0,0,0,0.0
Andrew Sendejo,6118,S,PHI,6,24,,24.0,24,0,39.6,0,1,0,0,0,0.0
Denzel Ward,49558,CB,CLV,2,5,,2.5,8,0,39.6,0,2,0,0,0,0.0
Todd Davis,9007,LB,DEN,4,22,,22.0,10,0,39.6,0,1,0,0,0,0.0
Isaac Yiadom,49355,CB,DEN,3,3,,3.0,10,0,39.6,0,1,0,0,0,0.0
Ronnie Harrison,49206,S,JAX,5,20,,10.0,15,0,39.6,0,2,0,0,0,0.0
Leon Jacobs,44980,LB,JAX,3,12,,12.0,15,0,39.6,0,1,0,0,0,0.0
John Johnson III,11847,S,LA,6,30,,15.0,26,0,39.6,0,2,0,0,0,0.0
Michael Thomas,7279,S,NYG,5,16,,16.0,21,0,39.6,0,1,0,0,0,0.0
Ryan Anderson,11804,ED,WAS,3,4,,4.0,32,0,39.6,0,1,0,0,0,0.0
Johnson Bademosi,7374,CB,MIA,2,7,,7.0,17,0,39.6,0,1,0,0,0,0.0
Sidney Jones,11798,CB,PHI,2,5,,5.0,24,0,39.6,0,1,0,0,0,0.0
Marcus Maye,11794,S,NYJ,5,13,,13.0,22,0,39.6,0,1,0,0,0,0.0
Johnathan Cyprien,7814,S,ATL,2,2,,2.0,2,0,39.6,0,1,0,0,0,0.0
Malik Hooker,11770,S,IND,1,1,,1.0,14,1,0.0,0,1,0,0,0,0.0
Elandon Roberts,10848,LB,NE,1,1,,1.0,19,0,39.6,0,1,0,0,0,0.0
Duron Harmon,7872,S,NE,3,5,,5.0,19,1,0.0,0,1,0,0,0,0.0
A.J. Bouye,8110,CB,JAX,5,13,,6.5,15,0,39.6,0,2,0,0,0,0.0
Denzel Perryman,9481,LB,LAC,4,9,,9.0,27,0,39.6,0,1,0,0,0,0.0
C.J. Mosley,8652,LB,NYJ,1,1,,1.0,22,0,39.6,0,1,0,0,0,0.0
Jaquiski Tartt,9479,S,SF,5,27,,9.0,28,0,39.6,0,3,0,0,0,0.0
Bud Dupree,9455,ED,PIT,5,13,,13.0,25,0,39.6,0,1,0,0,0,0.0
Terrence Brooks,8714,S,NE,5,16,,16.0,19,0,39.6,0,1,0,0,0,0.0
Malcolm Butler,9040,CB,TEN,5,21,,10.5,31,0,39.6,0,2,0,0,0,0.0
Jordan Whitehead,49196,S,TB,6,44,44.0,22.0,30,0,56.3,1,2,0,5,2,0.11
Micah Hyde,7941,S,BUF,5,43,43.0,21.5,4,1,33.3,1,2,0,14,5,0.33
Tony Jefferson,8361,S,BLT,5,34,34.0,34.0,3,0,104.2,1,1,0,9,0,0.26
