player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Michael Thomas,10681,WR,NO,2,26,0,20,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,8.0,2,90.9,100.0,1,1,0.0,0,5,0,55.4,73.3,0,24,0.0,0,33,10,87.9,29,103.4,11,42.3,0,97,27,2.7,9.7,3.34
Keenan Allen,7857,WR,LAC,2,25,0,27,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,47.6,0,1,0.0,0,9,1,88.9,8,79.2,1,4.0,0,1,5,5.0,1.0,0.13,11.4,1,71.4,50.0,1,2,9.1,1,7,0,55.9,85.7,1,27,0.0,0,40,10,90.0,36,72.6,14,56.0,0,137,33,3.3,13.7,3.81
Sammy Watkins,8639,WR,KC,2,23,0,16,0,-3.3,1,100.0,,0,0,0.0,0,1,0,90.2,65.9,0,7,0.0,0,14,4,92.9,13,87.5,4,17.4,0,20,33,8.3,5.0,1.54,10.5,2,50.0,0.0,0,1,0.0,0,2,0,85.3,81.8,0,21,1.7,1,60,7,86.7,52,62.2,14,60.9,0,62,45,6.4,8.9,1.19
D.J. Moore,48267,WR,CAR,2,22,0,5,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,87.6,76.8,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0
Zach Ertz,7816,TE,PHI,2,22,0,24,0,,0,,,0,0,,0,0,0,,40.0,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,9.0,0,50.0,0.0,0,1,0.0,0,1,0,59.7,63.9,0,13,0.0,0,27,2,92.6,25,63.5,4,18.2,0,19,1,0.5,9.5,0.76
Evan Engram,11778,TE,NYG,2,22,0,21,0,-4.3,0,66.7,,0,0,0.0,0,1,0,84.5,88.5,0,19,0.0,0,6,2,83.3,5,81.3,3,13.6,0,17,23,11.5,8.5,3.4,10.5,1,72.7,0.0,0,1,11.1,1,5,0,74.4,76.6,0,33,2.8,1,36,8,94.4,34,97.2,11,50.0,0,91,16,2.0,11.4,2.68
DeAndre Hopkins,7808,WR,HST,2,21,0,13,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,85.3,0,13,0.0,0,5,1,100.0,5,118.8,1,4.8,0,13,16,16.0,13.0,2.6,9.3,0,83.3,0.0,0,1,16.7,1,5,0,34.4,84.3,0,21,0.0,0,23,5,91.3,21,152.1,6,28.6,1,66,20,4.0,13.2,3.14
Jamison Crowder,9538,WR,NYJ,2,21,0,22,0,-0.3,0,100.0,,0,0,0.0,0,0,0,88.7,53.8,0,10,0.0,0,12,3,91.7,11,94.4,3,14.3,0,20,21,7.0,6.7,1.82,4.8,1,87.5,100.0,1,1,6.7,1,6,0,64.6,69.7,0,30,0.0,0,71,14,90.1,64,96.9,16,76.2,0,116,63,4.5,8.3,1.81
Larry Fitzgerald,1724,WR,ARZ,2,21,0,1,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.8,0,6,0.0,0,6,1,100.0,6,91.7,1,4.8,0,6,6,6.0,6.0,1.0,11.8,0,60.0,50.0,3,6,0.0,0,5,0,86.1,62.1,0,54,1.0,1,99,12,92.9,92,105.6,20,95.2,1,177,52,4.3,14.8,1.92
Tyler Boyd,10689,WR,CIN,2,20,0,7,0,-4.0,0,100.0,,0,0,0.0,0,1,0,78.7,69.9,0,15,0.0,0,10,1,90.0,9,118.8,1,5.0,0,15,19,19.0,15.0,1.67,8.7,1,88.9,100.0,2,2,0.0,0,5,0,84.5,72.6,0,47,0.0,0,48,8,95.8,46,112.5,9,45.0,0,99,37,4.6,12.4,2.15
