team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
KC,16,3,119,5,9,119,93.3,15,1
DAL,9,3,99,2,12,99,92.9,14,0
BLT,3,3,122,0,15,122,91.4,18,3
SF,28,3,89,5,9,89,91.0,15,1
ARZ,1,3,157,3,22,157,88.9,30,5
NE,19,3,114,4,18,114,88.6,24,2
NO,20,3,110,7,21,110,87.3,28,0
PHI,24,3,134,8,24,134,86.6,34,2
PIT,25,3,118,4,26,118,86.4,31,1
OAK,23,3,108,4,17,108,85.6,26,5
ATL,2,3,131,6,26,131,85.5,35,3
IND,14,3,103,3,21,103,85.4,27,3
TB,30,3,113,10,18,113,85.0,31,3
CLV,8,3,120,3,21,120,85.0,30,6
WAS,32,3,129,6,27,129,84.9,36,3
NYG,21,3,142,7,26,142,84.9,38,5
BUF,4,3,120,7,21,120,84.2,33,5
JAX,15,3,112,4,24,112,83.9,32,4
CHI,6,3,114,7,27,114,83.3,36,2
DEN,10,3,122,4,25,122,83.2,35,6
TEN,31,3,116,5,16,116,83.2,30,9
SEA,29,3,118,7,23,118,83.1,35,5
CAR,5,3,124,3,26,124,82.7,36,7
HST,13,3,114,5,27,114,82.5,36,4
CIN,7,3,140,4,33,140,82.5,43,6
NYJ,22,3,110,5,24,110,82.3,34,5
MIN,18,3,69,7,17,69,81.2,25,1
DET,11,3,114,7,30,114,81.1,40,3
GB,12,3,102,4,25,102,80.9,34,5
LAC,27,3,130,10,23,130,79.6,43,10
MIA,17,3,131,10,31,131,79.0,48,7
LA,26,3,115,7,39,115,76.5,50,4
