player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,1,0,0,0,,2,1,50.0,14,27.0,0,0,,2,1,50.0,0,0,0,,3,1,33.3,1,0,0.0
Robbie Gould,2607,K,SF,1,0,1,0,0.0,1,1,100.0,28,56.4,0,0,,2,2,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Stephen Gostkowski,3063,K,NE,1,0,0,0,,1,1,100.0,19,67.5,0,0,,3,3,100.0,0,2,2,100.0,4,4,100.0,1,1,100.0
Matt Prater,3471,K,DET,1,0,1,1,100.0,0,0,,11,80.4,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,0,0,
Mason Crosby,3809,K,GB,1,0,0,0,,0,0,,12,62.7,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,
Stephen Hauschka,4655,K,BUF,1,0,0,0,,1,1,100.0,4,65.5,0,0,,2,2,100.0,0,0,0,,1,1,100.0,0,0,
Dan Bailey,6796,K,MIN,1,0,0,0,,0,0,,18,64.5,0,0,,4,4,100.0,0,0,0,,0,0,,0,0,
Randy Bullock,7154,K,CIN,1,0,0,0,,1,0,0.0,7,51.3,0,0,,2,2,100.0,0,1,1,100.0,3,2,66.7,1,1,100.0
Greg Zuerlein,7163,K,LA,1,0,1,1,100.0,2,1,50.0,26,64.0,0,0,,3,3,100.0,0,0,0,,4,3,75.0,1,1,100.0
Justin Tucker,7604,K,BLT,1,0,0,0,,0,0,,3,67.6,0,0,,8,8,100.0,0,1,1,100.0,1,1,100.0,0,0,
Dustin Hopkins,7958,K,WAS,1,0,0,0,,2,2,100.0,32,69.4,0,0,,3,3,100.0,0,0,0,,2,2,100.0,0,0,
Brandon McManus,8437,K,DEN,1,0,1,0,0.0,0,0,,10,64.0,0,0,,1,1,100.0,0,1,1,100.0,4,3,75.0,2,2,100.0
Brett Maher,8585,K,DAL,1,0,0,0,,0,0,,9,65.3,0,0,,5,5,100.0,0,0,0,,0,0,,0,0,
Cairo Santos,8932,K,TEN,1,0,1,1,100.0,0,0,,31,70.6,0,0,,5,5,100.0,0,1,1,100.0,2,2,100.0,0,0,
Chris Boswell,8990,K,PIT,1,0,0,0,,0,0,,25,60.1,1,1,100.0,0,0,,0,0,0,,1,1,100.0,0,0,
Ty Long,9728,K,LAC,1,0,0,0,,1,1,100.0,27,65.5,0,0,,3,3,100.0,0,0,0,,1,1,100.0,0,0,
Josh Lambo,10133,K,JAX,1,0,0,0,,0,0,,15,64.1,0,0,,2,2,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0
Jason Myers,10207,K,SEA,1,0,0,0,,0,0,,29,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,
Wil Lutz,11096,K,NO,1,0,2,1,50.0,1,1,100.0,20,74.7,0,0,,3,3,100.0,0,1,1,100.0,4,3,75.0,0,0,
Ka'imi Fairbairn,11161,K,HST,1,0,0,0,,0,0,,13,41.0,0,0,,4,4,100.0,0,0,0,,0,0,,0,0,
Aldrick Rosas,11331,K,NYG,1,0,0,0,,0,0,,21,63.2,0,0,,2,2,100.0,0,0,0,,1,1,100.0,1,1,100.0
Jake Elliott,11908,K,PHI,1,0,0,0,,0,0,,24,63.8,0,0,,3,3,100.0,0,0,0,,1,1,100.0,1,1,100.0
Zane Gonzalez,11979,K,ARZ,1,0,0,0,,1,1,100.0,1,65.7,0,0,,1,1,100.0,0,1,1,100.0,4,4,100.0,2,2,100.0
Harrison Butker,11988,K,KC,1,0,0,0,,1,1,100.0,16,68.5,0,0,,4,4,100.0,0,1,1,100.0,4,4,100.0,2,2,100.0
Austin Seibert,13701,K,CLV,1,0,0,0,,0,0,,8,44.5,0,0,,2,1,50.0,0,0,0,,0,0,,0,0,
Daniel Carlson,28121,K,OAK,1,0,0,0,,0,0,,23,64.2,0,0,,3,3,100.0,0,0,0,,1,1,100.0,1,1,100.0
Kaare Vedvik,28782,P,NYJ,1,0,0,0,,1,0,0.0,22,29.8,0,0,,1,0,0.0,0,0,0,,1,0,0.0,0,0,
Jason Sanders,29578,K,MIA,1,0,1,1,100.0,0,0,,17,67.2,0,0,,1,1,100.0,0,0,0,,1,1,100.0,0,0,
Joey Slye,39235,K,CAR,1,0,2,1,50.0,1,1,100.0,5,61.1,0,0,,3,3,100.0,0,0,0,,3,2,66.7,0,0,
Eddy Pineiro,44140,K,CHI,1,0,0,0,,0,0,,6,60.5,0,0,,0,0,,0,1,1,100.0,1,1,100.0,0,0,
Matt Gay,57643,K,TB,1,0,0,0,,0,0,,30,63.4,0,0,,2,2,100.0,0,1,1,100.0,1,1,100.0,0,0,
