team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
BLT,3,11,372,7,44,372,90.5,61,10
KC,16,11,446,17,51,446,89.9,79,11
ARZ,1,11,447,5,77,447,88.8,91,9
OAK,23,11,371,10,53,371,88.3,75,12
NO,20,11,437,19,70,437,88.0,97,8
BUF,4,11,416,17,69,416,86.8,98,12
DEN,10,11,393,12,58,393,86.5,88,18
NE,19,11,464,19,80,464,86.5,112,13
DAL,9,11,424,26,79,424,86.4,110,5
HST,13,11,430,14,80,430,85.8,108,14
WAS,32,11,371,10,66,371,85.7,91,15
TB,30,11,492,23,82,492,85.7,123,18
TEN,31,11,379,18,49,379,85.4,89,22
CHI,6,11,433,22,87,433,85.3,118,9
GB,12,11,429,13,88,429,85.0,115,14
CLV,8,11,413,8,87,413,84.6,111,16
ATL,2,11,506,29,87,506,84.4,137,21
SF,28,11,366,17,74,366,84.3,103,12
PIT,25,11,401,15,89,401,84.3,115,11
MIN,18,11,352,13,70,352,84.2,97,14
JAX,15,11,472,13,105,472,84.1,134,16
DET,11,11,445,17,96,445,83.9,128,15
PHI,24,11,443,23,91,443,83.7,129,15
IND,14,11,395,22,87,395,83.2,121,12
NYG,21,11,481,23,98,481,82.8,143,22
SEA,29,11,413,15,96,413,82.0,130,19
LA,26,11,436,18,118,436,81.4,149,13
NYJ,22,11,392,19,88,392,81.2,127,20
CAR,5,11,454,20,99,454,80.9,146,27
CIN,7,11,473,17,109,473,80.5,155,29
LAC,27,11,443,39,100,443,79.8,159,20
MIA,17,11,469,32,110,469,79.7,166,24
