player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jake Matthews,8641,T,ATL,15,0,2,84.2,3,16,695,100.0,100.0,97.5,5,27,8,748,748,78.6,2,12,335,100.0,100.0,96.1,20,6,363,363
Alex Mack,4944,C,ATL,15,0,2,77.0,8,17,690,100.0,100.0,98.0,2,26,1,743,743,62.3,8,13,333,100.0,100.0,96.5,22,1,361,361
Ryan Jensen,7985,C,TB,15,0,30,85.2,3,10,680,100.0,100.0,98.9,0,14,1,720,720,82.7,2,6,331,100.0,100.0,98.5,9,1,354,354
Ali Marpet,9494,G,TB,15,1,30,82.1,8,12,680,100.0,100.0,98.2,3,22,2,720,720,74.5,6,10,331,100.0,100.0,97.0,18,2,354,354
Kaleb McGary,46912,T,ATL,15,0,2,55.8,11,21,653,99.8,99.9,95.9,0,43,11,704,705,46.6,7,16,321,100.0,100.0,93.0,34,11,348,348
Andrew Norwell,9126,G,JAX,15,2,15,73.2,5,19,640,100.0,100.0,97.7,4,27,3,689,689,68.3,5,15,328,100.0,100.0,96.3,22,2,357,357
Brandon Linder,8728,C,JAX,15,2,15,79.5,0,12,639,100.0,100.0,99.1,5,12,0,688,688,77.4,0,9,327,100.0,100.0,98.6,9,0,356,356
Trey Hopkins,9276,C,CIN,15,0,7,70.1,3,20,642,100.0,100.0,97.6,0,27,4,688,688,61.1,3,14,293,100.0,100.0,96.4,19,2,314,314
Jawaan Taylor,41665,T,JAX,15,1,15,68.9,3,26,639,100.0,100.0,96.5,8,37,8,688,688,60.8,2,25,327,100.0,100.0,94.0,33,6,356,356
Bobby Hart,9659,T,CIN,15,1,7,67.7,3,29,638,100.0,100.0,96.7,3,37,5,683,683,64.8,1,22,290,100.0,100.0,95.0,26,3,311,311
Taylor Moton,11819,T,CAR,15,2,5,79.8,3,18,652,100.0,100.0,97.6,3,26,5,679,679,76.7,3,12,272,100.0,100.0,95.4,20,5,280,280
Isaac Seumalo,10713,G,PHI,15,0,24,67.2,5,31,635,100.0,100.0,96.4,0,41,5,678,678,61.8,2,20,241,100.0,100.0,94.2,25,3,258,258
Jason Kelce,6343,C,PHI,15,0,24,71.1,4,27,635,100.0,100.0,97.4,1,32,1,678,678,68.9,1,15,242,100.0,100.0,96.3,17,1,259,259
Matt Paradis,8841,C,CAR,15,1,5,43.3,4,38,648,100.0,100.0,96.3,2,45,3,674,674,27.1,3,24,267,100.0,100.0,93.8,30,3,275,275
Will Hernandez,46180,G,NYG,15,0,21,74.0,5,21,628,100.0,100.0,97.9,2,26,0,673,673,76.8,3,12,311,100.0,100.0,97.6,15,0,337,337
Donovan Smith,9467,T,TB,14,2,30,75.3,7,22,631,100.0,100.0,96.8,3,35,6,671,671,63.4,3,17,309,100.0,100.0,94.8,26,6,332,332
Austin Reiter,9655,C,KC,15,2,16,81.0,1,3,594,100.0,100.0,99.3,8,6,2,661,661,75.5,1,2,207,100.0,100.0,98.8,4,1,246,246
Andrew Whitworth,3000,T,LA,15,1,26,83.8,3,24,615,100.0,100.0,97.6,10,28,1,661,661,76.6,1,20,266,100.0,100.0,95.7,22,1,289,289
