player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,12,0,5,2,40.0,7,3,42.9,14,28.8,0,0,,28,22,78.6,0,6,6,100.0,25,17,68.0,7,6,85.7
Matt Bryant,1223,,ATL,7,0,6,2,33.3,3,3,100.0,2,36.8,0,0,,15,14,93.3,0,4,3,75.0,14,9,64.3,1,1,100.0
Mike Nugent,2264,,NE,4,0,0,0,,1,0,0.0,19,47.5,0,0,,16,15,93.8,0,3,2,66.7,8,5,62.5,4,3,75.0
Robbie Gould,2607,K,SF,9,0,4,0,0.0,4,2,50.0,28,49.1,0,0,,28,28,100.0,0,7,5,71.4,22,14,63.6,7,7,100.0
Stephen Gostkowski,3063,K,NE,4,0,0,0,,2,1,50.0,19,33.1,0,0,,15,11,73.3,0,3,3,100.0,8,7,87.5,3,3,100.0
Matt Prater,3471,K,DET,12,0,7,6,85.7,6,4,66.7,11,72.7,0,0,,29,28,96.6,0,3,2,66.7,26,22,84.6,10,10,100.0
Nick Folk,3794,,NE,3,0,0,0,,4,2,50.0,19,51.3,1,1,100.0,3,3,100.0,0,2,2,100.0,9,7,77.8,2,2,100.0
Mason Crosby,3809,K,GB,11,0,1,1,100.0,6,5,83.3,12,73.9,0,0,,33,33,100.0,0,6,6,100.0,15,14,93.3,2,2,100.0
Stephen Hauschka,4655,K,BUF,12,0,5,1,20.0,8,7,87.5,4,51.7,0,0,,28,26,92.9,0,5,4,80.0,21,15,71.4,3,3,100.0
Ryan Succop,5180,K,TEN,4,0,1,0,0.0,2,0,0.0,31,38.8,0,0,,16,15,93.8,0,1,1,100.0,4,1,25.0,0,0,
Dan Bailey,6796,K,MIN,11,0,2,2,100.0,6,4,66.7,18,61.2,0,0,,36,33,91.7,0,4,4,100.0,18,16,88.9,6,6,100.0
Kai Forbath,6860,K,NE,1,0,0,0,,0,0,,19,44.7,0,0,,2,1,50.0,0,0,0,,1,1,100.0,1,1,100.0
Randy Bullock,7154,K,CIN,12,0,2,0,0.0,7,5,71.4,7,59.0,0,0,,18,18,100.0,0,4,4,100.0,21,17,81.0,8,8,100.0
Greg Zuerlein,7163,K,LA,12,0,5,4,80.0,9,4,44.4,26,65.4,0,0,,29,29,100.0,0,7,7,100.0,28,22,78.6,7,7,100.0
Justin Tucker,7604,K,BLT,12,0,1,1,100.0,8,7,87.5,3,84.4,0,0,,45,44,97.8,0,7,7,100.0,23,22,95.7,7,7,100.0
Dustin Hopkins,7958,K,WAS,12,0,1,0,0.0,8,6,75.0,32,47.8,0,0,,12,12,100.0,0,8,7,87.5,24,19,79.2,7,6,85.7
