player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Justin Murray,11022,T,ARZ,2,0,1,48.5,1,6,102,100.0,100.0,94.6,0,9,2,110,110,35.3,1,5,38,100.0,100.0,86.8,8,2,41,41
J.R. Sweezy,7209,G,ARZ,2,0,1,81.8,1,1,102,100.0,100.0,99.0,0,2,0,110,110,67.4,1,1,38,100.0,100.0,97.4,2,0,41,41
A.Q. Shipley,5150,C,ARZ,2,0,1,79.1,0,0,102,100.0,100.0,100.0,0,0,0,110,110,81.6,0,0,38,100.0,100.0,100.0,0,0,41,41
Justin Pugh,7800,G,ARZ,2,0,1,78.0,0,3,102,100.0,100.0,97.5,0,4,1,110,110,69.3,0,2,38,100.0,100.0,94.7,3,1,41,41
D.J. Humphries,9457,T,ARZ,2,1,1,63.0,0,5,102,100.0,100.0,97.5,1,5,0,110,110,67.1,0,3,38,100.0,100.0,96.1,3,0,41,41
Bobby Hart,9659,T,CIN,2,0,7,62.0,0,8,103,100.0,100.0,95.1,0,9,1,109,109,52.2,0,7,43,100.0,100.0,89.5,8,1,46,46
John Miller,9514,G,CIN,2,0,7,79.1,0,0,103,100.0,100.0,100.0,0,0,0,109,109,86.2,0,0,43,100.0,100.0,100.0,0,0,46,46
Trey Hopkins,9276,C,CIN,2,0,7,75.6,0,2,103,100.0,100.0,99.0,0,2,0,109,109,70.2,0,1,43,100.0,100.0,98.8,1,0,46,46
Alex Mack,4944,C,ATL,2,0,2,80.6,0,1,97,100.0,100.0,99.5,0,1,0,105,105,85.1,0,0,42,100.0,100.0,100.0,0,0,46,46
James Carpenter,6177,G,ATL,2,0,2,61.3,1,4,97,100.0,100.0,97.4,1,5,0,105,105,55.7,1,3,42,100.0,100.0,95.2,4,0,46,46
Jake Matthews,8641,T,ATL,2,0,2,51.5,2,5,97,100.0,100.0,94.3,0,9,2,105,105,47.6,1,3,42,100.0,100.0,92.9,5,1,46,46
