player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Thomas,10681,WR,NO,9,7.8,9,85.1,85.7,12,14,1,4.4,4,53,20,0,80.6,82.6,88.3,,89.9,0.0,0,0,42,0.0,0,375,5,86,94.4,354,29.3,110,122.2,101,4,70.7,265,1027,363,4.2,11.9,2.9
Keenan Allen,7857,WR,LAC,10,11.9,5,66.7,40.0,6,15,0,7.5,5,37,27,0,66.0,81.1,79.2,69.6,78.9,0.3,1,5,34,0.3,1,399,2,62,92.5,369,54.1,216,78.5,93,3,45.6,182,725,186,3.0,11.7,1.96
DeAndre Hopkins,7808,WR,HST,9,9.6,6,75.6,50.0,10,20,0,5.6,4,42,13,0,75.3,81.6,84.7,,85.8,0.0,0,1,38,0.0,0,382,2,68,92.7,354,35.6,136,106.0,90,4,64.4,246,665,214,3.1,9.8,1.88
Cooper Kupp,11824,WR,LA,9,7.3,6,65.9,40.0,4,10,0,3.3,2,32,26,0,82.4,80.5,79.1,57.7,79.4,0.0,0,1,66,2.4,9,374,0,58,89.6,335,71.9,269,108.7,88,5,28.1,105,792,413,7.1,13.7,2.36
Julian Edelman,5156,WR,NE,9,8.1,6,71.6,55.6,5,9,0,10.0,7,31,19,2,60.2,27.5,71.5,,72.0,0.0,0,2,36,0.0,0,376,3,63,94.1,354,67.0,252,98.8,88,4,32.7,123,663,233,3.7,10.5,1.87
Tyler Boyd,10689,WR,CIN,9,8.9,4,65.5,41.2,7,17,0,6.6,4,27,7,1,68.9,43.5,67.2,65.3,66.2,0.5,2,4,47,0.2,1,407,1,57,93.9,382,68.1,277,70.0,87,1,31.4,128,598,213,3.7,10.5,1.57
Mike Evans,8642,WR,TB,9,16.4,0,62.8,54.2,13,24,0,8.5,5,44,30,0,62.1,80.0,88.4,69.6,87.0,0.2,1,4,67,0.2,1,401,0,54,93.5,375,28.2,113,106.9,86,7,71.6,287,924,177,3.3,17.1,2.46
Julio Jones,6158,WR,ATL,9,12.9,2,65.4,45.8,11,24,0,3.6,2,42,2,1,90.6,40.2,84.7,,83.4,0.0,0,3,54,0.0,0,368,2,53,92.4,340,20.4,75,98.3,81,4,79.6,293,791,220,4.2,14.9,2.33
Chris Godwin,11839,WR,TB,9,10.6,11,75.0,70.6,12,17,0,1.6,1,44,30,0,89.9,80.5,89.2,73.2,88.5,1.7,7,4,49,0.7,3,418,1,60,93.5,391,62.0,259,112.5,80,6,36.1,151,840,331,5.5,14.0,2.15
Allen Robinson II,8696,WR,CHI,9,12.2,6,67.9,56.0,14,25,1,1.9,1,33,6,0,87.9,79.8,79.8,,78.2,0.9,3,3,33,0.0,0,351,2,53,92.9,326,40.2,141,88.5,78,3,59.0,207,618,121,2.3,11.7,1.9
Travis Kelce,7844,TE,KC,10,9.8,11,71.8,53.8,7,13,2,3.4,2,40,16,0,76.2,80.3,82.3,74.0,85.6,34.6,148,0,42,9.6,41,428,7,56,81.5,349,34.1,146,114.3,78,3,31.3,134,741,252,4.5,13.2,2.12
Tyler Lockett,9502,WR,SEA,10,11.7,2,82.7,62.5,5,8,0,4.6,3,41,29,0,78.3,87.5,82.1,,83.3,1.3,5,0,44,0.0,0,399,1,62,90.7,362,69.4,277,137.4,75,6,29.3,117,793,220,3.5,12.8,2.19
Odell Beckham Jr.,8647,WR,CLV,9,11.8,5,58.7,47.4,9,19,3,10.2,5,26,8,0,56.9,40.1,70.7,,70.8,0.0,0,3,89,0.0,0,370,6,44,90.8,336,21.4,79,73.9,75,1,78.6,291,632,247,5.6,14.4,1.88
D.J. Moore,48267,WR,CAR,9,11.2,6,72.0,55.0,11,20,0,5.3,3,36,5,1,74.1,43.6,79.5,61.6,77.3,0.0,0,1,52,0.3,1,355,1,54,95.2,338,16.1,57,99.0,75,1,83.9,298,684,228,4.2,12.7,2.02
