player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Andy Dalton,6187,QB,CIN,2,77.0,87,94,7.7,2.57,5,2,2.0,64.9,61,0,35,9.0,103,6,29,7,50.6,62.3,63.1,59.5,0,1,109,2,25.7,98.2,8.7,9,0,0,2,4,3,2.8,729,7.8
Kyler Murray,38334,QB,ARZ,2,67.1,82,94,9.6,2.56,4,2,2.0,57.4,54,0,31,1.8,103,1,28,1,85.9,60.0,58.3,66.4,0,1,110,0,25.8,81.7,7.8,8,1,1,7,2,2,1.8,657,7.0
Cam Newton,6153,QB,CAR,2,66.3,80,89,9.5,2.25,1,0,0.0,56.2,50,0,27,5.7,96,3,29,5,55.4,48.5,53.6,29.2,5,1,99,0,18.5,71.0,5.2,5,1,1,2,0,4,4.0,572,6.4
Eli Manning,1722,QB,NYG,2,75.3,77,89,8.1,2.59,3,3,3.3,62.9,56,0,19,3.4,92,2,29,21,28.3,63.3,62.1,62.6,3,2,95,1,10.5,78.7,2.2,2,1,0,6,2,5,5.3,556,6.2
Matt Ryan,4317,QB,ATL,2,70.1,87,89,8.9,2.61,0,3,3.1,67.4,60,0,37,1.6,97,1,32,2,85.4,60.3,59.3,63.2,1,5,105,0,13.5,82.8,5.2,5,3,0,1,5,6,5.7,624,7.0
Carson Wentz,10636,QB,PHI,2,74.4,78,82,9.9,2.46,1,6,7.0,64.6,53,0,28,8.6,87,5,22,24,85.1,82.4,78.8,74.1,1,2,92,0,14.3,89.7,4.6,4,0,0,2,4,3,3.3,544,6.6
Case Keenum,7323,QB,WAS,2,76.3,76,81,7.3,2.5,0,2,2.3,69.1,56,0,29,3.4,83,2,27,32,84.3,56.5,57.0,60.0,4,0,90,1,6.9,111.2,2.4,2,0,1,0,5,3,3.3,601,7.4
Joe Flacco,4332,QB,DEN,2,78.4,74,81,6.4,2.4,3,2,2.3,69.1,56,0,29,3.4,87,2,30,10,53.3,68.4,67.8,60.0,3,1,95,0,17.2,91.6,5.7,5,0,0,1,2,2,2.1,560,6.9
Patrick Mahomes,11765,QB,KC,2,77.0,74,77,9.4,2.41,1,8,9.0,71.4,55,1,15,3.5,79,2,31,16,28.3,82.3,81.2,55.8,0,0,93,1,13.3,136.3,2.5,2,0,0,2,7,2,2.2,821,10.7
Matthew Stafford,4924,QB,DET,2,76.5,68,75,11.6,2.56,0,3,3.8,65.3,49,0,31,5.8,83,3,31,11,51.0,67.8,67.2,63.6,0,2,86,1,9.7,102.6,3.6,3,4,2,5,5,4,4.7,630,8.4
Baker Mayfield,46518,QB,CLV,2,69.1,68,73,9.5,2.78,2,4,4.9,60.3,44,2,28,6.4,82,3,23,8,84.3,72.9,72.5,,0,4,92,3,28.6,73.4,9.8,8,0,1,2,2,3,3.3,610,8.4
Mitchell Trubisky,11757,QB,CHI,2,65.7,70,72,8.5,2.52,1,2,2.5,58.3,42,0,26,8.7,80,4,18,6,84.1,48.9,50.8,57.7,1,1,87,2,19.2,65.0,6.3,5,3,0,0,0,2,2.3,348,4.8
Philip Rivers,1725,QB,LAC,2,82.5,63,70,9.5,2.86,2,5,6.7,65.7,46,0,26,11.5,77,6,29,27,83.5,72.2,71.7,62.5,1,2,83,1,19.2,96.5,6.5,5,2,0,4,3,3,3.6,626,8.9
Jared Goff,10635,QB,LA,2,75.4,61,67,7.1,2.84,0,1,1.3,62.7,42,0,32,8.7,73,4,23,26,52.2,66.3,65.4,59.7,3,1,82,0,12.5,87.2,5.5,4,1,0,3,2,3,3.7,469,7.0
Josh Allen,46601,QB,BUF,2,82.8,58,67,9.1,2.94,1,2,2.8,64.2,43,1,27,10.4,80,5,26,4,53.3,65.5,69.7,47.9,1,2,85,1,14.8,84.6,5.0,4,9,0,7,2,3,3.5,507,7.6
Aaron Rodgers,2241,QB,GB,2,73.7,57,65,8.8,2.99,0,3,4.3,63.1,41,0,30,2.4,73,1,22,12,48.3,70.3,70.6,59.2,2,0,79,2,23.3,96.8,9.6,7,1,0,6,3,2,2.5,418,6.4
Derek Carr,8671,QB,OAK,2,78.7,61,64,7.2,2.44,2,4,6.2,70.3,45,0,18,6.3,70,3,24,23,43.8,73.1,72.3,59.1,0,2,71,0,16.7,87.8,4.3,3,3,0,1,2,2,2.8,457,7.1
Tom Brady,698,QB,NE,2,75.0,60,64,8.5,2.41,0,6,8.3,68.8,44,0,21,2.2,67,1,27,19,83.2,90.8,89.8,65.3,1,0,75,0,14.3,124.8,4.5,3,0,0,3,5,0,0.0,605,9.5
Ben Roethlisberger,1732,QB,PIT,2,66.7,60,62,9.3,2.55,2,1,1.4,56.5,35,0,16,12.5,65,5,14,25,45.0,49.0,49.5,58.3,0,1,74,0,12.5,66.0,3.1,2,1,0,0,0,3,4.1,351,5.7
Dak Prescott,10769,QB,DAL,2,88.7,62,62,8.8,2.41,0,3,4.4,82.3,51,0,10,7.3,65,4,32,9,83.5,92.4,90.8,78.2,0,1,71,0,10.0,142.9,1.5,1,2,0,0,7,1,1.4,674,10.9
Jameis Winston,9434,QB,TB,2,67.2,58,61,10.7,2.87,1,4,6.2,59.0,36,0,31,7.7,71,3,21,30,27.1,56.1,60.5,51.6,0,3,75,3,19.4,69.2,8.5,6,4,0,2,2,5,6.7,402,6.6
Deshaun Watson,11767,QB,HST,2,73.2,56,59,11.8,2.95,0,6,9.5,61.0,36,0,37,12.2,73,5,23,13,48.1,84.7,79.6,79.9,0,1,77,0,27.0,93.0,13.7,10,4,0,3,3,3,3.9,427,7.2
Gardner Minshew,41401,QB,JAX,2,85.7,56,58,6.4,2.79,1,3,4.7,77.6,45,0,29,6.3,71,3,22,15,26.3,70.2,68.8,63.6,0,1,77,0,17.2,111.8,7.0,5,7,0,1,3,3,3.9,488,8.4
Lamar Jackson,46416,QB,BLT,2,79.2,53,57,10.9,2.88,1,5,8.2,71.9,41,0,18,2.4,66,1,31,3,84.3,91.3,91.2,71.7,1,0,71,1,16.7,145.2,4.5,3,6,0,2,7,0,0.0,596,10.5
Russell Wilson,7077,QB,SEA,2,85.2,54,55,8.1,2.26,0,4,6.7,78.2,43,0,20,6.5,65,3,22,29,83.5,86.4,84.3,69.9,0,0,71,1,40.0,134.5,12.3,8,2,0,1,5,0,0.0,495,9.0
Jacoby Brissett,10725,QB,IND,2,78.8,52,55,5.8,2.74,0,2,3.4,69.1,38,0,17,7.3,65,3,18,14,25.1,64.6,65.0,56.0,0,1,68,2,29.4,107.8,7.7,5,5,1,2,5,3,4.4,336,6.1
Jimmy Garoppolo,8697,QB,SF,2,76.5,51,52,6.4,2.4,0,1,1.8,67.3,35,0,11,10.3,55,4,21,28,82.3,62.7,60.9,68.7,0,2,62,1,9.1,104.8,1.8,1,2,0,1,4,2,3.2,462,8.9
