team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
ARZ,1,8,336,5,49,336,90.2,60,6
BLT,3,7,263,2,33,263,89.9,44,9
OAK,23,7,235,4,35,235,89.6,44,5
KC,16,8,317,12,43,317,89.1,62,7
NO,20,8,311,14,49,311,88.6,67,4
PIT,25,7,241,7,49,241,87.1,59,3
NE,19,8,328,9,62,328,86.1,81,10
DAL,9,7,257,16,46,257,86.0,67,5
BUF,4,7,285,15,47,285,86.0,71,9
HST,13,8,325,9,63,325,85.8,82,10
SF,28,7,206,8,37,206,85.7,52,7
ATL,2,8,371,19,64,371,85.3,96,13
DEN,10,8,293,9,48,293,85.2,72,15
TEN,31,8,288,12,40,288,85.1,69,17
IND,14,7,259,13,53,259,84.9,72,6
GB,12,8,313,8,67,313,84.8,85,10
CHI,6,7,282,15,57,282,84.4,80,8
WAS,32,8,264,9,48,264,84.3,70,13
TB,30,7,305,16,56,305,84.3,84,12
PHI,24,8,300,15,64,300,84.2,87,8
NYG,21,8,344,13,72,344,83.9,98,13
CAR,5,7,274,9,48,274,83.8,73,16
MIN,18,8,238,9,51,238,83.6,69,9
CLV,8,7,258,3,59,258,83.3,74,12
JAX,15,8,314,8,71,314,83.0,93,14
DET,11,7,274,10,67,274,82.3,87,10
CIN,7,8,369,13,82,369,81.4,116,21
SEA,29,8,291,13,72,291,80.9,98,13
LA,26,8,332,17,96,332,80.0,123,10
MIA,17,7,288,20,69,288,80.0,102,13
NYJ,22,7,252,10,60,252,79.8,86,16
LAC,27,8,324,28,80,324,79.6,120,12
