player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Kevin Zeitler,7032,G,NYG,10,1,21,72.7,2,11,442,100.0,100.0,97.9,2,16,3,478,478,64.2,1,10,224,100.0,100.0,96.2,14,3,244,244
Will Hernandez,46180,G,NYG,10,0,21,75.8,2,17,442,100.0,100.0,97.9,1,19,0,478,478,74.8,1,11,224,100.0,100.0,97.3,12,0,244,244
Austin Reiter,9655,C,KC,10,2,16,80.6,1,0,409,100.0,100.0,99.4,6,3,2,450,450,74.6,1,0,129,100.0,100.0,98.8,2,1,154,154
Mitchell Schwartz,7041,T,KC,10,0,16,81.1,4,7,407,100.0,100.0,98.6,2,11,0,448,448,69.8,4,5,129,100.0,100.0,96.5,9,0,154,154
Jake Matthews,8641,T,ATL,9,0,2,79.8,2,11,409,100.0,100.0,97.4,1,17,4,445,445,72.3,1,8,195,100.0,100.0,96.7,11,2,214,214
Alex Mack,4944,C,ATL,9,0,2,76.4,2,11,404,100.0,100.0,98.1,2,14,1,440,440,66.8,2,7,193,100.0,100.0,97.2,10,1,212,212
A.Q. Shipley,5150,C,ARZ,10,0,1,72.9,0,8,410,100.0,100.0,99.0,1,8,0,438,438,69.7,0,4,140,100.0,100.0,98.6,4,0,150,150
J.R. Sweezy,7209,G,ARZ,10,0,1,73.9,1,14,410,100.0,100.0,98.2,2,15,0,438,438,50.3,1,12,140,100.0,100.0,95.4,13,0,150,150
Justin Pugh,7800,G,ARZ,10,0,1,77.8,2,13,410,100.0,100.0,97.7,0,17,2,438,438,66.7,2,10,140,100.0,100.0,94.3,14,2,150,150
D.J. Humphries,9457,T,ARZ,10,1,1,70.6,1,19,409,100.0,100.0,97.3,5,21,1,437,437,74.7,1,6,140,100.0,100.0,96.8,8,1,150,150
Ali Marpet,9494,G,TB,9,1,30,77.6,4,9,407,100.0,100.0,97.9,2,15,2,435,435,70.3,3,7,199,100.0,100.0,96.5,12,2,215,215
Ryan Jensen,7985,C,TB,9,0,30,84.0,0,7,407,100.0,100.0,98.9,0,8,1,435,435,81.5,0,4,199,100.0,100.0,98.5,5,1,215,215
Nate Solder,6169,T,NYG,10,1,21,69.2,3,23,403,100.0,100.0,94.8,4,34,8,435,435,59.7,3,18,201,100.0,100.0,91.3,28,7,219,219
Donovan Smith,9467,T,TB,9,2,30,72.9,5,14,406,100.0,100.0,96.7,3,23,4,434,434,59.5,2,11,198,100.0,100.0,94.7,17,4,214,214
Trey Hopkins,9276,C,CIN,9,0,7,70.6,1,13,404,100.0,100.0,98.0,0,15,1,432,432,65.1,1,8,174,100.0,100.0,96.8,10,1,184,184
Bobby Hart,9659,T,CIN,9,1,7,61.3,3,18,400,100.0,100.0,96.4,3,25,4,427,427,58.2,1,13,171,100.0,100.0,94.2,17,3,181,181
Michael Schofield III,8730,G,LAC,10,0,27,73.6,4,12,391,100.0,100.0,97.7,0,17,1,425,425,70.7,3,6,191,100.0,100.0,97.1,10,1,211,211
Jon Halapio,8814,C,NYG,9,1,21,53.9,7,8,394,100.0,100.0,97.6,2,17,2,424,424,50.2,5,6,197,100.0,100.0,96.2,13,2,214,214
Mike Remmers,7431,T,NYG,9,0,21,65.4,2,26,393,100.0,100.0,95.4,3,32,4,423,423,60.1,2,23,197,100.0,100.0,92.6,27,2,214,214
Germain Ifedi,10665,T,SEA,10,1,29,55.0,2,34,381,100.0,100.0,94.5,3,39,3,420,420,50.0,2,21,136,100.0,100.0,90.1,25,2,153,153
Billy Turner,8702,G,GB,10,0,12,54.8,2,21,384,100.0,100.0,96.0,0,27,4,419,419,47.5,0,13,157,100.0,100.0,93.9,16,3,176,176
David Bakhtiari,7891,T,GB,10,0,12,83.8,6,16,382,100.0,100.0,96.6,4,24,2,417,417,73.7,3,15,155,100.0,100.0,92.9,20,2,174,174
Andrew Whitworth,3000,T,LA,9,1,26,79.2,2,18,378,100.0,100.0,97.1,7,21,1,409,409,73.7,0,15,181,100.0,100.0,95.3,16,1,195,195
Dan Feeney,11826,G,LAC,10,1,27,48.2,6,20,374,100.0,100.0,95.5,1,30,4,406,406,41.1,4,13,184,100.0,100.0,94.3,19,2,203,203
Cam Erving,9452,T,KC,9,3,16,54.2,5,16,373,100.0,100.0,95.8,5,26,5,406,406,34.6,4,13,122,100.0,100.0,90.6,20,3,142,142
Kaleb McGary,46912,T,ATL,9,0,2,59.0,8,9,367,99.7,99.8,96.3,0,22,5,401,402,56.3,5,6,181,100.0,100.0,94.2,16,5,199,199
Rob Havenstein,9490,T,LA,9,0,26,51.1,4,24,367,100.0,100.0,94.8,4,33,5,397,397,39.0,3,19,172,100.0,100.0,90.7,27,5,185,185
Ted Karras,10855,C,NE,9,1,19,52.5,0,8,376,100.0,100.0,98.4,2,10,2,397,397,68.2,0,2,130,100.0,100.0,98.5,3,1,137,137
Trent Scott,24481,T,LAC,10,2,27,47.1,13,21,363,100.0,100.0,93.7,6,40,6,396,396,33.6,10,15,178,100.0,100.0,90.7,29,4,198,198
Frank Ragnow,39137,C,DET,9,0,11,67.4,2,9,368,100.0,100.0,98.2,1,12,1,395,395,60.3,2,7,147,100.0,100.0,96.9,9,0,161,161
Michael Deiter,38554,G,MIA,9,1,17,25.5,8,14,368,99.7,99.7,95.9,1,26,4,395,396,29.8,2,9,176,99.4,99.5,95.2,14,3,188,189
Andrew Norwell,9126,G,JAX,9,1,15,72.4,3,14,369,100.0,100.0,97.4,1,18,1,395,395,66.6,3,11,199,100.0,100.0,96.0,15,1,212,212
Jawaan Taylor,41665,T,JAX,9,1,15,68.3,1,12,368,100.0,100.0,96.6,5,19,6,394,394,64.2,0,11,198,100.0,100.0,95.2,15,4,211,211
Joe Thuney,10712,G,NE,9,0,19,82.5,1,7,373,100.0,100.0,98.7,0,9,1,394,394,76.4,0,5,129,100.0,100.0,98.1,5,0,136,136
Brandon Linder,8728,C,JAX,9,2,15,74.6,0,10,368,100.0,100.0,98.6,5,10,0,394,394,76.9,0,7,198,100.0,100.0,98.2,7,0,211,211
Mike Iupati,5542,G,SEA,10,1,29,49.3,2,14,352,100.0,100.0,97.2,3,18,2,389,389,28.0,1,10,127,100.0,100.0,94.9,12,1,142,142
Corey Linsley,8796,C,GB,10,0,12,68.7,0,8,358,100.0,100.0,97.8,0,12,4,388,388,60.3,0,4,144,100.0,100.0,96.5,7,3,160,160
Larry Warford,7846,G,NO,9,2,20,68.1,4,16,361,100.0,100.0,96.7,3,22,2,387,387,57.8,3,11,165,100.0,100.0,95.2,15,1,177,177
