player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Terrell Suggs,1326,ED,ARZ,4,3,0,100.0,0,2,1,54.0,73.5,25.3,80.2,64.1,51.3,2,10,0,15,13.3,2,0,2,110.4,2,4,2,0,11,205,203,0,1,202,0,0,2,115,79,0,10,10,2,16,0,21,11,10.5
Thomas Davis Sr.,2231,LB,LAC,4,7,0,75.0,0,0,27,45.5,48.1,8.6,68.1,58.2,61.3,0,1,0,20,8.6,3,0,2,104.4,15,2,204,0,119,223,3,0,0,3,0,3,220,9,95,13,11,25,20,3,1,111,76,7.4
Lorenzo Alexander,2476,ED,BUF,4,1,2,100.0,0,1,4,62.4,70.7,82.0,66.4,67.0,79.1,0,7,0,6,0.0,0,0,0,91.7,1,2,28,0,15,110,81,0,1,80,0,1,29,69,26,0,6,8,1,9,0,6,4,6.0
Johnathan Joseph,2969,CB,HST,4,1,0,63.2,1,0,13,58.6,60.7,82.8,60.0,70.4,37.2,0,0,0,34,21.2,7,4,1,93.0,24,0,17,220,180,254,0,0,0,0,0,0,254,1,73,17,8,25,38,0,1,269,71,11.2
Antoine Bethea,3152,S,NYG,4,3,0,80.0,0,0,21,53.1,62.8,81.0,68.4,83.0,90.3,0,0,0,45,0.0,0,0,0,158.3,4,0,60,1,149,261,1,0,0,1,0,186,260,3,109,13,4,20,5,0,1,88,22,22.0
Tramon Williams,3558,CB,GB,4,3,0,57.1,0,0,12,75.9,72.0,0.9,62.4,57.0,83.4,1,0,0,61,0.0,0,1,2,82.1,8,0,16,31,122,185,1,0,0,1,0,1,184,5,58,136,1,4,14,1,0,109,96,13.6
Eric Weddle,3653,S,LA,4,7,0,88.9,0,0,26,74.6,78.7,82.6,68.2,72.1,65.5,0,1,0,16,8.6,3,1,0,94.9,8,0,71,1,141,230,5,0,0,5,0,131,225,3,86,22,10,25,9,1,0,61,58,7.6
Brandon Mebane,3701,DI,LAC,4,2,0,,0,0,27,59.3,57.9,83.1,60.8,57.5,53.8,1,2,0,,9.1,1,0,0,0.0,0,1,0,0,0,112,112,89,23,0,0,0,0,53,59,0,6,8,0,4,0,0,0,
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,0,85.7,0,0,32,41.5,42.6,77.7,,51.3,32.2,0,0,0,16,25.0,2,0,0,106.0,6,0,4,51,33,62,0,0,0,0,0,0,62,0,29,7,0,5,7,0,0,66,20,11.0
Aqib Talib,4334,CB,LA,4,1,0,47.4,0,0,26,61.2,60.0,82.4,,50.6,29.9,0,0,0,19,28.6,4,1,0,99.2,9,0,20,222,170,263,0,0,0,0,0,1,263,0,93,20,1,9,19,0,2,103,28,11.4
Calais Campbell,4364,DI,JAX,4,3,0,,0,0,15,63.2,90.5,26.4,90.2,80.5,41.3,6,14,0,,25.0,4,0,2,0.0,0,3,1,0,2,208,207,12,73,47,75,0,1,136,70,0,8,9,0,23,0,0,0,
Brandon Carr,4454,CB,BLT,4,0,0,60.9,1,0,3,68.8,66.6,82.1,70.0,41.8,74.7,1,1,0,31,7.7,1,3,1,91.9,14,1,14,77,137,213,4,0,0,4,0,2,209,11,65,116,4,12,23,3,1,136,51,9.7
Wesley Woodyard,4583,LB,TEN,3,1,0,100.0,0,0,31,68.9,67.8,73.2,57.5,61.5,57.8,0,1,0,9,12.5,1,0,0,104.2,1,0,38,0,22,40,1,0,0,1,0,0,39,2,16,1,4,6,1,1,0,9,7,9.0
Cameron Wake,4907,ED,TEN,4,0,1,,0,0,31,,81.6,82.6,77.0,60.9,74.0,4,4,0,,0.0,0,0,0,0.0,0,3,0,0,0,79,79,0,2,73,4,0,0,74,5,0,3,1,0,11,0,0,0,
Malcolm Jenkins,4937,S,PHI,4,1,0,64.3,0,1,24,63.5,64.1,81.1,50.8,67.2,64.9,0,2,0,19,12.5,2,1,0,76.8,9,0,93,2,176,267,24,0,0,24,0,48,243,17,74,100,6,13,14,2,0,71,32,7.9
Clay Matthews,4949,ED,LA,4,2,0,66.7,0,2,26,28.9,62.3,83.1,65.7,72.4,54.1,2,7,0,12,15.4,2,0,0,84.0,2,4,7,0,19,173,160,0,0,160,0,0,13,87,67,6,10,9,3,13,0,19,12,9.5
Patrick Chung,4957,S,NE,4,3,0,85.7,1,0,19,62.7,61.8,80.2,54.2,59.6,78.3,0,1,0,21,5.6,1,1,1,101.5,12,0,101,17,132,201,32,0,0,32,0,16,169,15,54,35,8,14,14,1,0,117,49,9.8
