team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
ARZ,1,6,271,5,40,271,89.9,50,5
KC,16,6,247,10,30,247,89.9,45,5
BLT,3,6,237,2,29,237,89.7,40,9
OAK,23,5,173,4,25,173,88.7,34,5
NO,20,6,227,9,41,227,87.7,53,3
IND,14,5,184,6,35,184,87.2,44,3
PIT,25,6,203,4,44,203,86.7,51,3
NE,19,6,244,7,42,244,86.7,57,8
SF,28,5,155,8,26,155,86.5,38,4
HST,13,6,239,5,44,239,86.4,57,8
DEN,10,6,215,8,33,215,86.3,50,9
BUF,4,5,212,8,37,212,86.1,52,7
DAL,9,6,226,15,44,226,85.6,62,3
NYG,21,6,252,12,47,252,85.5,66,7
WAS,32,6,224,8,43,224,85.0,59,8
CLV,8,6,221,3,48,221,84.8,59,8
ATL,2,6,280,15,52,280,84.8,76,9
CAR,5,6,230,7,41,230,84.8,59,11
PHI,24,6,238,13,54,238,84.2,71,4
TEN,31,6,220,8,30,220,84.1,54,16
TB,30,6,254,16,45,254,84.1,71,10
CHI,6,5,185,11,37,185,83.8,54,6
JAX,15,6,234,7,52,234,83.1,69,10
MIN,18,6,174,8,37,174,83.0,52,7
GB,12,6,238,7,60,238,83.0,74,7
DET,11,5,190,9,42,190,82.4,59,8
CIN,7,6,267,9,56,267,81.8,81,16
NYJ,22,5,181,7,41,181,80.7,59,11
SEA,29,6,223,9,57,223,80.7,76,10
LAC,27,6,255,20,60,255,80.4,90,10
MIA,17,5,208,15,45,208,80.3,71,11
LA,26,6,263,14,90,263,76.4,114,10
