player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Terrell Suggs,1326,ED,KC,14,31,0,16,0,,,2.4,,,0,0,,63.0,0,,,0,0,0.0,0,4,12.9,164,3,0,0,0,0,0,0.0,,0,2,5.8,100.0,10.5,4.2,4.2,0,0,0.0,28.3,0,37,25.0,1,0,118.8,6,25,80.6,239,2,1,6,0,120,85,4.8,20.0
Mike Adams,1972,S,HST,3,43,0,13,0,,,100.0,,,0,0,,65.8,0,,,0,0,0.0,0,13,30.2,13,0,0,0,0,0,0,0.0,,0,1,-2.0,100.0,100.0,29.0,29.0,0,0,0.0,71.3,0,3,0.0,0,0,79.2,1,29,67.4,29,1,1,1,0,3,5,0.1,3.0
Thomas Davis Sr.,2231,LB,LAC,15,378,0,27,0,8.0,100.0,83.3,13.5,13.5,0,0,0.0,29.6,0,27,0.0,0,0,118.8,2,30,7.9,36,1,1,2,0,47,31,1.7,23.5,0,7,3.8,75.0,96.4,6.7,5.1,0,2,3.3,57.2,0,24,19.6,10,1,92.8,45,321,84.9,333,14,34,60,1,327,249,1.1,7.3
Lorenzo Alexander,2476,ED,BUF,15,88,0,4,0,10.5,50.0,19.4,16.0,8.0,1,1,50.0,71.7,0,8,50.0,1,1,100.0,1,19,21.6,98,3,1,2,1,8,1,0.5,8.0,0,3,2.7,93.3,35.2,4.2,3.9,0,1,6.7,60.7,0,15,0.0,0,1,94.7,14,64,72.7,182,5,10,15,0,101,66,1.7,7.2
Johnathan Joseph,2969,CB,HST,13,408,0,13,0,14.1,54.3,100.0,8.5,4.6,2,9,25.7,65.7,1,60,13.3,2,8,90.3,19,171,41.9,171,2,13,35,2,301,78,1.9,15.8,0,4,10.4,70.0,99.1,7.3,5.1,0,2,5.0,61.9,0,48,15.8,6,2,93.4,28,217,53.2,219,9,28,40,0,317,132,1.6,11.3
Domata Peko Sr.,3068,DI,BLT,6,2,0,3,0,,,3.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,30,0,0,0,0,0,0,0.0,,0,0,,,3.7,,,0,0,,61.2,0,,100.0,1,0,0.0,0,1,50.0,27,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,NYG,15,605,0,21,0,11.3,66.7,97.5,92.5,61.7,0,1,33.3,64.6,0,7,12.5,2,1,75.7,2,199,32.9,204,1,14,3,0,13,8,0.1,6.5,0,2,12.2,71.4,99.5,23.7,16.9,0,4,19.0,63.4,1,45,15.4,6,4,133.4,15,374,61.8,376,6,31,21,4,321,129,0.9,21.4
Tramon Williams,3558,CB,GB,15,476,0,12,0,9.8,46.7,97.4,20.4,9.5,1,4,26.7,66.4,0,61,0.0,0,3,76.0,7,152,31.9,156,1,6,15,0,126,71,0.9,18.0,0,5,8.1,71.1,97.9,10.1,7.2,0,3,7.9,75.9,1,43,4.2,1,1,104.7,27,281,59.0,287,6,18,38,2,336,153,1.2,12.4
Eric Weddle,3653,S,LA,15,565,0,26,4,5.3,100.0,98.9,24.3,24.3,0,0,0.0,57.7,0,16,5.6,1,0,149.1,7,178,31.5,180,0,13,7,2,72,44,0.4,10.3,0,4,8.3,73.7,99.4,22.8,16.8,1,3,15.8,67.4,0,18,5.3,2,2,106.0,14,340,60.2,342,8,32,19,1,114,94,0.4,8.1
Dominique Rodgers-Cromartie,4330,CB,WAS,2,33,0,32,1,7.2,80.0,100.0,2.8,2.2,0,0,0.0,31.1,0,16,0.0,0,0,106.7,4,11,33.3,11,0,1,5,0,48,16,4.4,12.0,0,0,7.0,100.0,100.0,9.0,9.0,0,0,0.0,53.2,0,10,33.3,1,0,104.2,2,18,54.5,18,0,2,2,0,18,4,1.0,9.0
