team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
BLT,3,14,449,9,53,449,90.9,72,10
KC,16,14,561,19,68,561,90.1,99,12
ARZ,1,14,555,6,92,555,88.6,112,14
OAK,23,14,483,10,71,483,88.3,97,16
NO,20,14,539,23,91,539,87.9,122,8
DAL,9,14,555,29,98,555,87.5,133,6
DEN,10,14,496,20,69,496,87.2,108,19
BUF,4,14,525,18,97,525,86.4,129,14
TEN,31,14,476,21,58,476,86.2,105,26
TB,30,14,627,29,103,627,86.1,153,21
CHI,6,14,570,24,108,570,86.1,145,13
NE,19,14,587,23,102,587,86.1,144,19
HST,13,14,551,15,107,551,86.0,138,16
DET,11,14,579,20,112,579,85.7,149,17
WAS,32,14,464,13,87,464,85.6,117,17
CLV,8,14,524,10,106,524,85.5,134,18
GB,12,14,535,17,105,535,85.4,139,17
PIT,25,14,492,15,105,492,85.2,133,13
SF,28,14,468,19,91,468,85.0,125,15
MIN,18,14,446,19,87,446,84.8,121,15
IND,14,14,514,31,103,514,84.2,148,14
JAX,15,14,600,16,129,600,84.2,167,22
PHI,24,14,592,30,124,592,84.1,171,17
ATL,2,14,648,39,116,648,84.0,181,26
SEA,29,14,524,17,104,524,83.9,145,24
NYG,21,14,582,30,112,582,83.7,166,24
LA,26,14,567,26,148,567,82.0,189,15
CIN,7,14,583,21,124,583,81.7,179,34
CAR,5,14,607,21,135,607,81.7,189,33
LAC,27,14,545,47,110,545,81.4,180,23
NYJ,22,14,517,27,121,517,81.0,172,24
MIA,17,14,607,46,132,607,80.4,208,30
