team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,1,32,1,0,32,98.4,1,0
SF,28,1,28,0,2,28,96.4,2,0
BLT,3,1,28,0,3,28,94.6,3,0
OAK,23,1,27,0,3,27,94.4,3,0
PIT,25,1,49,1,7,49,91.8,8,0
NO,20,1,42,2,5,42,91.7,7,0
PHI,24,1,41,3,5,41,90.2,8,0
KC,16,1,34,1,6,34,89.7,7,0
NYG,21,1,51,3,8,51,89.2,11,0
ARZ,1,1,59,1,10,59,89.0,12,1
DEN,10,1,35,2,4,35,88.6,7,1
CLV,8,1,44,1,5,44,86.4,9,3
BUF,4,1,44,4,6,44,86.4,11,1
NYJ,22,1,47,2,11,47,86.2,13,0
JAX,15,1,36,1,7,36,86.1,9,1
TB,30,1,42,3,6,42,84.5,11,2
CAR,5,1,41,1,8,41,84.1,11,2
LA,26,1,41,3,10,41,84.1,13,0
IND,14,1,30,1,5,30,83.3,8,2
CIN,7,1,56,1,12,56,83.0,16,3
ATL,2,1,52,2,10,52,82.7,15,3
MIA,17,1,37,3,8,37,82.4,12,1
MIN,18,1,11,1,1,11,81.8,3,1
WAS,32,1,44,4,10,44,81.8,15,1
TEN,31,1,30,1,6,30,81.7,9,2
NE,19,1,38,2,12,38,81.6,14,0
CHI,6,1,53,4,14,53,81.1,19,1
LAC,27,1,39,4,5,39,80.8,12,3
GB,12,1,36,0,7,36,79.2,11,4
HST,13,1,38,2,9,38,77.6,14,3
SEA,29,1,24,4,5,24,77.1,10,1
DET,11,1,49,5,14,49,74.5,22,3
