player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Terrell Suggs,1326,ED,ARZ,6,0,0,1,77.2,2,12,163,91.9,9.2,15,3,7.4,5,186,171,19,0,78.1,2,7,73,93.8,13.7,10,10.3,3,81,76,12
Thomas Davis Sr.,2231,LB,LAC,6,0,0,27,66.7,0,1,9,6.3,33.3,3,3,27.8,2,159,10,3,0,67.7,0,0,3,6.7,33.3,1,33.3,1,60,4,1
Lorenzo Alexander,2476,ED,BUF,5,2,0,4,72.3,1,9,83,81.1,14.5,12,1,9.6,3,106,86,13,2,71.1,1,7,51,94.6,19.6,10,11.8,2,56,53,10
Johnathan Joseph,2969,CB,HST,5,0,1,13,75.9,0,0,2,0.9,50.0,1,1,0.0,0,235,2,0,0,60.0,0,0,1,0.8,100.0,1,0.0,0,120,1,0
Antoine Bethea,3152,S,NYG,6,0,0,21,68.4,0,0,3,1.3,33.3,1,0,0.0,0,231,3,0,0,,0,0,0,0.0,,0,,0,92,0,0
Tramon Williams,3558,CB,GB,6,0,0,12,55.9,1,1,7,4.0,0.0,0,2,14.3,0,200,8,2,0,53.2,0,1,2,1.8,0.0,0,25.0,0,110,2,1
Eric Weddle,3653,S,LA,6,0,0,26,68.2,0,1,3,1.4,0.0,0,0,16.7,0,215,3,1,0,,0,0,0,0.0,,0,,0,94,0,0
Brandon Mebane,3701,DI,LAC,6,0,0,27,56.5,1,3,70,100.0,7.1,5,0,4.3,1,77,77,5,0,64.0,1,2,22,100.0,18.2,4,11.4,1,26,26,4
Calais Campbell,4364,DI,JAX,6,0,0,15,85.6,6,22,186,99.0,19.4,36,2,9.1,3,201,199,31,0,82.8,3,12,86,100.0,25.6,22,11.0,2,94,94,17
Brandon Carr,4454,CB,BLT,6,0,1,3,65.6,2,1,14,6.0,14.3,2,3,17.9,1,233,14,4,0,64.6,2,1,6,6.6,33.3,2,25.0,0,91,6,3
