player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Terrell Suggs,1326,ED,ARZ,12,30,0,1,0,,,2.6,,,0,0,,63.0,0,,,0,0,0.0,0,4,13.3,153,3,0,0,0,0,0,0.0,,0,2,5.8,100.0,11.1,4.0,4.0,0,0,0.0,29.1,0,37,0.0,0,0,118.8,6,24,80.0,216,2,1,6,0,120,85,5.0,20.0
Mike Adams,1972,S,HST,2,42,0,13,0,,,100.0,,,0,0,,65.7,0,,,0,0,0.0,0,12,28.6,12,0,0,0,0,0,0,0.0,,0,1,-2.0,100.0,100.0,29.0,29.0,0,0,0.0,71.3,0,3,0.0,0,0,79.2,1,29,69.0,29,1,1,1,0,3,5,0.1,3.0
Thomas Davis Sr.,2231,LB,LAC,12,330,0,27,0,8.0,100.0,82.9,13.0,13.0,0,0,0.0,29.5,0,27,0.0,0,0,118.8,2,29,8.8,35,1,1,2,0,47,31,1.8,23.5,0,7,4.7,71.7,96.2,7.8,5.6,0,2,4.3,57.4,0,24,20.5,9,1,90.4,33,275,83.3,286,12,28,46,1,235,166,0.9,7.1
Lorenzo Alexander,2476,ED,BUF,12,67,0,4,0,14.0,0.0,17.6,,13.0,1,1,100.0,82.3,0,,50.0,1,1,39.6,0,15,22.4,85,3,1,1,0,0,0,0.0,,0,2,4.5,87.5,30.5,6.0,5.3,0,0,0.0,43.2,0,14,0.0,0,0,101.0,7,47,70.1,154,2,6,8,0,66,35,1.6,9.4
Johnathan Joseph,2969,CB,HST,10,368,0,13,0,13.7,56.7,100.0,8.4,4.8,2,8,26.7,63.6,0,34,14.3,2,7,102.8,17,152,41.3,152,2,12,30,2,225,39,1.6,13.2,0,3,10.1,72.7,99.0,7.8,5.7,0,1,3.0,60.4,0,23,17.6,6,1,92.6,24,199,54.1,201,7,25,33,0,237,87,1.3,9.9
Domata Peko Sr.,3068,DI,BLT,3,2,0,3,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,13,0,0,0,0,0,0,0.0,,0,0,,,5.9,,,0,0,,61.2,0,,100.0,1,0,0.0,0,1,50.0,17,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,NYG,12,454,0,21,0,2.5,100.0,96.4,61.5,61.5,0,0,0.0,66.5,0,7,0.0,0,0,93.8,2,135,29.7,140,1,11,2,0,13,8,0.1,6.5,0,1,13.2,76.5,99.3,21.8,16.7,0,2,11.8,59.5,1,45,14.3,4,2,133.0,13,299,65.9,301,5,23,17,4,307,125,1.1,23.6
Tramon Williams,3558,CB,GB,12,370,0,12,0,9.8,54.5,97.0,20.2,11.0,0,2,18.2,68.4,0,61,0.0,0,2,92.2,6,129,34.9,133,0,4,11,0,118,68,1.0,19.7,0,4,9.9,70.8,97.7,12.1,8.6,0,2,8.3,78.7,1,43,5.6,1,0,111.1,17,212,57.3,217,4,13,24,2,228,100,1.1,13.4
Eric Weddle,3653,S,LA,12,459,0,26,3,5.3,100.0,99.3,19.6,19.6,0,0,0.0,59.6,0,16,6.3,1,0,149.1,7,144,31.4,145,0,12,7,2,72,44,0.5,10.3,0,4,8.4,72.2,99.6,19.8,14.3,1,3,16.7,71.8,0,18,6.7,2,2,104.9,13,277,60.3,278,8,24,18,1,104,91,0.4,8.0
Dominique Rodgers-Cromartie,4330,CB,WAS,2,33,0,32,1,7.2,80.0,100.0,2.8,2.2,0,0,0.0,31.1,0,16,0.0,0,0,106.7,4,11,33.3,11,0,1,5,0,48,16,4.4,12.0,0,0,7.0,100.0,100.0,9.0,9.0,0,0,0.0,53.2,0,10,33.3,1,0,104.2,2,18,54.5,18,0,2,2,0,18,4,1.0,9.0
