player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Terrell Suggs,1326,ED,ARZ,13,7,0,100.0,0,4,1,28.8,62.9,21.0,67.4,74.4,28.8,3,23,0,37,25.0,10,0,6,118.8,6,7,5,0,30,638,632,0,1,630,1,0,6,391,217,1,23,23,6,33,0,120,85,20.0
Mike Adams,1972,S,HST,2,1,0,100.0,0,0,13,67.5,70.0,82.2,,61.4,79.9,0,0,0,8,0.0,0,0,0,129.2,2,0,6,1,42,54,0,0,0,0,0,41,54,0,12,6,1,1,2,0,1,11,13,5.5
Thomas Davis Sr.,2231,LB,LAC,14,25,0,74.6,0,0,27,55.6,64.1,28.4,73.4,71.9,53.0,0,1,0,27,13.6,16,1,3,93.5,47,2,677,1,363,718,7,0,0,7,0,4,711,17,338,29,38,77,63,3,1,362,272,7.7
Lorenzo Alexander,2476,ED,BUF,14,8,4,87.5,0,1,4,68.1,67.3,64.5,69.9,55.4,69.1,7,20,0,15,7.5,3,2,1,93.0,14,3,194,1,82,457,246,0,1,245,0,1,211,204,171,14,16,29,16,30,0,101,66,7.2
Johnathan Joseph,2969,CB,HST,12,4,0,62.3,2,0,13,61.8,61.2,85.9,75.9,48.1,37.2,0,0,0,60,19.4,12,11,3,96.6,48,0,40,526,404,609,1,0,0,1,0,0,608,2,203,42,11,46,77,0,2,627,210,13.1
Domata Peko Sr.,3068,DI,BLT,5,1,0,,0,0,3,61.7,59.9,27.3,57.7,63.9,28.3,0,7,0,,20.0,2,0,1,0.0,0,0,0,0,2,100,100,41,51,0,8,0,0,49,49,0,4,7,0,7,0,0,0,
Antoine Bethea,3152,S,NYG,14,13,0,69.6,0,0,21,65.1,73.0,86.4,63.1,86.1,77.7,0,0,1,45,9.1,9,4,1,133.6,16,0,208,4,560,963,9,0,0,9,0,693,954,7,396,49,18,77,23,0,4,326,135,20.4
Tramon Williams,3558,CB,GB,14,8,0,62.5,0,0,12,78.2,72.1,27.6,54.3,48.5,71.1,1,1,2,61,10.3,4,3,5,88.3,30,0,74,155,451,686,3,0,0,3,0,9,683,10,225,445,7,27,48,2,2,433,198,14.4
Eric Weddle,3653,S,LA,14,18,0,75.0,1,0,26,68.5,68.5,88.1,75.7,62.8,74.4,1,1,0,18,8.4,8,2,1,128.0,21,0,231,2,531,906,17,0,0,17,0,541,889,5,370,115,18,69,28,2,3,186,138,8.9
Brandon Mebane,3701,DI,LAC,11,4,0,,0,0,27,60.1,52.3,87.9,49.2,54.0,43.1,1,5,0,,16.7,4,0,0,0.0,0,1,0,0,0,346,346,281,65,0,0,0,0,174,172,0,12,16,0,7,0,0,0,
