team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
ARZ,1,7,298,5,42,298,90.4,52,5
BLT,3,7,263,2,33,263,89.9,44,9
KC,16,7,278,10,39,278,89.4,54,5
OAK,23,6,205,4,32,205,88.8,41,5
NO,20,7,268,10,44,268,88.4,58,4
NE,19,7,289,8,50,289,87.2,66,8
IND,14,6,226,10,43,226,86.9,56,3
PIT,25,6,203,4,44,203,86.7,51,3
HST,13,7,279,8,50,279,86.7,66,8
BUF,4,6,242,9,40,242,86.6,57,8
DAL,9,7,257,16,46,257,86.0,67,5
DEN,10,7,257,8,39,257,85.4,61,14
SF,28,6,180,8,34,180,85.0,48,6
CLV,8,6,221,3,48,221,84.8,59,8
CAR,5,6,230,7,41,230,84.8,59,11
TEN,31,7,252,10,35,252,84.7,61,16
NYG,21,7,299,13,58,299,84.4,82,11
GB,12,7,272,7,64,272,84.4,78,7
WAS,32,7,239,8,45,239,84.3,64,11
ATL,2,7,319,16,59,319,84.2,88,13
TB,30,6,254,16,45,254,84.1,71,10
CHI,6,6,241,14,49,241,84.0,70,7
MIN,18,7,208,9,44,208,83.9,60,7
PHI,24,7,269,14,61,269,83.8,81,6
JAX,15,7,274,7,63,274,82.8,82,12
SEA,29,7,267,13,64,267,81.8,87,10
CIN,7,7,314,13,68,314,81.7,98,17
DET,11,6,238,10,60,238,81.5,79,9
NYJ,22,6,214,8,51,214,81.1,70,11
MIA,17,6,246,17,57,246,80.5,85,11
LAC,27,7,294,24,77,294,79.1,112,11
LA,26,7,301,15,92,301,78.9,117,10
