player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jon Halapio,8814,C,NYG,9,1,21,53.9,7,8,394,100.0,100.0,97.6,2,17,2,424,424,50.2,5,6,197,100.0,100.0,96.2,13,2,214,214
Will Hernandez,46180,G,NYG,9,0,21,75.8,2,16,394,100.0,100.0,97.7,1,18,0,424,424,73.6,1,10,197,100.0,100.0,97.2,11,0,214,214
Kevin Zeitler,7032,G,NYG,9,1,21,71.5,2,9,394,100.0,100.0,97.8,2,14,3,424,424,63.7,1,8,197,100.0,100.0,96.2,12,3,214,214
Nate Solder,6169,T,NYG,9,1,21,68.3,3,23,394,100.0,100.0,94.7,4,34,8,424,424,58.6,3,18,197,100.0,100.0,91.1,28,7,214,214
Mike Remmers,7431,T,NYG,9,0,21,65.4,2,26,393,100.0,100.0,95.4,3,32,4,423,423,60.1,2,23,197,100.0,100.0,92.6,27,2,214,214
Jake Matthews,8641,T,ATL,8,0,2,79.2,2,10,371,100.0,100.0,97.3,1,16,4,403,403,72.2,1,7,174,100.0,100.0,96.6,10,2,192,192
Alex Mack,4944,C,ATL,8,0,2,75.6,2,10,366,100.0,100.0,98.1,2,13,1,398,398,66.3,2,6,172,100.0,100.0,97.1,9,1,190,190
Ted Karras,10855,C,NE,9,1,19,52.5,0,8,376,100.0,100.0,98.4,2,10,2,397,397,68.2,0,2,130,100.0,100.0,98.5,3,1,137,137
Trey Hopkins,9276,C,CIN,8,0,7,70.4,1,11,369,100.0,100.0,98.1,0,13,1,396,396,65.2,1,6,157,100.0,100.0,97.1,8,1,167,167
Bobby Hart,9659,T,CIN,8,1,7,60.1,3,17,369,100.0,100.0,96.2,3,24,4,396,396,55.5,1,13,157,100.0,100.0,93.6,17,3,167,167
