player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Dre Kirkpatrick,7023,CB,CIN,6,0,7,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,163,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Mackensie Alexander,10688,CB,MIN,3,0,18,0,0,0,0,0,0,100.0,1,1,100.0,1,0,0,0,1.6,1,61,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,0,0
Johnathan Abram,34646,S,OAK,1,0,23,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,8.0,2,25,2,50.0,0,0,2,0,100.0,2,2,50.0,0,0,0,0,0,0
Michael Davis,12040,S,LAC,4,0,27,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.3,1,78,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Najee Goode,7137,LB,JAX,4,0,15,0,2,0,0,2,0,100.0,4,3,50.0,1,1,0,0,4.0,4,99,3,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Denzel Ward,49558,CB,CLV,2,0,8,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,3.1,2,65,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
D.J. Reed Jr.,26940,CB,SF,3,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.0,1,25,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
J.C. Jackson,42781,CB,NE,6,0,19,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.7,1,144,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Orlando Scandrick,4457,CB,PHI,2,0,24,0,1,0,0,0,0,60.0,3,2,66.7,2,2,0,0,14.7,5,34,3,50.0,0,0,1,0,40.0,2,1,25.0,0,0,0,2,2,0
Kiko Alonso,7827,LB,NO,5,0,20,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.3,1,23,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marcus Williams,11797,S,NO,6,0,20,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.4,1,223,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tony McRae,11358,CB,CIN,6,0,7,1,2,0,0,0,0,0.0,0,0,,0,0,0,0,5.9,3,51,3,50.0,0,1,2,0,100.0,3,3,50.0,0,0,0,0,0,0
Morgan Burnett,5596,S,CLV,4,0,8,0,0,0,0,0,0,100.0,4,2,50.0,2,2,0,0,6.1,4,66,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,2,2,0
James Bradberry,10696,CB,CAR,6,0,5,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.4,1,280,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Chidobe Awuzie,11815,CB,DAL,6,0,9,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.4,1,237,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Phillip Gaines,8722,CB,HST,3,0,13,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.6,1,39,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Darius Phillips,49507,CB,CIN,2,0,7,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,11.1,2,18,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Will Harris,51336,S,DET,5,0,11,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,1.9,2,108,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Will Parks,10853,S,DEN,6,0,10,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.7,1,153,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Marshon Lattimore,11766,CB,NO,6,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,225,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Justin Coleman,9892,CB,DET,5,0,11,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,214,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Eli Apple,10644,CB,NO,6,0,20,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,225,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Damarious Randall,9463,S,CLV,4,0,8,0,0,0,0,0,0,66.7,4,1,25.0,1,1,0,0,4.3,6,141,2,33.3,0,0,0,0,33.3,2,1,50.0,1,1,0,2,2,0
Alex Anzalone,11831,LB,NO,2,0,20,0,0,0,0,0,0,33.3,1,0,0.0,0,0,1,0,8.6,3,35,1,33.3,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,1
K'Waun Williams,9332,CB,SF,5,0,28,0,2,0,0,1,0,50.0,3,2,50.0,1,0,0,0,5.7,6,106,3,33.3,0,0,1,0,50.0,3,1,16.7,0,0,0,1,0,0
Wesley Woodyard,4583,LB,TEN,5,0,31,1,2,0,1,2,0,57.1,4,3,37.5,0,0,0,0,12.1,8,66,4,31.3,0,0,0,0,42.9,3,1,33.3,1,1,0,1,1,0
David Mayo,9602,LB,NYG,3,0,21,0,3,0,0,1,0,20.0,1,1,50.0,0,0,0,0,6.9,5,72,3,30.0,0,0,2,0,80.0,4,2,25.0,0,0,0,0,0,0
Nick Kwiatkoski,10747,LB,CHI,2,0,6,0,1,0,0,1,0,60.0,3,2,50.0,1,1,0,0,17.9,5,28,2,30.0,0,0,0,0,40.0,2,0,0.0,0,0,0,1,1,0
Andrew Sendejo,6118,S,PHI,6,0,24,1,0,0,0,0,0,80.0,4,1,25.0,1,1,0,0,3.7,5,135,2,30.0,0,1,0,0,20.0,1,1,50.0,0,0,0,1,1,0
Desmond King II,11906,CB,LAC,6,0,27,2,2,0,1,1,0,57.1,8,3,25.0,1,1,0,0,10.1,14,138,6,28.6,0,1,1,0,42.9,6,3,33.3,1,0,0,2,1,0
Javien Elliott,11418,CB,CAR,5,0,5,1,2,0,0,1,0,55.6,5,2,30.0,1,1,0,0,5.8,9,154,4,27.8,0,1,1,0,44.4,4,2,25.0,0,0,0,1,1,0
Jaylen Watkins,8736,S,LAC,6,0,27,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,3.1,2,65,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keanu Neal,10651,S,ATL,3,0,2,1,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,2.4,2,85,1,25.0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,0,0
Logan Ryan,7864,CB,TEN,6,0,31,1,1,0,0,0,0,43.8,7,0,0.0,0,0,0,0,6.6,16,242,5,25.0,0,1,1,0,56.3,9,5,44.4,3,2,0,3,2,0
Kevin Johnson,9449,CB,BUF,4,0,4,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,5.1,4,79,1,25.0,0,0,0,0,100.0,4,1,25.0,1,1,0,1,1,0
Delano Hill,11849,S,SEA,4,0,29,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,2.5,2,80,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Eric Wilson,38587,LB,MIN,6,0,18,1,0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,8.8,6,68,2,25.0,0,1,0,0,60.0,3,2,50.0,1,1,0,1,1,0
Chauncey Gardner-Johnson,49371,S,NO,5,0,20,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,4.5,2,44,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Charvarius Ward,43034,CB,KC,6,0,16,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.8,2,237,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
DeShon Elliott,28854,S,BLT,3,0,3,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,8.0,2,25,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Rashaan Melvin,8334,CB,DET,5,0,11,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0.9,2,226,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Rayshawn Jenkins,11868,S,LAC,6,0,27,1,1,0,1,1,0,50.0,2,2,50.0,0,0,0,0,2.3,4,173,2,25.0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,0,0
Kemal Ishmael,8026,S,ATL,4,0,2,0,2,0,0,2,0,75.0,3,2,33.3,0,0,0,0,4.0,4,100,2,25.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Duke Dawson Jr.,51576,CB,DEN,3,0,10,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,2.7,2,75,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jordan Evans,11947,LB,CIN,3,0,7,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,40.0,2,5,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Bryce Hager,9657,LB,LA,4,0,26,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,7.1,2,28,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Taron Johnson,49511,CB,BUF,1,0,4,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,8.7,2,23,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Alec Ogletree,7811,LB,NYG,4,0,21,2,3,0,1,0,0,50.0,9,3,27.8,2,1,0,0,14.7,19,129,7,23.7,0,0,3,0,50.0,9,3,16.7,0,0,0,2,1,0
Kendall Fuller,10718,CB,KC,6,0,16,0,2,0,0,1,0,55.6,5,2,30.0,1,1,0,0,4.8,9,188,3,22.2,0,0,1,0,44.4,4,1,12.5,0,0,0,1,1,0
Jaquiski Tartt,9479,S,SF,5,0,28,0,3,0,0,2,0,85.7,6,2,16.7,0,0,0,0,4.2,7,166,3,21.4,0,0,1,0,14.3,1,1,50.0,0,0,0,0,0,0
Reggie Ragland,10675,LB,KC,4,0,16,0,2,0,0,2,0,100.0,5,2,20.0,0,0,0,0,55.6,5,9,2,20.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Eddie Jackson,11867,S,CHI,5,0,6,0,2,0,0,2,0,100.0,5,2,20.0,0,0,0,0,2.5,5,203,2,20.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
LaRoy Reynolds,8500,LB,CIN,4,0,7,1,3,0,0,3,0,60.0,6,3,25.0,0,0,0,0,47.6,10,21,4,20.0,0,1,0,0,40.0,4,1,12.5,0,0,0,0,0,0
Malcolm Butler,9040,CB,TEN,6,0,31,0,2,0,0,0,0,0.0,0,0,,0,0,0,1,2.1,5,242,2,20.0,0,0,2,1,100.0,5,2,20.0,0,0,0,0,0,0
Juan Thornhill,50426,S,KC,6,0,16,1,1,0,1,0,0,60.0,3,1,16.7,0,0,0,0,2.2,5,232,2,20.0,0,0,1,0,40.0,2,1,25.0,0,0,0,0,0,0
Landon Collins,9466,S,WAS,6,0,32,0,0,0,0,0,0,60.0,3,0,0.0,0,0,0,0,2.1,5,237,1,20.0,0,0,0,0,40.0,2,1,50.0,1,1,0,1,1,0
Leon Jacobs,44980,LB,JAX,6,0,15,0,2,0,0,2,0,43.8,7,3,28.6,1,0,0,0,30.2,16,53,4,18.8,0,0,0,0,56.3,9,1,11.1,1,0,0,2,0,0
Eric Reid,7799,S,CAR,6,1,5,1,3,1,0,3,0,50.0,8,3,18.8,0,0,0,0,5.8,16,278,5,18.8,0,1,0,0,50.0,8,2,18.8,1,1,0,1,1,0
Daeshon Hall,11832,ED,PHI,3,0,24,1,0,0,1,0,0,100.0,8,2,18.8,1,1,0,0,88.9,8,9,2,18.8,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Darnell Savage,34247,S,GB,5,0,12,1,3,0,0,1,0,36.4,4,1,12.5,0,0,0,0,6.8,11,162,4,18.2,0,1,2,0,63.6,7,3,21.4,0,0,0,0,0,0
Jabrill Peppers,11780,S,NYG,6,0,21,1,3,0,0,1,0,27.3,3,1,16.7,0,0,0,0,5.1,11,217,4,18.2,0,1,2,0,72.7,8,3,18.8,0,0,0,0,0,0
Eric Kendricks,9478,LB,MIN,6,0,18,1,7,0,0,2,0,42.3,11,2,9.1,0,0,0,0,11.8,28,237,9,17.9,0,1,4,0,57.7,15,6,23.3,1,1,0,1,1,0
Brandon Carr,4454,CB,BLT,6,0,3,2,1,0,0,0,0,35.7,5,0,0.0,0,0,0,0,6.6,14,211,4,17.9,0,2,1,0,64.3,9,4,27.8,1,1,0,1,1,0
Zach Cunningham,11812,LB,HST,6,0,13,0,4,0,0,2,0,41.2,7,2,14.3,0,0,0,0,7.9,17,215,5,17.6,0,0,2,0,58.8,10,3,20.0,1,1,0,1,1,0
Thomas Davis Sr.,2231,LB,LAC,6,0,27,0,1,0,0,0,0,44.4,4,1,25.0,1,1,0,0,6.0,9,151,2,16.7,0,0,1,0,55.6,5,1,10.0,0,0,0,1,1,0
Clayton Fejedelem,10879,S,CIN,4,0,7,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,11.5,3,26,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Eric Weddle,3653,S,LA,6,0,26,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,1.5,3,199,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Haason Reddick,11768,LB,ARZ,6,0,1,0,11,0,0,4,0,32.4,12,5,25.0,1,2,2,0,18.1,39,215,12,16.7,0,0,6,0,67.6,25,6,12.0,0,1,1,1,3,3
Marlon Humphrey,11771,CB,BLT,6,0,3,1,1,0,0,1,0,33.3,2,1,25.0,0,0,0,0,2.8,6,215,2,16.7,0,1,0,0,66.7,4,1,12.5,0,0,0,0,0,0
Kareem Jackson,5545,S,DEN,5,0,10,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,1.7,3,172,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
