player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Terrell Suggs,1326,ED,KC,14,8,0,100.0,0,4,16,28.9,63.8,22.2,67.0,76.5,29.1,3,25,0,37,23.8,10,0,6,118.8,6,7,5,0,31,655,649,0,1,647,1,0,6,403,221,1,24,24,6,35,0,120,85,20.0
Mike Adams,1972,S,HST,3,1,0,100.0,0,0,13,67.6,70.0,82.4,,61.4,79.9,0,0,0,8,0.0,0,0,0,129.2,2,0,6,1,43,55,0,0,0,0,0,41,55,0,12,7,1,1,2,0,1,11,13,5.5
Thomas Davis Sr.,2231,LB,LAC,15,26,0,74.6,0,0,27,53.8,62.6,31.3,72.4,70.9,52.6,0,1,0,27,13.8,17,1,3,93.6,50,2,720,1,378,762,8,0,0,8,0,4,754,18,366,29,39,80,67,3,1,392,295,7.8
Lorenzo Alexander,2476,ED,BUF,15,9,4,88.2,0,1,4,65.7,64.2,66.2,68.9,52.6,64.7,7,20,0,15,8.9,4,2,1,113.0,15,3,209,1,88,493,266,0,1,265,0,1,227,210,195,15,16,32,17,30,1,109,67,7.3
Johnathan Joseph,2969,CB,HST,13,4,0,61.5,2,0,13,65.8,64.7,85.9,75.9,48.3,37.2,0,0,1,60,19.4,12,11,3,90.1,48,0,41,529,408,615,1,0,0,1,0,0,614,2,205,44,11,46,78,0,2,627,210,13.1
Domata Peko Sr.,3068,DI,BLT,6,2,0,,0,0,3,61.7,62.4,33.6,56.5,66.9,29.9,0,7,0,,15.4,2,0,1,0.0,0,0,0,0,2,119,119,48,61,0,10,0,0,58,59,0,6,9,0,7,0,0,0,
Antoine Bethea,3152,S,NYG,15,14,0,69.2,0,0,21,64.4,72.5,86.6,63.1,87.0,73.9,0,0,1,45,10.4,11,5,1,135.4,18,0,225,4,605,1033,9,0,0,9,0,744,1024,7,421,51,18,81,26,0,5,340,137,18.9
Tramon Williams,3558,CB,GB,15,9,0,61.8,0,0,12,79.3,73.3,29.3,54.3,49.0,72.7,1,1,2,61,9.5,4,4,5,85.6,34,0,75,157,476,716,3,0,0,3,0,10,713,10,230,471,8,29,55,2,2,462,224,13.6
Eric Weddle,3653,S,LA,15,19,0,75.0,1,0,26,68.6,68.4,65.2,75.7,65.4,77.3,1,1,0,18,7.8,8,2,2,128.0,21,0,248,2,565,963,17,0,0,17,0,578,946,5,393,118,18,75,28,2,3,186,138,8.9
Brandon Mebane,3701,DI,LAC,12,5,0,,0,0,27,60.1,50.9,88.3,48.7,52.4,45.2,1,5,0,,15.4,4,0,0,0.0,0,1,0,0,0,381,381,309,72,0,0,0,0,192,189,0,12,17,0,7,0,0,0,
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,0,85.7,0,0,32,41.5,42.6,77.7,,51.3,32.2,0,0,0,16,25.0,2,0,0,106.0,6,0,4,51,33,62,0,0,0,0,0,0,62,0,29,7,0,5,7,0,0,66,20,11.0
Aqib Talib,4334,CB,LA,5,2,0,52.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,0,0,0,30,27.8,5,2,2,112.2,13,0,45,263,205,334,1,0,0,1,0,3,333,0,129,22,2,11,25,0,3,163,41,12.5
Calais Campbell,4364,DI,JAX,15,11,1,,0,2,15,63.2,89.9,33.4,79.6,90.6,29.3,18,43,0,,20.6,13,0,8,0.0,0,7,14,0,2,784,770,36,157,307,270,0,14,496,286,0,34,39,0,68,0,0,0,
Brandon Carr,4454,CB,BLT,15,2,0,61.4,1,0,3,65.4,66.3,86.1,68.1,60.5,54.3,6,4,0,33,15.7,8,4,3,96.3,35,1,134,206,471,699,14,0,0,14,0,86,685,30,198,259,14,41,57,11,3,349,141,10.0
Orlando Scandrick,4457,CB,PHI,3,0,0,50.0,0,2,24,64.3,91.7,78.2,99.9,73.8,56.4,0,1,0,15,16.7,1,0,0,61.5,2,2,7,1,56,83,3,0,0,3,0,3,80,5,22,69,5,5,4,3,0,17,4,8.5
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,60.3,60.3,64.6,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Wesley Woodyard,4583,LB,TEN,13,8,0,88.9,0,1,31,41.3,53.9,81.2,62.1,72.3,47.6,1,2,0,46,13.3,6,0,0,137.3,16,1,280,6,178,320,15,0,0,15,0,2,305,22,120,16,15,31,18,4,1,234,131,14.6
Cameron Wake,4907,ED,TEN,9,0,1,,0,0,31,60.2,83.5,86.4,77.8,65.3,44.6,8,20,0,,50.0,1,0,0,0.0,0,3,0,0,2,195,195,0,3,178,14,0,0,181,12,0,3,1,0,31,0,0,0,
Malcolm Jenkins,4937,S,PHI,15,8,0,62.2,1,3,24,65.7,64.0,33.4,57.3,65.2,64.5,4,5,0,53,12.3,9,6,4,93.6,28,4,363,10,551,941,137,0,0,137,0,189,804,67,323,242,29,56,45,13,1,348,156,12.4
Clay Matthews,4949,ED,LA,12,7,2,87.5,0,2,26,29.6,56.6,87.7,65.4,57.4,30.4,6,27,0,19,27.9,12,0,1,106.3,7,8,16,0,62,562,532,0,0,532,0,0,30,258,242,14,17,24,8,41,0,76,24,10.9
Patrick Chung,4957,S,NE,12,9,0,72.2,1,0,19,56.6,55.5,84.1,49.1,55.3,58.8,0,2,0,33,11.5,6,2,1,94.9,26,0,303,40,333,574,95,0,0,95,0,28,479,35,206,108,16,37,36,2,0,282,139,10.8
Jason McCourty,5127,CB,NE,12,2,0,57.1,0,0,19,79.6,74.4,0.0,53.4,60.7,78.3,0,0,1,45,5.0,2,3,4,63.3,28,0,33,262,330,474,17,0,0,17,0,5,457,3,141,157,20,36,49,0,0,260,91,9.3
Clinton McDonald,5173,DI,ARZ,9,2,0,,1,0,1,58.3,45.7,35.5,56.3,45.9,51.4,0,4,0,,11.1,1,0,1,0.0,0,0,1,0,2,122,121,2,84,9,26,0,1,80,40,0,3,6,0,4,0,0,0,
Steve McLendon,5232,DI,NYJ,15,5,0,,0,0,22,64.7,81.5,55.1,66.7,82.7,70.0,4,10,0,,3.2,1,0,2,0.0,0,3,0,0,1,440,439,156,207,2,74,0,1,226,213,0,21,25,0,17,0,0,0,
Michael Bennett,5273,DI,DAL,14,4,0,,1,0,9,62.3,64.1,0.0,63.1,76.6,39.0,9,21,0,,19.2,5,0,8,0.0,0,7,0,0,6,504,504,23,70,222,189,0,0,350,148,0,20,17,0,37,0,0,0,
Ndamukong Suh,5527,DI,TB,15,10,0,,0,0,30,69.5,70.3,52.0,60.2,74.3,45.7,9,25,0,,9.8,4,1,4,0.0,0,3,3,0,1,806,803,28,476,55,244,0,3,568,237,0,24,27,0,37,0,0,0,
Gerald McCoy,5528,DI,CAR,15,8,2,,0,0,5,,74.2,8.1,70.4,79.4,39.0,8,26,0,,18.2,6,0,8,0.0,0,8,0,0,0,653,652,73,340,41,198,0,1,399,254,0,23,19,0,42,0,0,0,
Joe Haden,5532,CB,PIT,15,3,0,53.2,0,1,25,69.4,69.6,86.9,56.2,64.9,52.0,0,0,4,23,14.1,10,10,3,75.3,41,0,97,869,586,987,0,0,0,0,0,0,987,1,400,21,19,58,77,0,6,453,128,11.0
Tyson Alualu,5535,DI,PIT,15,14,2,,1,1,25,63.8,85.3,50.1,68.9,86.6,43.0,2,13,0,,13.9,5,0,2,0.0,0,1,4,0,0,390,386,11,182,28,165,0,4,201,189,0,15,17,0,16,0,0,0,
Brandon Graham,5538,ED,PHI,15,7,0,,0,1,24,72.0,84.3,73.0,73.9,74.2,41.2,11,45,0,,16.7,8,0,2,0.0,0,8,2,0,9,730,728,0,32,571,125,0,2,482,239,0,35,33,0,64,0,0,0,
Earl Thomas III,5539,S,BLT,15,14,0,38.5,0,1,3,84.7,76.7,40.5,66.5,55.1,58.1,3,8,2,34,15.5,9,1,3,21.5,5,2,259,23,548,891,52,0,0,52,0,488,839,57,286,69,11,35,13,13,0,84,15,16.8
Jason Pierre-Paul,5540,ED,TB,9,2,2,100.0,1,1,30,53.4,64.6,15.3,64.1,75.0,43.1,7,24,0,11,27.3,6,0,6,93.8,2,7,16,0,10,517,499,0,16,462,21,0,18,360,147,2,19,14,2,38,0,13,3,6.5
Kareem Jackson,5545,S,DEN,13,16,0,65.1,0,1,10,79.8,82.3,91.8,71.8,79.1,60.0,0,1,2,54,13.6,11,9,1,96.2,28,0,220,10,514,842,2,0,0,2,0,414,840,3,325,196,24,54,43,1,3,371,179,13.3
Devin McCourty,5552,S,NE,15,7,0,65.4,0,2,19,88.1,80.0,62.5,52.7,60.9,65.4,0,2,5,26,11.9,7,2,1,47.6,17,0,290,33,554,879,47,0,0,47,0,432,832,17,308,77,13,45,26,2,1,111,74,6.5
Jerry Hughes,5556,ED,BUF,15,4,1,0.0,0,0,4,70.2,71.8,32.7,74.1,60.4,27.7,6,38,0,,32.0,8,0,6,39.6,0,4,2,0,14,656,654,0,4,619,31,0,2,424,218,0,13,13,2,48,0,0,0,
