player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jake Matthews,8641,T,ATL,6,0,2,76.0,2,8,280,100.0,100.0,97.1,1,13,3,305,305,69.3,1,6,136,100.0,100.0,96.0,9,2,150,150
Alex Mack,4944,C,ATL,6,0,2,72.8,2,8,275,100.0,100.0,97.8,2,11,1,300,300,64.7,2,4,134,100.0,100.0,97.0,7,1,148,148
James Carpenter,6177,G,ATL,6,0,2,48.9,2,13,268,100.0,100.0,96.5,2,17,2,292,292,43.1,2,10,134,100.0,100.0,94.8,13,1,147,147
J.R. Sweezy,7209,G,ARZ,6,0,1,77.4,1,7,271,100.0,100.0,98.5,1,8,0,289,289,63.3,1,6,96,100.0,100.0,96.4,7,0,101,101
D.J. Humphries,9457,T,ARZ,6,1,1,69.9,1,11,271,100.0,100.0,97.4,3,13,1,289,289,69.0,1,5,96,100.0,100.0,95.8,7,1,101,101
Justin Pugh,7800,G,ARZ,6,0,1,83.3,2,5,271,100.0,100.0,98.3,0,8,1,289,289,74.3,2,4,96,100.0,100.0,95.8,7,1,101,101
A.Q. Shipley,5150,C,ARZ,6,0,1,80.6,0,4,271,100.0,100.0,99.3,0,4,0,289,289,76.6,0,2,96,100.0,100.0,99.0,2,0,101,101
Bobby Hart,9659,T,CIN,6,1,7,56.3,1,14,267,100.0,100.0,96.1,3,18,3,285,285,49.6,0,11,113,100.0,100.0,93.4,13,2,120,120
Trey Hopkins,9276,C,CIN,6,0,7,65.1,1,7,267,100.0,100.0,98.1,0,9,1,285,285,55.3,1,5,113,100.0,100.0,96.5,7,1,120,120
Rob Havenstein,9490,T,LA,6,0,26,47.1,3,20,263,100.0,100.0,94.1,3,27,4,284,284,37.5,2,15,128,100.0,100.0,90.2,21,4,137,137
Andrew Whitworth,3000,T,LA,6,1,26,74.4,1,14,263,100.0,100.0,96.8,6,16,1,284,284,71.7,0,11,128,100.0,100.0,94.9,12,1,137,137
Brian Allen,46104,C,LA,6,0,26,40.5,4,12,263,100.0,100.0,96.6,2,17,1,284,284,43.2,2,8,128,100.0,100.0,96.1,10,0,137,137
Mitchell Schwartz,7041,T,KC,6,0,16,78.0,3,6,247,100.0,100.0,98.2,2,9,0,278,278,68.0,3,4,82,100.0,100.0,95.7,7,0,102,102
Austin Reiter,9655,C,KC,6,2,16,78.4,0,0,247,100.0,100.0,99.6,5,1,1,278,278,78.2,0,0,82,100.0,100.0,100.0,0,0,102,102
Laurent Duvernay-Tardif,8834,G,KC,6,1,16,66.5,0,8,247,100.0,100.0,97.6,1,10,2,278,278,54.9,0,4,82,100.0,100.0,95.1,6,2,102,102
Michael Schofield III,8730,G,LAC,6,0,27,74.0,2,10,255,100.0,100.0,97.6,0,12,0,274,274,71.4,2,5,123,100.0,100.0,97.2,7,0,137,137
Sam Tevi,11945,T,LAC,6,1,27,57.3,6,10,254,100.0,100.0,95.3,2,20,4,273,273,55.0,3,7,122,100.0,100.0,95.1,11,1,136,136
Trent Scott,24481,T,LAC,6,1,27,53.3,7,15,254,100.0,100.0,94.5,4,25,3,273,273,41.7,5,10,122,100.0,100.0,93.0,16,1,136,136
Jon Halapio,8814,C,NYG,6,0,21,54.6,3,6,252,100.0,100.0,97.4,1,11,2,271,271,51.7,2,4,124,100.0,100.0,96.0,8,2,135,135
Will Hernandez,46180,G,NYG,6,0,21,80.0,2,4,252,100.0,100.0,98.8,1,6,0,271,271,75.6,1,3,124,100.0,100.0,98.4,4,0,135,135
Kevin Zeitler,7032,G,NYG,6,0,21,68.9,2,5,252,100.0,100.0,98.2,1,8,1,271,271,67.0,1,4,124,100.0,100.0,97.2,6,1,135,135
Mike Remmers,7431,T,NYG,6,0,21,68.1,2,17,252,100.0,100.0,96.2,2,19,0,271,271,58.4,2,16,124,100.0,100.0,92.7,18,0,135,135
Nate Solder,6169,T,NYG,6,1,21,66.8,3,15,252,100.0,100.0,94.8,3,22,4,271,271,53.6,3,12,124,100.0,100.0,90.7,19,4,135,135
Ali Marpet,9494,G,TB,6,1,30,67.7,4,5,254,100.0,100.0,97.4,2,11,2,269,269,62.0,3,4,132,100.0,100.0,95.8,9,2,141,141
Ryan Jensen,7985,C,TB,6,0,30,83.1,0,4,254,100.0,100.0,99.2,0,4,0,269,269,82.2,0,3,132,100.0,100.0,98.9,3,0,141,141
Donovan Smith,9467,T,TB,6,1,30,66.0,5,13,253,100.0,100.0,95.7,1,20,2,268,268,57.4,2,10,131,100.0,100.0,93.9,14,2,140,140
Billy Turner,8702,G,GB,6,0,12,38.8,2,17,238,100.0,100.0,94.7,0,22,3,261,261,30.9,0,11,94,100.0,100.0,92.0,13,2,105,105
Kaleb McGary,46912,T,ATL,6,0,2,56.2,6,5,238,99.6,99.6,96.4,0,14,3,261,262,54.8,4,3,122,100.0,100.0,94.7,10,3,135,135
David Bakhtiari,7891,T,GB,6,0,12,80.4,4,13,238,100.0,100.0,96.0,3,18,1,261,261,70.9,2,12,94,100.0,100.0,91.5,15,1,105,105
