player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,12,0,5,2,40.0,7,3,42.9,14,28.8,0,0,,28,22,78.6,0,6,6,100.0,25,17,68.0,7,6,85.7
Matt Bryant,1223,,ATL,7,0,6,2,33.3,3,3,100.0,2,36.8,0,0,,15,14,93.3,0,4,3,75.0,14,9,64.3,1,1,100.0
Mike Nugent,2264,,NE,4,0,0,0,,1,0,0.0,19,47.5,0,0,,16,15,93.8,0,3,2,66.7,8,5,62.5,4,3,75.0
Robbie Gould,2607,K,SF,11,0,4,0,0.0,7,5,71.4,28,53.4,0,0,,36,35,97.2,0,8,6,75.0,27,19,70.4,8,8,100.0
Stephen Gostkowski,3063,K,NE,4,0,0,0,,2,1,50.0,19,33.1,0,0,,15,11,73.3,0,3,3,100.0,8,7,87.5,3,3,100.0
Matt Prater,3471,K,DET,14,0,7,6,85.7,8,5,62.5,11,70.0,0,0,,32,31,96.9,0,3,2,66.7,28,23,82.1,10,10,100.0
Nick Folk,3794,,NE,5,0,0,0,,7,4,57.1,19,59.5,1,1,100.0,8,8,100.0,0,2,2,100.0,13,10,76.9,3,3,100.0
Mason Crosby,3809,K,GB,13,0,1,1,100.0,6,5,83.3,12,75.4,0,0,,38,38,100.0,0,8,8,100.0,17,16,94.1,2,2,100.0
Stephen Hauschka,4655,K,BUF,14,0,5,1,20.0,10,9,90.0,4,56.2,0,0,,30,28,93.3,0,7,6,85.7,25,19,76.0,3,3,100.0
Ryan Succop,5180,K,TEN,6,0,1,0,0.0,4,0,0.0,31,32.1,0,0,,25,24,96.0,0,1,1,100.0,6,1,16.7,0,0,
Dan Bailey,6796,K,MIN,13,0,3,3,100.0,7,5,71.4,18,61.6,0,0,,42,38,90.5,0,5,5,100.0,24,22,91.7,9,9,100.0
Kai Forbath,6860,K,DAL,2,0,1,1,100.0,2,2,100.0,9,61.2,0,0,,7,6,85.7,0,0,0,,4,4,100.0,1,1,100.0
Randy Bullock,7154,K,CIN,14,0,2,0,0.0,10,8,80.0,7,64.6,0,0,,20,20,100.0,0,6,6,100.0,27,23,85.2,9,9,100.0
Greg Zuerlein,7163,K,LA,14,0,5,4,80.0,9,4,44.4,26,66.8,0,0,,34,34,100.0,0,8,7,87.5,29,22,75.9,7,7,100.0
Justin Tucker,7604,K,BLT,14,0,1,1,100.0,8,7,87.5,3,81.2,0,0,,53,51,96.2,0,8,8,100.0,24,23,95.8,7,7,100.0
