player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Terrell Suggs,1326,ED,ARZ,11,7,0,100.0,0,4,1,34.1,67.2,23.5,68.6,75.9,36.2,3,20,0,37,19.4,7,0,5,118.8,5,7,4,0,29,551,546,0,1,544,1,0,5,339,183,1,22,22,5,30,0,99,68,19.8
Mike Adams,1972,S,HST,2,1,0,100.0,0,0,13,67.5,70.0,82.2,,61.4,79.9,0,0,0,8,0.0,0,0,0,129.2,2,0,6,1,42,54,0,0,0,0,0,41,54,0,12,6,1,1,2,0,1,11,13,5.5
Thomas Davis Sr.,2231,LB,LAC,11,22,0,70.8,0,0,27,53.8,61.1,19.5,73.4,69.6,51.9,0,1,0,27,13.3,13,1,3,92.1,34,2,562,1,316,599,6,0,0,6,0,4,593,17,266,26,33,63,48,3,1,277,182,8.1
Lorenzo Alexander,2476,ED,BUF,10,8,4,75.0,0,1,4,61.2,70.9,58.0,74.0,62.1,68.6,5,17,0,14,6.7,2,1,1,92.7,6,3,127,0,52,335,197,0,1,196,0,1,138,160,123,9,12,20,8,25,0,54,30,9.0
Johnathan Joseph,2969,CB,HST,8,3,0,66.0,1,0,13,60.1,61.5,84.3,75.9,60.0,40.7,0,0,0,34,18.8,9,6,2,101.4,35,0,28,345,286,404,0,0,0,0,0,0,404,2,116,31,9,36,53,0,2,403,99,11.5
Domata Peko Sr.,3068,DI,BLT,1,0,0,,0,0,3,,69.6,75.2,52.6,73.6,68.7,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,22,22,6,16,0,0,0,0,12,10,0,1,2,0,1,0,0,0,
Antoine Bethea,3152,S,NYG,10,9,0,80.0,0,0,21,62.5,69.5,84.9,65.3,78.6,73.3,0,0,1,45,10.0,7,2,0,130.6,12,0,151,2,366,667,8,0,0,8,0,469,659,5,296,37,13,54,15,0,3,273,125,22.8
Tramon Williams,3558,CB,GB,10,5,0,61.3,0,0,12,80.3,75.2,11.9,55.7,56.2,74.5,1,1,1,61,8.0,2,2,3,83.1,19,0,56,101,324,489,3,0,0,3,0,8,486,9,156,321,5,18,31,2,1,243,127,12.8
Eric Weddle,3653,S,LA,10,14,0,81.8,1,0,26,73.7,76.5,86.8,68.2,76.4,80.0,0,1,0,16,5.8,4,1,1,110.6,18,0,172,1,402,655,13,0,0,13,0,383,642,3,250,86,15,51,22,1,1,152,134,8.4
Brandon Mebane,3701,DI,LAC,8,2,0,,0,0,27,59.3,53.3,86.6,52.7,55.0,61.2,1,3,0,,11.1,2,0,0,0.0,0,1,0,0,0,251,251,206,45,0,0,0,0,119,132,0,11,14,0,5,0,0,0,
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,0,85.7,0,0,32,41.5,42.6,77.7,,51.3,32.2,0,0,0,16,25.0,2,0,0,106.0,6,0,4,51,33,62,0,0,0,0,0,0,62,0,29,7,0,5,7,0,0,66,20,11.0
Aqib Talib,4334,CB,LA,5,2,0,52.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,0,0,0,30,27.8,5,2,2,112.2,13,0,45,263,205,334,1,0,0,1,0,3,333,0,129,22,2,11,25,0,3,163,41,12.5
