player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jake Matthews,8641,T,ATL,8,0,2,79.2,2,10,371,100.0,100.0,97.3,1,16,4,403,403,72.2,1,7,174,100.0,100.0,96.6,10,2,192,192
Alex Mack,4944,C,ATL,8,0,2,75.6,2,10,366,100.0,100.0,98.1,2,13,1,398,398,66.3,2,6,172,100.0,100.0,97.1,9,1,190,190
Bobby Hart,9659,T,CIN,8,1,7,60.1,3,17,369,100.0,100.0,96.2,3,24,4,396,396,55.5,1,13,157,100.0,100.0,93.6,17,3,167,167
Trey Hopkins,9276,C,CIN,8,0,7,70.4,1,11,369,100.0,100.0,98.1,0,13,1,396,396,65.2,1,6,157,100.0,100.0,97.1,8,1,167,167
Nate Solder,6169,T,NYG,8,1,21,64.4,3,22,344,100.0,100.0,94.3,4,32,7,372,372,54.5,3,17,173,100.0,100.0,90.8,26,6,190,190
Jon Halapio,8814,C,NYG,8,1,21,53.9,4,8,344,100.0,100.0,97.7,2,14,2,372,372,52.8,3,6,173,100.0,100.0,96.2,11,2,190,190
Kevin Zeitler,7032,G,NYG,8,0,21,73.9,2,6,344,100.0,100.0,98.3,1,10,2,372,372,69.7,1,5,173,100.0,100.0,97.1,8,2,190,190
Will Hernandez,46180,G,NYG,8,0,21,76.4,2,14,344,100.0,100.0,97.7,1,16,0,372,372,71.3,1,10,173,100.0,100.0,96.8,11,0,190,190
Mike Remmers,7431,T,NYG,8,0,21,66.8,2,22,343,100.0,100.0,95.9,3,26,2,371,371,59.7,2,20,173,100.0,100.0,93.1,23,1,190,190
Kaleb McGary,46912,T,ATL,8,0,2,58.8,8,8,329,99.7,99.7,96.0,0,21,5,359,360,55.6,5,5,160,100.0,100.0,93.7,15,5,177,177
