player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Andrew Adams,11240,S,TB,9,21,,21.0,30,0,39.6,0,1,0,0,0,0.0
Alex Okafor,7885,ED,KC,2,3,,3.0,16,0,39.6,0,1,0,0,0,0.0
David Long Jr.,27377,CB,LA,3,18,,18.0,26,0,39.6,0,1,0,0,0,0.0
Ryan Smith,10742,CB,TB,1,4,,4.0,30,0,39.6,0,1,0,0,0,0.0
Johnathan Cyprien,7814,S,ATL,2,2,,2.0,2,0,39.6,0,1,0,0,0,0.0
Sam Hubbard,48457,ED,CIN,5,9,,9.0,7,0,39.6,0,1,0,0,0,0.0
Simeon Thomas,51583,CB,WAS,6,11,,11.0,32,0,39.6,0,1,0,0,0,0.0
Dominique Rodgers-Cromartie,4330,CB,WAS,1,1,,1.0,32,0,39.6,0,1,0,0,0,0.0
Miles Killebrew,10745,LB,DET,2,3,,3.0,11,0,39.6,0,1,0,0,0,0.0
Jermaine Grace,12081,ED,ATL,1,1,,1.0,2,0,39.6,0,1,0,0,0,0.0
Johnson Bademosi,7374,CB,NO,2,7,,7.0,20,0,39.6,0,1,0,0,0,0.0
C.J. Mosley,8652,LB,NYJ,2,2,,2.0,22,0,39.6,0,1,0,0,0,0.0
Greg Mabin,12068,CB,CIN,3,6,,6.0,7,0,39.6,0,1,0,0,0,0.0
Kyle Wilber,7113,LB,OAK,3,3,,3.0,23,0,39.6,0,1,0,0,0,0.0
Elandon Roberts,10848,LB,NE,3,3,,1.5,19,0,39.6,0,2,0,0,0,0.0
Isaac Yiadom,49355,CB,DEN,5,8,,8.0,10,0,39.6,0,1,0,0,0,0.0
Bashaud Breeland,8737,CB,KC,6,9,,9.0,16,0,39.6,0,1,0,0,0,0.0
Samson Ebukam,11880,ED,LA,7,13,,13.0,26,0,39.6,0,1,0,0,0,0.0
Darius Phillips,49507,CB,CIN,2,12,,12.0,7,0,39.6,0,1,0,0,0,0.0
Duke Shelley,49569,CB,CHI,3,3,,3.0,6,0,39.6,0,1,0,0,0,0.0
Tre Boston,8763,S,CAR,7,13,,13.0,5,0,39.6,0,1,0,0,0,0.0
John Johnson III,11847,S,LA,6,30,,15.0,26,0,39.6,0,2,0,0,0,0.0
Holton Hill,50414,CB,MIN,2,4,,4.0,18,0,39.6,0,1,0,0,0,0.0
Albert McClellan,6022,LB,NYJ,1,2,,2.0,22,0,39.6,0,1,0,0,0,0.0
Jaquiski Tartt,9479,S,SF,12,62,62.0,8.9,28,0,39.6,1,7,0,12,10,0.19
Minkah Fitzpatrick,51206,S,PIT,12,51,51.0,25.5,25,0,95.8,1,2,1,3,1,0.06
Sidney Jones,11798,CB,PHI,3,40,40.0,10.0,24,0,49.0,1,4,0,21,15,0.53
Malcolm Butler,9040,CB,TEN,8,36,36.0,12.0,31,0,56.3,1,3,0,19,9,0.53
Denzel Ward,49558,CB,CLV,11,34,34.0,8.5,8,0,72.9,1,4,0,44,10,1.29
Tony Jefferson,8361,S,BLT,5,34,34.0,34.0,3,0,104.2,1,1,0,9,0,0.26
Marcus Maye,11794,S,NYJ,15,89,29.7,11.1,22,0,112.0,3,8,1,75,20,0.84
Troy Hill,9881,CB,LA,11,27,27.0,27.0,26,0,116.7,1,1,0,12,12,0.44
Amani Hooker,51378,S,TEN,11,27,27.0,9.0,31,0,46.5,1,3,0,12,1,0.44
Will Redmond,10702,S,GB,8,27,27.0,13.5,12,0,95.8,1,2,1,3,0,0.11
Alexander Johnson,15267,LB,DEN,10,27,27.0,27.0,10,0,79.2,1,1,0,2,0,0.07
Kevin Byard,10698,S,TEN,15,104,26.0,14.9,31,2,80.1,4,7,2,51,12,0.49
Anthony Harris,9895,S,MIN,14,102,25.5,20.4,18,0,90.0,4,5,0,28,3,0.27
Earl Thomas III,5539,S,BLT,14,51,25.5,25.5,3,0,118.8,2,2,0,39,11,0.76
Orlando Scandrick,4457,CB,PHI,3,46,23.0,11.5,24,0,61.5,2,4,0,17,4,0.37
Neville Hewitt,9836,LB,NYJ,8,23,23.0,3.8,22,0,39.6,1,6,0,11,5,0.48
Juan Thornhill,50426,S,KC,15,91,22.8,11.4,16,1,24.0,4,8,0,38,17,0.42
Amani Oruwariye,50533,CB,DET,5,22,22.0,11.0,11,1,50.0,1,2,0,22,7,1.0
Eddie Jackson,11867,S,CHI,15,129,21.5,8.6,6,0,49.3,6,15,0,50,26,0.39
Jabrill Peppers,11780,S,NYG,11,64,21.3,10.7,21,0,76.4,3,6,0,47,9,0.73
Andrew Sendejo,6118,S,MIN,9,42,21.0,10.5,18,0,63.5,2,4,0,19,0,0.45
Charvarius Ward,43034,CB,KC,11,21,21.0,21.0,16,0,131.3,1,1,1,6,0,0.29
Micah Hyde,7941,S,BUF,15,102,20.4,11.3,4,1,67.6,5,9,1,47,32,0.46
Trayvon Mullen,41968,CB,OAK,10,20,20.0,10.0,23,0,56.3,1,2,0,6,1,0.3
Ronnie Harrison,49206,S,JAX,11,40,20.0,10.0,15,0,95.8,2,4,0,56,19,1.4
Rayshawn Jenkins,11868,S,LAC,13,20,20.0,20.0,27,0,83.3,1,1,0,4,0,0.2
Jalen Mills,10867,CB,PHI,6,20,20.0,4.0,24,0,39.6,1,5,0,13,17,0.65
Jalen Ramsey,10639,CB,LA,11,59,19.7,11.8,26,1,28.3,3,5,0,19,4,0.32
Quandre Diggs,9633,S,SEA,9,39,19.5,13.0,29,1,61.1,2,3,0,31,32,0.79
Michael Thomas,7279,S,NYG,11,38,19.0,12.7,21,0,99.3,2,3,0,30,2,0.79
Jimmy Smith,6179,CB,BLT,7,19,19.0,3.8,3,0,79.2,1,5,1,4,0,0.21
Tashaun Gipson Sr.,7288,S,HST,12,76,19.0,12.7,13,0,103.5,4,6,0,66,29,0.87
Malcolm Jenkins,4937,S,PHI,15,170,18.9,10.6,24,0,67.2,9,16,0,70,46,0.41
Duke Dawson Jr.,51576,CB,DEN,9,179,17.9,13.8,10,0,102.1,10,13,0,112,57,0.63
B.W. Webb,7896,CB,CIN,13,106,17.7,9.6,7,0,74.4,6,11,0,71,36,0.67
Jordan Poyer,8000,S,BUF,13,52,17.3,13.0,4,0,99.0,3,4,0,33,11,0.63
