player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Marlon Mack,11898,HB,IND,3,61,12,3,38.1,114,0,299,0,0,12,201,60.8,6,22,14,0,22,84.7,78.9,81.2,,48.8,54.4,81.2,60.0,63,0,26,4,57,72,0,0,5,65,2,299,201,3.3,4.9,0.46,38
Christian McCaffrey,11763,HB,CAR,3,59,12,4,42.1,134,1,318,0,0,12,183,50.3,7,12,5,0,25,84.8,78.2,84.9,,65.5,76.4,76.1,56.0,76,1,132,15,97,69,0,0,19,74,3,318,183,3.1,5.4,1.36,34
Nick Chubb,45783,HB,CLV,3,58,8,3,21.0,49,0,233,0,4,8,172,51.6,7,9,8,0,23,84.7,68.4,82.7,,88.2,70.8,64.5,60.0,19,0,81,11,77,62,0,0,14,69,1,233,172,2.97,4.0,1.05,30
Dalvin Cook,11796,HB,MIN,3,57,15,7,51.5,193,0,375,1,3,15,233,111.5,9,14,18,0,14,84.3,90.8,1.0,,61.9,65.4,91.2,58.9,75,1,79,9,38,65,0,0,10,66,4,375,233,4.09,6.6,2.08,41
Le'Veon Bell,7829,HB,NYJ,3,56,15,0,0.0,0,0,163,0,9,15,155,87.4,2,6,22,1,20,55.7,69.0,83.8,,65.8,77.2,63.9,60.0,12,0,121,20,91,62,0,0,20,76,0,163,155,2.77,2.9,1.33,32
Ezekiel Elliott,10638,HB,DAL,3,55,6,3,20.8,60,0,289,1,2,6,159,38.5,10,16,9,0,14,84.1,76.7,80.5,,20.5,57.3,81.5,60.0,27,1,33,5,59,66,0,0,7,60,2,289,159,2.89,5.3,0.56,41
Derrick Henry,10679,HB,TEN,3,51,12,3,24.9,52,0,209,2,0,12,176,75.3,7,14,31,1,7,46.6,64.1,0.0,,81.9,39.6,68.7,60.1,18,1,89,4,35,60,0,0,7,55,3,209,176,3.45,4.1,2.54,44
Kerryon Johnson,34455,HB,DET,3,48,9,0,0.0,0,0,126,1,3,9,106,50.0,1,9,11,0,25,83.2,62.8,79.8,,70.7,56.7,62.5,60.0,11,0,67,5,51,55,0,0,6,53,1,126,106,2.21,2.6,1.31,23
Sony Michel,27589,HB,NE,3,45,1,0,0.0,0,0,108,0,0,1,73,3.6,2,11,19,1,28,39.5,53.4,75.4,,81.8,54.2,53.5,59.5,12,0,0,0,8,54,0,0,0,45,2,108,73,1.62,2.4,0.0,15
Chris Carson,12004,HB,SEA,3,45,4,5,60.8,96,0,158,1,6,4,101,40.8,6,9,29,3,11,22.1,50.5,82.0,,48.8,65.1,47.1,60.0,22,0,59,10,47,55,0,0,11,55,1,158,101,2.24,3.5,1.26,31
Phillip Lindsay,12660,HB,DEN,3,45,10,0,0.0,0,0,160,2,3,10,101,51.2,0,10,10,0,24,83.1,68.0,79.6,,3.0,53.5,77.4,60.0,9,0,102,12,55,51,0,0,17,57,2,160,101,2.24,3.6,1.85,20
Aaron Jones,11937,HB,GB,3,45,8,1,8.9,15,0,168,0,0,8,93,31.8,3,10,12,0,4,82.7,64.6,79.1,,86.7,63.7,62.1,60.0,15,0,44,7,39,48,0,0,9,52,3,168,93,2.07,3.7,1.13,41
Josh Jacobs,45953,HB,OAK,3,45,10,2,30.3,69,0,228,1,3,10,178,111.8,5,12,23,0,18,82.4,80.2,78.1,,53.0,43.6,84.1,60.0,51,0,28,1,31,49,0,0,3,46,2,228,178,3.96,5.1,0.9,26
Frank Gore,2282,HB,BUF,3,44,4,2,22.6,37,0,164,0,0,4,99,18.7,3,11,4,0,32,82.2,62.1,79.6,,59.4,59.4,62.4,58.3,22,0,28,4,39,58,0,0,4,48,2,164,99,2.25,3.7,0.72,12
Peyton Barber,10927,HB,TB,3,44,6,1,9.8,16,0,163,0,3,6,134,55.9,4,8,30,0,28,82.2,65.0,77.6,,47.0,55.4,66.4,60.0,16,0,26,5,28,52,0,0,7,49,1,163,134,3.05,3.7,0.93,16
Todd Gurley II,9443,HB,LA,3,44,6,4,37.9,77,0,203,1,0,6,146,41.5,4,10,26,0,22,42.0,68.7,80.1,,81.9,41.3,78.1,42.8,25,0,8,4,70,54,0,0,5,48,1,203,146,3.32,4.6,0.11,22
Leonard Fournette,11759,HB,JAX,3,43,6,1,38.5,69,1,179,2,4,6,141,57.5,6,8,15,1,26,50.4,48.8,82.7,,73.5,40.2,51.0,60.0,69,1,94,14,84,54,0,0,20,57,0,179,141,3.28,4.2,1.12,16
Mark Ingram II,6180,HB,BLT,3,43,13,4,40.9,105,0,257,0,1,13,185,122.9,6,14,3,0,27,82.3,80.6,79.4,,90.6,77.8,75.2,55.8,49,0,62,6,39,55,0,0,6,49,5,257,185,4.3,6.0,1.59,16
Alvin Kamara,11822,HB,NO,3,42,14,3,33.2,70,0,211,0,8,14,150,133.2,5,9,20,1,17,82.9,78.7,82.4,,30.9,83.9,74.4,57.6,28,1,179,17,79,50,0,0,21,59,1,211,150,3.57,5.0,2.27,20
Matt Breida,12271,HB,SF,3,41,6,3,29.6,67,0,226,2,1,6,152,59.0,8,10,28,0,14,82.0,69.6,77.0,,52.7,45.7,73.4,60.0,34,0,31,3,28,44,0,0,5,44,0,226,152,3.71,5.5,1.11,27
Carlos Hyde,8692,HB,HST,3,40,7,2,19.8,38,0,192,0,1,7,138,67.3,5,12,13,0,6,82.0,76.8,79.2,,75.5,52.4,77.2,60.0,20,0,2,1,31,48,0,0,1,41,1,192,138,3.45,4.8,0.06,32
Austin Ekeler,12164,HB,LAC,3,38,8,1,11.9,19,0,160,0,9,8,118,92.6,4,9,27,1,19,46.0,78.3,81.3,,52.9,92.5,65.0,60.0,19,0,208,19,76,42,0,0,19,57,2,160,118,3.11,4.2,2.74,17
David Montgomery,45719,HB,CHI,3,37,7,1,17.0,25,0,147,0,2,7,97,56.2,2,8,6,0,8,81.2,68.2,80.4,,80.6,64.4,67.2,60.0,25,0,47,5,41,41,0,0,7,42,1,147,97,2.62,4.0,1.15,28
Saquon Barkley,45791,HB,NYG,3,37,9,2,36.3,86,0,237,1,1,9,109,61.4,8,11,21,1,10,40.9,71.8,80.8,,77.3,44.4,81.3,60.0,59,0,74,11,77,43,0,0,16,48,1,237,109,2.95,6.4,0.96,24
David Johnson,9519,HB,ARZ,3,36,2,2,24.8,33,0,133,0,2,2,75,17.0,3,9,1,0,11,82.1,68.2,85.5,,68.0,59.7,72.2,58.0,18,0,83,13,97,48,0,0,17,49,1,133,75,2.08,3.7,0.86,23
Royce Freeman,45747,HB,DEN,3,36,9,1,15.0,26,0,173,0,2,9,133,88.3,6,7,10,0,14,81.4,78.9,80.5,,83.3,71.3,78.9,60.0,26,0,63,10,56,37,0,0,12,46,0,173,133,3.69,4.8,1.13,19
Devonta Freeman,8738,HB,ATL,3,35,6,2,40.3,52,0,129,1,0,6,103,40.1,3,7,2,1,16,39.5,53.8,80.4,,85.6,53.6,51.9,60.0,28,0,61,9,72,39,0,0,12,44,0,129,103,2.94,3.7,0.85,17
Miles Sanders,40555,HB,PHI,3,34,4,1,17.9,19,0,106,0,0,4,77,22.6,2,4,24,2,12,25.3,50.8,81.8,,38.1,74.1,45.3,60.0,19,0,84,6,46,38,0,0,9,40,0,106,77,2.26,3.1,1.83,19
James Conner,11860,HB,PIT,3,34,4,0,0.0,0,0,97,1,1,4,85,27.8,2,6,25,1,26,38.6,67.1,80.0,,69.6,69.9,64.1,60.0,14,0,70,11,49,37,0,0,12,45,1,97,85,2.5,2.9,1.43,7
Raheem Mostert,9783,HB,SF,3,34,9,3,28.2,57,0,202,0,0,9,128,89.2,8,7,28,1,11,34.3,74.6,78.1,,60.7,83.2,68.4,60.0,20,0,68,4,27,40,0,0,6,38,0,202,128,3.76,5.9,2.52,23
Joe Mixon,11803,HB,CIN,3,32,5,0,0.0,0,0,87,0,0,5,71,28.4,4,5,7,0,12,81.0,63.2,0.0,,36.0,65.6,64.8,60.0,14,1,51,7,48,37,0,0,8,39,0,87,71,2.22,2.7,1.06,20
Ronald Jones,34001,HB,TB,3,31,3,2,25.0,41,0,164,0,2,3,81,39.6,6,8,30,0,18,80.2,80.4,74.5,,57.2,81.6,76.3,,25,0,59,2,14,32,0,0,2,33,0,164,81,2.61,5.3,4.21,12
Tony Pollard,27126,HB,DAL,3,30,8,2,29.5,44,1,149,0,0,8,124,97.3,5,8,9,0,12,80.5,76.4,0.0,,21.2,73.3,77.3,60.0,28,1,28,4,22,35,0,0,4,34,1,149,124,4.13,5.0,1.27,17
LeSean McCoy,4976,HB,KC,3,29,3,3,47.5,75,0,158,0,0,3,70,20.1,5,10,16,0,8,80.0,65.3,82.5,,18.0,60.4,67.8,60.0,31,1,38,7,39,30,0,0,7,36,1,158,70,2.41,5.4,0.97,21
Gus Edwards,46027,HB,BLT,3,27,4,1,12.5,15,0,120,0,0,4,79,40.4,4,8,3,0,14,79.3,72.0,76.2,,46.9,60.5,73.8,56.8,15,0,15,2,21,35,0,0,2,29,0,120,79,2.93,4.4,0.71,13
