player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Drew Brees,802,QB,NO,9,388,85.1,87,95,7.0,0.0,1,3,3.0,71.6,68,38,8.1,103,26.5,6,35,,44.8,76.2,80.8,74.7,,,1,1,107,21.1,101.6,7.8,8,0,0,6,4,2,1.9,689,7.3,0,20,63.9,70.9,72.1,37.4,76.2,269,279,7.3,0.0,3,13,4.5,69.2,193,69,5.9,285,73.5,12,98,,70.4,69.5,84.7,68.6,,58.3,0,11,296,7.2,88.4,1.8,5,1,3,4,14,11,3.7,1898,6.8,83.0,271,280,6.5,0.0,4,10,3.5,74.6,209,0,7.1,281,72.4,16,102,,73.9,85.5,84.6,83.5,,58.3,0,6,290,,101.9,0.0,0,1,3,2,14,4,1.4,2007,7.2,2,63.5,85,94,9.8,0.0,0,6,6.0,55.3,52,107,3.7,107,27.6,2,31,,38.6,42.1,81.0,43.2,,,1,6,113,12.1,61.5,12.1,13,0,0,8,4,9,8.0,580,6.2
Peyton Manning,327,QB,IND,8,361,69.6,92,95,10.8,0.0,1,4,4.2,58.9,56,29,12.5,100,27.7,8,39,,85.0,78.6,80.6,76.9,,,1,1,101,17.2,86.3,5.0,5,0,0,1,4,3,3.0,580,6.1,0,14,84.8,85.9,85.7,42.6,76.4,246,255,8.6,0.0,3,13,4.9,67.5,172,66,8.5,261,72.3,16,95,,78.1,87.5,84.4,84.8,,63.9,3,3,271,7.6,100.1,1.9,5,1,0,3,12,6,2.2,1898,7.4,76.4,263,266,8.3,0.0,2,11,4.0,68.8,183,0,9.0,266,73.7,18,104,,90.5,88.1,84.4,85.6,,,0,3,274,,102.2,0.0,0,0,0,1,14,7,2.6,1911,7.2,1,68.0,75,84,12.5,0.0,2,6,6.9,53.6,45,95,11.8,95,26.3,6,30,,54.0,77.2,80.5,75.0,,63.9,4,1,98,10.5,77.8,10.5,10,1,0,3,2,2,2.0,567,6.8
Philip Rivers,1725,QB,SD,9,357,67.0,91,99,10.5,0.0,1,6,5.7,58.6,58,46,4.9,109,30.5,3,47,,86.0,83.1,81.1,81.5,,57.9,2,3,116,19.6,89.9,8.3,9,1,0,5,4,1,0.9,906,9.2,0,27,58.5,91.0,92.7,28.9,79.5,215,230,8.2,0.0,2,14,5.9,68.3,157,79,8.2,248,69.5,14,99,,77.3,94.2,45.4,93.1,,72.3,2,5,258,16.5,108.6,5.2,13,5,1,10,15,5,1.9,2038,8.9,79.5,224,230,8.3,0.0,3,13,5.4,72.2,166,0,6.7,232,65.0,12,114,,90.3,97.4,83.9,95.9,,64.1,0,4,242,,120.7,0.0,0,2,1,2,17,1,0.4,2268,9.9,7,65.9,82,99,10.4,0.0,0,7,6.7,49.5,49,125,9.3,125,35.0,5,32,,62.6,65.1,14.1,64.3,,67.6,4,4,132,17.6,61.7,17.6,22,4,0,13,2,5,3.8,676,6.8
Kyle Orton,2323,QB,DEN,8,348,57.7,104,114,11.9,0.0,4,4,3.3,48.2,55,45,8.3,125,35.9,5,46,,62.6,61.7,14.1,65.8,,28.7,1,2,132,17.8,77.9,6.4,8,3,0,5,5,4,3.0,773,6.8,0,10,65.0,69.2,73.1,33.7,75.8,194,202,8.7,0.0,2,13,6.1,69.3,140,77,4.8,223,64.1,7,74,,64.1,75.4,83.8,74.9,,54.6,2,3,234,16.9,101.1,5.8,13,8,1,3,7,5,2.1,1742,8.6,72.1,215,223,9.3,0.0,5,9,3.9,65.9,147,0,5.2,226,64.9,8,88,,90.2,80.5,83.8,77.8,,74.3,0,2,234,,99.6,0.0,0,3,1,2,8,3,1.3,1840,8.3,6,62.7,83,93,11.1,0.0,1,8,7.8,51.6,48,122,7.7,122,35.1,4,32,,28.3,52.4,14.1,59.9,,28.1,3,3,132,17.2,76.2,17.2,21,8,0,6,4,6,4.5,675,7.3
Aaron Rodgers,2241,QB,GB,9,340,74.6,114,121,10.6,0.0,1,8,6.2,62.0,75,37,11.8,132,38.8,10,52,,87.3,83.6,81.8,79.3,,84.0,0,4,140,18.9,85.3,5.3,7,4,0,6,5,5,3.6,917,7.6,0,12,91.1,85.6,85.4,61.5,76.2,168,182,9.5,0.0,3,13,6.8,64.3,117,62,8.6,208,61.2,11,75,,90.1,85.9,39.1,83.4,,72.5,1,5,219,16.1,94.5,4.8,10,16,2,8,10,9,4.1,1396,7.7,78.7,221,228,9.2,0.0,4,14,5.9,68.4,156,0,10.3,241,70.9,18,99,,90.4,91.1,84.1,89.2,,76.0,0,4,250,,104.9,0.0,0,13,2,1,13,8,3.2,1864,8.2,3,63.9,61,75,12.7,0.0,0,7,8.3,48.0,36,99,7.7,99,29.1,3,28,,85.5,69.7,2.1,67.0,,75.8,1,5,109,17.2,48.1,17.2,17,7,0,13,2,6,5.5,449,6.0
Carson Palmer,1317,QB,CIN,8,337,73.6,87,97,9.6,0.0,2,5,4.6,59.8,58,42,9.4,105,31.2,6,35,,86.0,78.2,81.1,75.6,,65.6,2,1,117,16.7,104.1,6.7,7,1,0,6,7,3,2.6,756,7.8,0,7,76.0,69.2,70.4,43.6,68.4,209,221,9.3,0.0,5,9,3.9,59.7,132,63,7.7,232,68.8,11,72,,75.8,65.5,42.7,65.1,,63.0,1,6,240,11.1,76.5,3.0,7,4,1,5,7,11,4.6,1347,6.1,72.1,219,231,9.1,0.0,5,8,3.3,62.3,144,0,8.9,232,68.8,14,80,,76.2,70.9,84.0,70.3,,54.9,0,5,244,,90.8,0.0,0,1,1,6,12,10,4.1,1578,6.8,2,63.6,77,87,10.0,0.0,2,6,6.3,52.9,46,105,6.1,105,31.2,3,27,,85.7,68.6,4.5,66.4,,77.8,3,2,113,13.3,69.4,13.3,14,4,0,5,2,4,3.5,525,6.0
Sam Bradford,5526,QB,SL,8,317,71.4,91,103,6.2,0.0,2,8,7.2,59.2,61,52,6.2,117,36.9,4,43,,86.5,76.3,81.4,75.1,,60.8,7,1,125,19.2,88.0,8.5,10,4,0,3,4,3,2.4,685,6.7,0,26,86.4,65.6,67.5,34.9,71.8,174,189,6.6,0.0,3,2,1.0,58.2,110,52,12.0,200,63.1,15,52,,90.1,60.1,83.4,60.6,,50.8,5,7,212,13.5,69.5,3.5,7,4,2,5,7,5,2.4,998,5.3,76.5,204,210,6.0,0.0,2,4,1.8,65.7,138,0,11.5,213,67.2,18,79,,90.2,78.0,83.6,76.4,,61.4,0,3,225,,89.5,0.0,0,3,2,2,8,4,1.8,1306,6.2,0,55.7,61,82,8.2,0.0,3,6,6.7,40.2,33,104,2.9,104,32.8,1,16,,85.7,46.2,81.0,48.0,,51.1,12,5,112,16.3,41.6,16.3,17,5,0,6,3,4,3.6,377,4.6
Matt Ryan,4317,QB,ATL,8,315,67.0,103,110,9.6,0.0,3,7,6.1,60.0,66,39,4.3,116,36.8,3,41,,60.1,82.6,81.2,81.4,,54.2,3,3,120,10.3,87.8,3.4,4,2,0,1,5,3,2.5,842,7.7,0,2,71.4,80.9,84.4,33.4,75.2,165,178,7.9,0.0,1,6,3.1,64.0,114,51,8.1,199,63.2,10,58,,73.6,78.1,83.5,80.3,,39.3,2,2,216,17.6,91.7,4.5,9,12,0,10,8,3,1.4,1107,6.2,74.3,206,213,8.0,0.0,4,7,3.1,66.2,141,0,7.8,225,71.4,12,81,,75.6,89.2,83.8,89.7,,42.1,0,5,237,,88.4,0.4,1,11,0,3,7,4,1.7,1535,7.2,2,64.5,62,75,10.4,0.0,0,6,7.3,52.0,39,90,2.5,90,28.6,1,18,,54.6,61.1,80.5,62.8,,47.0,5,0,99,13.3,95.1,13.3,12,3,0,8,6,2,2.0,414,5.5
Donovan McNabb,438,QB,WAS,8,310,65.1,86,99,9.7,0.0,4,5,4.7,52.5,52,57,7.1,113,36.5,4,34,,68.2,58.5,81.3,55.0,,81.3,4,3,122,15.8,80.6,8.0,9,5,0,5,5,4,3.3,726,7.3,0,32,57.5,63.2,64.6,49.7,69.6,171,178,10.4,0.0,5,8,4.3,60.1,107,79,10.1,197,63.5,12,56,,60.6,70.9,83.3,69.5,,65.2,1,5,208,16.5,73.4,6.6,13,6,1,0,2,4,1.9,1245,7.0,77.6,161,166,9.7,0.0,4,8,4.6,69.3,115,0,8.0,174,56.1,10,66,,89.4,85.1,82.8,82.7,,67.4,0,3,183,,99.3,0.0,0,8,1,0,6,1,0.5,1393,8.4,2,52.1,96,111,11.0,0.0,5,5,4.2,39.6,44,136,12.0,136,43.9,6,24,,33.5,41.9,82.0,40.3,,79.8,5,5,147,16.2,41.0,16.2,22,3,0,5,1,7,4.8,578,5.2
Chad Henne,4371,QB,MIA,8,298,79.5,78,84,8.4,0.0,2,3,3.4,66.7,56,29,9.7,92,30.9,6,35,,84.6,75.3,80.3,74.3,,58.3,0,1,95,24.1,110.6,7.6,7,1,0,4,5,2,2.1,767,9.1,0,17,85.2,70.7,71.9,40.3,73.7,179,194,7.3,0.0,6,5,2.5,62.4,121,52,8.3,206,69.1,11,64,,90.1,69.3,83.5,67.9,,65.6,1,8,217,9.6,66.3,2.4,5,7,1,7,3,7,3.2,1130,5.8,79.7,202,213,7.4,0.0,5,6,2.7,69.5,148,0,8.1,217,72.8,13,84,,90.2,81.5,83.7,80.0,,56.1,0,6,226,,86.9,0.0,0,4,1,5,5,5,2.2,1575,7.4,0,60.0,55,65,8.4,0.0,3,2,2.9,44.6,29,81,12.1,81,27.2,4,15,,83.9,48.8,80.0,47.3,,68.8,1,3,86,14.8,56.1,14.8,12,4,0,6,3,4,4.7,322,5.0
