player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Chad Henne,4371,QB,MIA,9,329,78.8,85,91,8.6,0.0,2,3,3.2,67.0,61,31,9.0,99,30.1,6,38,,,,,85.1,77.8,80.6,76.6,,58.3,0,2,102,22.6,104.3,7.1,7,1,0,4,5,2,2.0,812,8.9,0,17,86.7,73.2,73.8,44.2,73.4,199,215,7.8,0.0,6,7,3.1,62.8,135,58,7.5,230,69.9,11,71,,,,,90.3,71.1,83.9,69.3,,68.7,2,8,242,10.3,70.8,2.6,6,9,1,7,4,7,2.9,1325,6.2,79.1,225,236,7.9,0.0,5,8,3.3,69.9,165,0,7.3,240,72.9,13,93,,,,,90.3,83.3,84.0,81.7,,56.1,0,7,249,,88.3,0.0,0,4,1,5,6,5,2.0,1806,7.7,0,59.3,59,70,8.7,0.0,3,2,2.7,44.3,31,89,11.4,89,27.1,4,16,,,,,84.6,51.2,80.3,48.7,,72.0,2,3,95,14.6,55.1,14.6,13,6,0,6,3,4,4.2,331,4.7
Matt Schaub,1811,QB,HST,9,323,76.1,92,100,7.7,0.0,2,2,1.9,65.0,65,47,7.1,109,33.7,5,43,,,,,85.9,67.9,6.2,68.0,,,2,3,116,19.1,86.2,8.3,9,0,0,4,2,5,4.3,859,8.6,0,13,63.4,80.3,81.3,40.6,77.2,180,199,7.5,0.0,5,12,5.7,63.8,127,60,8.6,214,66.3,12,74,,,,,46.7,86.7,83.7,84.5,,61.3,2,4,226,20.0,94.3,5.6,12,3,3,9,10,3,1.3,1463,7.4,82.7,202,213,7.1,0.0,5,12,5.2,71.4,152,0,9.0,216,66.9,15,95,,,,,90.2,92.4,41.4,91.6,,61.3,0,4,232,,103.2,0.0,0,3,3,3,8,2,0.9,1890,8.9,1,60.0,70,86,8.7,0.0,2,2,2.2,46.5,40,107,4.8,107,33.1,2,22,,,,,26.5,46.2,80.9,47.0,,,4,3,110,19.6,62.7,19.6,21,0,0,10,4,6,5.5,432,5.0
Joe Flacco,4332,QB,BLT,9,321,65.9,88,98,11.9,0.0,2,7,6.6,55.1,54,43,6.9,105,32.7,4,37,,,,,66.6,68.6,81.0,67.7,,,0,1,113,16.3,95.8,6.7,7,0,0,8,6,4,3.5,745,7.6,0,3,71.5,69.0,72.9,34.4,73.9,184,199,9.2,0.0,4,6,2.8,64.3,128,51,5.9,216,67.3,8,76,,,,,68.3,73.9,83.7,73.2,,57.4,2,6,229,17.6,87.3,4.2,9,8,0,9,9,8,3.5,1388,7.0,74.9,215,223,9.4,0.0,4,10,4.3,67.3,150,0,6.8,227,70.7,11,89,,,,,90.3,85.5,83.9,83.9,,55.0,0,5,239,,98.3,0.0,0,4,0,4,12,6,2.5,1691,7.6,3,57.9,57,74,12.5,0.0,2,3,3.7,43.2,32,94,3.0,94,29.3,1,24,,,,,28.7,43.5,80.7,43.8,,61.4,2,2,103,17.0,65.3,17.0,16,4,0,13,3,6,5.8,442,6.0
Tom Brady,698,QB,NE,9,320,71.4,84,88,7.9,0.0,1,1,1.1,58.0,51,37,15.0,93,29.1,9,30,,,,,84.9,63.8,1.0,64.1,,,2,3,100,13.5,79.3,5.4,5,0,0,1,4,1,1.0,590,6.7,0,19,83.5,76.6,79.1,35.1,79.1,206,216,8.2,0.0,3,9,4.0,67.1,145,68,11.0,227,70.9,18,82,,,,,75.7,84.0,83.9,83.0,,46.9,1,1,238,11.8,106.8,3.5,8,3,0,6,13,1,0.4,1586,7.3,80.3,208,212,7.9,0.0,2,6,2.7,70.8,150,0,10.2,215,67.2,17,85,,,,,90.2,81.2,83.7,80.4,,46.9,0,3,227,,106.9,0.0,0,3,0,2,13,0,0.0,1595,7.5,2,68.3,82,92,8.6,0.0,2,4,4.1,50.0,46,105,17.9,105,32.8,10,27,,,,,58.1,69.5,7.8,69.4,,,3,1,111,12.4,80.0,12.4,13,0,0,5,4,2,1.8,581,6.3
Mark Sanchez,4928,QB,NYJ,9,317,61.9,113,121,10.8,0.0,2,6,4.7,49.6,60,40,14.3,131,41.3,10,40,,,,,87.2,71.0,81.8,71.3,,47.3,4,3,138,17.5,75.7,5.3,7,3,0,2,6,6,4.3,759,6.3,0,22,90.9,74.7,75.8,41.1,69.7,165,177,9.3,0.0,5,7,3.8,58.2,103,47,10.4,186,58.7,12,61,,,,,89.9,74.9,37.7,75.2,59.1,49.1,0,3,196,14.9,83.8,3.8,7,2,3,4,6,1,0.5,1232,7.0,71.3,216,227,9.1,0.0,7,8,3.4,59.0,134,0,13.0,230,72.6,20,83,,,,,90.3,81.1,83.9,80.8,59.1,43.2,0,4,238,,85.0,0.0,0,3,3,1,8,5,2.1,1596,7.0,2,50.0,62,71,12.7,0.0,0,5,6.3,40.8,29,87,6.5,87,27.4,2,18,,,,,84.6,57.4,0.0,58.9,,54.5,4,2,96,16.1,66.3,16.1,14,2,0,5,4,2,2.1,395,5.6
Josh Freeman,4940,QB,TB,9,310,64.2,106,115,10.4,0.0,0,6,4.9,55.7,64,61,5.9,132,42.6,4,50,,,,,63.7,62.3,81.8,58.9,,79.4,4,4,139,14.8,82.8,6.8,9,8,0,5,6,4,2.9,869,7.6,0,30,65.1,71.9,71.5,60.6,78.6,140,155,9.3,0.0,5,9,5.6,64.5,100,62,9.1,178,57.4,10,55,,,,,76.1,81.8,35.2,79.4,,72.7,4,1,186,11.3,95.6,3.9,7,16,0,6,6,4,2.2,1097,7.1,75.9,170,175,8.9,0.0,4,9,4.9,67.4,118,0,8.5,187,60.3,11,71,,,,,89.9,87.4,83.1,83.0,,80.7,0,2,196,,101.9,0.0,0,12,0,1,7,2,1.0,1473,8.4,2,64.5,76,95,11.8,0.0,1,6,6.0,48.4,46,123,6.1,123,39.7,3,34,,,,,44.2,51.3,17.2,49.5,,69.8,8,3,129,13.0,68.4,13.0,16,12,0,10,5,6,4.7,493,5.2
Brett Favre,14,QB,MIN,9,308,59.8,82,88,10.4,0.0,1,6,6.5,52.3,46,43,6.1,94,30.5,3,28,,,,,84.9,47.9,0.0,49.8,,58.3,3,8,99,11.6,49.8,5.3,5,1,0,2,3,10,10.1,648,7.4,0,18,38.2,60.1,64.5,26.6,76.5,196,201,8.0,0.0,2,7,3.2,66.7,134,66,10.7,214,69.5,16,65,,,,67.6,47.8,73.2,83.8,71.8,66.9,,0,8,233,19.7,82.1,6.1,13,0,0,3,7,4,1.7,1418,7.1,75.9,195,199,8.0,0.0,2,9,4.2,67.3,134,0,9.5,199,64.6,14,66,,,,67.6,78.7,75.9,83.5,74.3,66.9,,0,9,214,,80.3,0.0,0,0,0,2,6,3,1.4,1478,7.4,7,61.4,83,90,10.3,0.0,1,4,4.0,51.1,46,109,9.8,109,35.4,5,27,,,,,32.5,45.5,7.3,47.4,,58.3,3,7,118,16.5,54.3,16.5,18,1,0,3,4,11,9.3,588,6.5
Matt Hasselbeck,408,QB,SEA,8,298,67.2,64,67,10.5,0.0,1,5,7.0,58.2,39,25,9.3,76,25.5,4,31,,,,,48.5,79.9,79.7,76.9,,71.1,0,1,80,28.0,87.0,9.2,7,2,0,2,2,3,3.8,526,7.9,0,29,72.6,75.3,75.4,50.8,68.8,189,203,8.7,0.0,3,8,3.8,58.1,118,53,9.2,222,74.5,12,52,,,,,79.7,72.6,83.7,71.6,,57.3,2,6,230,30.2,71.4,7.2,16,3,1,8,5,5,2.2,1215,6.0,68.6,207,216,9.1,0.0,4,9,4.0,59.7,129,0,9.2,220,73.8,13,71,,,,,90.2,82.9,83.7,80.9,,62.9,0,5,229,,78.6,0.0,0,4,1,4,6,2,0.9,1405,6.5,1,67.4,46,54,9.8,0.0,0,4,7.0,51.9,28,78,9.7,78,26.2,3,12,,,,,28.8,54.9,79.8,54.1,,63.3,2,2,81,29.5,62.0,29.5,23,1,0,6,1,6,7.4,336,6.2
Matt Cassel,2447,QB,KC,9,294,69.0,71,78,7.5,0.0,4,0,0.0,59.0,46,37,6.1,85,28.9,3,31,,,,,51.8,47.1,80.1,46.9,,66.0,0,2,89,13.5,104.5,5.9,5,2,0,3,8,4,4.5,558,7.2,0,16,68.4,62.9,62.6,56.3,72.5,171,189,10.0,0.0,2,9,4.5,59.3,112,70,9.7,209,71.1,12,69,,,,,74.2,70.8,83.6,70.1,,59.9,3,2,221,14.3,90.3,4.8,10,10,4,9,8,4,1.8,1323,7.0,74.6,169,181,8.8,0.0,4,3,1.6,64.1,116,0,7.9,187,63.6,10,70,,,,,71.6,70.3,83.1,68.1,,73.0,0,2,195,,102.3,0.5,1,5,4,4,11,4,2.1,1354,7.5,3,64.4,73,86,10.3,0.0,2,6,6.4,48.8,42,107,10.6,107,36.4,5,30,,,,,59.0,51.1,81.1,52.6,,51.8,3,2,115,13.1,78.0,13.1,14,7,0,8,5,4,3.5,527,6.1
Jay Cutler,2956,QB,CHI,8,291,72.9,85,93,8.6,0.0,3,3,3.0,60.2,56,44,9.7,108,37.1,6,35,,,,,67.1,62.3,81.1,60.2,,74.8,1,4,116,29.5,74.8,12.0,13,2,0,4,3,6,5.2,664,7.1,0,6,38.9,72.3,72.6,57.8,70.4,142,153,10.3,0.0,2,12,7.2,61.4,94,82,6.0,183,62.9,6,61,,,,,40.6,80.9,34.8,78.0,,75.9,1,5,198,20.7,93.6,9.3,17,13,0,8,9,11,5.6,1260,8.2,72.6,157,158,8.1,0.0,1,4,2.4,65.2,103,0,9.6,165,56.7,11,64,,,,,88.9,73.8,28.3,70.5,,83.3,0,6,172,,92.7,0.0,0,7,0,0,10,10,5.8,1175,7.4,2,68.6,70,88,13.1,0.0,4,11,10.8,53.4,47,126,2.1,126,43.3,1,32,,,,,26.2,73.2,81.9,71.1,,68.1,2,3,142,23.8,75.4,23.8,30,8,0,12,2,7,4.9,749,8.5
