player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Peyton Manning,327,QB,IND,5,77.5,209,216,9.0,0.0,2,11,5.0,67.6,146,0,60,9.9,221,16,87,14,90.3,87.9,88.1,41.1,2,2,225,0,8.3,102.6,2.3,5,0,0,3,11,3,1.3,1609,7.4
Kyle Orton,2323,QB,DEN,5,72.7,205,213,8.7,0.0,3,8,3.6,66.2,141,0,75,5.4,229,8,83,10,81.1,69.5,72.8,46.5,2,3,239,6,16.0,97.9,5.2,12,4,0,3,8,4,1.7,1738,8.2
Sam Bradford,5526,QB,SL,5,70.4,186,203,6.6,0.0,3,6,2.8,56.7,115,0,74,12.2,217,16,62,26,90.2,63.7,63.1,52.2,9,8,229,0,14.9,66.7,5.1,11,3,2,3,6,6,2.6,1168,5.8
Drew Brees,802,QB,NO,5,80.0,190,199,7.1,0.0,3,8,3.9,71.4,142,0,57,6.6,208,10,71,20,62.8,73.1,74.3,41.7,0,5,216,1,14.0,95.7,3.8,8,1,2,4,9,7,3.2,1410,7.1
Carson Palmer,1317,QB,CIN,5,70.2,181,194,8.4,0.0,4,6,3.0,59.3,115,0,59,9.4,204,12,67,7,63.1,63.2,66.2,39.1,1,5,213,2,11.9,80.4,3.4,7,3,0,8,7,10,4.7,1287,6.6
Shaun Hill,1255,QB,DET,5,75.4,179,193,7.5,0.0,1,2,1.0,61.1,118,0,58,12.6,209,17,62,11,74.3,73.2,74.1,57.1,4,7,218,3,13.8,78.0,3.8,8,8,1,8,8,6,2.8,1218,6.3
Alex Smith,2218,QB,SF,5,76.6,167,190,7.2,0.0,6,6,3.0,62.1,118,1,77,7.8,205,10,62,28,62.2,58.3,58.3,65.2,5,9,216,7,13.0,71.6,4.9,10,5,0,12,6,7,3.2,1229,6.5
Philip Rivers,1725,QB,SD,5,73.8,168,183,10.3,0.0,2,13,6.7,62.8,115,0,78,7.3,197,9,86,27,55.8,86.3,88.8,45.2,3,4,207,6,14.1,105.4,5.6,11,3,1,9,11,3,1.4,1759,9.6
Matt Ryan,4317,QB,ATL,5,72.8,162,177,8.2,0.0,3,6,3.2,61.6,109,0,60,7.6,197,9,58,2,58.7,67.5,72.5,31.7,4,3,211,2,16.7,86.9,5.1,10,10,0,8,7,6,2.8,1165,6.6
Eli Manning,1722,QB,NYG,5,74.9,167,174,9.7,0.0,2,11,6.0,64.4,112,0,66,10.4,186,13,54,21,72.9,64.5,67.7,44.8,2,8,195,4,13.6,83.1,4.8,9,3,0,3,8,7,3.6,1302,7.5
Tony Romo,1693,QB,DAL,4,75.8,165,174,8.8,0.0,3,12,6.5,68.4,119,0,52,4.8,182,6,64,9,89.9,92.7,91.8,63.3,3,5,192,2,13.5,93.0,3.8,7,1,0,3,7,3,1.6,1355,7.8
