player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Kyle Orton,2323,QB,DEN,5,229,57.4,68,73,10.9,0.0,2,1,1.3,49.3,36,24,7.7,77,33.6,3,30,,83.6,68.5,0.0,68.7,,,1,0,82,16.7,80.5,5.2,4,0,0,2,2,1,1.2,494,6.8,0,10,81.1,69.5,72.8,46.5,80.3,137,140,7.6,0.0,1,7,4.9,75.0,105,51,4.5,152,66.4,5,53,,73.1,72.7,82.2,72.3,,54.3,1,3,157,15.7,107.0,5.3,8,4,0,1,6,3,1.9,1244,8.9,76.0,150,153,8.0,0.0,2,4,2.6,71.2,109,0,4.4,154,67.2,5,64,,88.1,81.0,82.2,79.4,,58.3,0,1,156,,107.7,0.0,0,1,0,1,6,1,0.6,1320,8.6,6,63.6,55,60,10.4,0.0,1,4,6.0,53.3,32,75,8.6,75,32.8,3,19,,59.7,54.4,0.0,56.2,,56.3,2,2,83,16.0,72.8,16.0,12,3,0,2,2,3,3.6,418,7.0
Peyton Manning,327,QB,IND,5,221,73.3,45,47,10.4,0.0,0,2,4.3,63.8,30,15,9.1,50,22.6,3,22,,80.4,81.6,78.0,79.7,,,1,0,50,20.0,106.7,6.0,3,0,0,1,3,1,2.0,340,7.2,0,14,90.3,87.9,88.1,41.1,78.7,164,169,8.7,0.0,2,9,5.2,68.6,116,45,10.1,171,77.4,13,65,,89.0,88.8,82.7,86.3,,,1,2,175,4.4,101.4,1.2,2,0,0,2,8,2,1.1,1269,7.5,78.8,160,161,8.2,0.0,1,6,3.7,70.8,114,0,9.5,161,72.9,12,68,,88.5,87.3,82.4,84.9,,,0,1,164,,108.3,0.0,0,0,0,0,9,3,1.8,1204,7.5,0,73.5,49,55,11.9,0.0,1,5,8.9,58.2,32,60,11.1,60,27.1,4,19,,81.5,84.9,78.7,82.8,,,2,1,61,8.3,85.8,8.3,5,0,0,3,2,0,0.0,405,7.4
Sam Bradford,5526,QB,SL,5,217,70.5,61,69,5.5,0.0,1,5,6.8,56.5,39,35,9.3,78,35.9,4,26,,83.7,72.3,79.8,72.2,,54.5,5,1,83,20.0,79.6,9.0,7,2,0,2,2,1,1.2,444,6.4,0,26,90.2,63.7,63.1,52.2,70.4,125,134,7.1,0.0,2,1,0.7,56.7,76,39,13.6,139,64.1,12,36,,87.6,56.4,82.0,56.7,,58.3,4,7,146,10.3,60.0,2.9,4,1,2,1,4,5,3.4,724,5.4,77.7,139,143,6.1,0.0,2,3,2.0,65.0,93,0,13.9,143,65.9,15,51,,87.7,79.0,82.0,77.3,,,0,3,148,,83.6,0.0,0,0,2,0,4,2,1.4,917,6.4,0,48.9,47,60,8.0,0.0,1,3,4.5,36.7,22,74,4.3,74,34.1,1,11,,83.5,35.7,79.7,37.9,,52.2,9,5,81,14.9,26.5,14.9,11,3,0,3,2,4,4.9,251,4.2
Shaun Hill,1255,QB,DET,5,209,71.7,53,60,6.2,0.0,1,1,1.6,51.7,31,16,18.4,63,30.1,7,16,,82.0,65.8,78.9,65.8,,57.9,3,2,65,12.5,56.9,3.2,2,1,0,3,1,2,3.1,290,4.8,0,11,74.3,73.2,74.1,57.1,77.0,126,133,8.0,0.0,0,1,0.7,65.4,87,42,10.3,146,69.9,10,46,,66.1,78.5,82.2,75.4,,74.4,1,5,153,14.3,87.5,4.1,6,7,1,5,7,4,2.6,928,7.0,76.4,144,148,6.8,0.0,0,1,0.6,65.5,97,0,11.8,151,72.2,13,48,,88.2,76.3,82.3,73.2,,79.2,0,6,157,,85.4,0.0,0,3,1,3,8,5,3.2,980,6.6,3,71.4,35,45,10.6,0.0,1,1,2.1,46.7,21,58,16.0,58,27.8,4,14,,39.3,69.9,78.7,70.0,,58.3,4,1,61,13.8,53.8,13.8,8,5,0,5,0,1,1.6,238,5.3
Drew Brees,802,QB,NO,5,208,86.7,45,47,7.2,0.0,0,3,6.1,76.6,36,19,7.7,51,24.5,3,17,,47.2,80.7,78.2,78.9,,,0,0,53,21.1,120.5,7.8,4,0,0,2,3,1,1.9,376,8.0,0,20,62.8,73.1,74.3,41.7,77.9,145,152,7.0,0.0,3,5,3.2,69.7,106,38,6.2,157,75.5,7,54,,67.6,70.5,82.4,69.7,,58.3,0,5,163,10.5,88.0,2.5,4,1,2,2,6,6,3.7,1034,6.8,86.1,144,150,5.9,0.0,3,4,2.6,76.7,115,0,7.3,151,72.6,9,55,,88.1,89.9,82.2,87.8,,58.3,0,2,155,,107.5,0.0,0,1,2,1,7,1,0.6,1134,7.6,1,60.9,46,49,10.7,0.0,0,4,7.5,55.1,27,57,3.6,57,27.4,1,16,,26.2,40.7,78.7,42.0,,,0,3,61,14.0,59.6,14.0,8,0,0,3,2,6,9.8,276,5.6
Alex Smith,2218,QB,SF,5,205,73.1,52,64,10.9,0.0,4,3,4.5,54.7,35,29,7.9,70,34.1,3,21,,45.0,57.7,79.4,54.6,,78.3,2,3,73,13.8,61.8,5.7,4,2,0,6,1,4,5.5,437,6.8,1,28,62.2,58.3,58.3,65.2,78.3,115,126,5.6,0.0,2,3,2.3,65.9,83,48,7.8,135,65.9,7,41,,71.3,62.0,81.9,61.1,,64.5,3,6,143,12.5,76.6,4.4,6,3,0,6,5,3,2.1,792,6.3,78.7,122,127,7.2,0.0,3,4,3.0,72.4,92,0,4.2,128,62.4,4,47,,87.1,68.6,81.7,67.2,,66.0,0,7,135,,80.9,0.0,0,1,0,2,4,5,3.7,942,7.4,7,71.1,45,63,7.3,0.0,3,2,3.0,41.3,26,77,18.8,77,37.6,6,15,,28.8,46.9,79.7,43.8,,74.2,5,2,81,13.0,52.8,13.0,10,4,0,10,2,2,2.5,287,4.6
Carson Palmer,1317,QB,CIN,5,204,75.9,58,65,8.2,0.0,2,2,2.9,63.1,41,21,6.8,68,33.3,3,26,,82.8,77.7,79.4,76.1,,,1,0,73,14.3,111.8,4.4,3,0,0,4,5,2,2.7,491,7.6,0,7,63.1,63.2,66.2,39.1,67.5,123,129,8.4,0.0,2,4,3.0,57.4,74,38,10.8,136,66.7,9,41,,63.8,59.2,17.5,58.6,,70.8,0,5,140,10.5,64.6,2.9,4,3,0,4,2,8,5.7,796,6.2,71.5,137,145,8.5,0.0,3,4,2.7,60.7,88,0,10.2,145,71.1,10,50,,65.7,69.0,82.1,68.0,,,0,5,150,,82.9,0.0,0,0,0,5,7,7,4.7,992,6.8,2,65.9,44,49,8.0,0.0,1,2,3.8,55.1,27,59,6.9,59,28.9,2,17,,81.7,60.7,0.0,59.7,,70.8,1,0,63,11.9,73.1,11.9,7,3,0,3,0,3,4.8,295,6.0
Matt Ryan,4317,QB,ATL,5,197,71.6,67,72,8.8,0.0,2,3,4.0,65.3,47,26,2.1,77,39.1,1,29,,48.5,73.1,79.7,72.9,,54.2,3,1,80,11.5,97.6,3.9,3,2,0,0,3,3,3.8,571,7.9,0,2,58.7,67.5,72.5,31.7,73.7,95,105,7.7,0.0,1,3,2.6,59.0,62,34,11.4,120,60.9,8,29,,62.4,65.3,81.6,68.9,,36.6,1,2,131,20.6,79.6,5.8,7,8,0,8,4,3,2.3,594,5.7,74.0,123,129,7.6,0.0,3,2,1.5,64.3,83,0,8.8,137,69.5,8,45,,64.9,75.0,81.9,77.3,,39.1,0,3,145,,82.1,0.0,0,8,0,3,3,4,2.8,876,6.8,2,69.2,39,48,9.8,0.0,0,4,7.5,54.2,26,60,3.7,60,30.5,1,13,,42.1,56.3,79.0,58.0,,50.4,4,0,66,16.7,100.1,16.7,10,2,0,5,4,2,3.0,289,6.0
Philip Rivers,1725,QB,SD,5,197,63.9,61,67,11.5,0.0,1,5,6.9,56.7,38,36,2.6,73,37.1,1,32,,83.2,79.9,79.6,78.1,,,1,3,78,16.7,83.8,8.2,6,0,0,4,3,0,0.0,614,9.2,0,27,55.8,86.3,88.8,45.2,79.4,107,116,9.7,0.0,1,8,6.6,66.4,77,42,9.4,124,62.9,8,54,,62.0,90.6,12.8,89.0,,72.5,2,1,129,11.9,117.9,4.0,5,3,1,5,8,3,2.3,1145,9.9,77.2,114,118,9.7,0.0,2,7,5.7,70.3,83,0,5.7,119,60.4,5,62,,86.4,94.2,81.3,92.8,,64.4,0,1,124,,129.3,0.0,0,1,1,1,10,0,0.0,1244,10.5,6,66.7,54,65,11.8,0.0,0,6,8.6,49.2,32,78,11.1,78,39.6,4,24,,49.6,65.0,0.0,64.6,,66.4,3,3,83,14.1,62.0,14.1,11,2,0,8,1,3,3.6,515,7.9
Aaron Rodgers,2241,QB,GB,5,189,78.2,55,57,9.3,0.0,1,3,4.9,68.4,39,15,9.3,61,32.3,4,28,,82.0,78.1,78.9,74.7,,73.1,0,3,65,13.3,92.9,3.3,2,2,0,1,4,4,6.2,442,7.8,0,12,90.1,79.4,79.5,62.1,76.7,103,111,9.9,0.0,1,6,5.1,64.9,72,39,8.9,128,67.7,7,45,,87.1,79.3,15.9,77.8,,68.4,1,3,136,17.9,89.9,5.5,7,10,2,4,5,5,3.7,799,7.2,81.3,123,128,8.9,0.0,2,6,4.5,70.3,90,0,10.0,135,71.4,10,56,,87.4,85.8,81.8,82.3,,75.0,0,3,141,,101.2,0.0,0,7,2,1,7,6,4.3,984,7.7,2,62.9,35,40,12.5,0.0,0,3,6.7,52.5,21,54,4.5,54,28.6,1,17,,81.5,65.5,0.0,65.4,,64.9,1,3,60,16.7,58.0,16.7,9,5,0,4,2,3,5.0,257,6.4
